Gene name	Zebrafish gene name
Taar7f	CU570800.1
Taar8a	CU570800.1
Taar8b	CU570800.1
Taar8c	CU570800.1
Taar9	CU570800.1
Taar5	CU570800.2
Taar6	CU570800.2
Taar7a	CU570800.2
Taar7b	CU570800.2
Taar7d	CU570800.2
Taar7e	CU570800.2
Taar7f	CU570800.2
Taar8a	CU570800.2
Taar8b	CU570800.2
Taar8c	CU570800.2
Taar9	CU570800.2
Trim29	CU571066.1
Gpr152	CU571081.1
Rab42	CU571310.1
Trim35	CU571315.1
Prss53	CU571315.2
Prss36	CU571315.2
Prss53	CU571315.3
Prss36	CU571315.3
Nmi	CU639413.1
Tacc2	CU639469.1
Gm4070	CU681840.1
Gvin1	CU681840.1
Ccdc171	CU682355.1
Homer3	CU693375.1
Aim1l	CU693379.1
Ptchd3	CU694527.1
Dcstamp	CU695177.1
Fmn1	CU695215.3
Psmd4	CU855694.2
Ffar2	CU855821.1
Ffar3	CU855821.1
Ffar2	CU855821.2
Ffar3	CU855821.2
Il1r1	CU855885.1
Il1rl2	CU855885.1
Il1rl1	CU855885.1
Trim29	CU855931.1
Tppp	CU855947.1
Ccdc180	CU856180.1
Mfsd14b	CU856539.1
C3ar1	CU861476.1
Ncan	CU861477.1
Igkv14-130	CU896602.2
Igkv14-126	CU896602.2
Igkv11-125	CU896602.2
Igkv9-124	CU896602.2
Igkv9-123	CU896602.2
Igkv14-111	CU896602.2
Igkv16-104	CU896602.2
Igkv15-103	CU896602.2
Igkv14-100	CU896602.2
Igkv10-96	CU896602.2
Igkv10-94	CU896602.2
Igkv19-93	CU896602.2
Igkv12-44	CU896602.2
Igkv6-32	CU896602.2
Igkv8-28	CU896602.2
Igkv6-14	CU896602.2
Igkv6-13	CU896602.2
Igkv3-12	CU896602.2
Igkv3-10	CU896602.2
Igkv3-9	CU896602.2
Igkv3-5	CU896602.2
Igkv3-4	CU896602.2
Igkv3-3	CU896602.2
Igkv3-2	CU896602.2
Igkv14-130	CU896602.3
Igkv14-126	CU896602.3
Igkv11-125	CU896602.3
Igkv9-124	CU896602.3
Igkv9-123	CU896602.3
Igkv14-111	CU896602.3
Igkv16-104	CU896602.3
Igkv15-103	CU896602.3
Igkv14-100	CU896602.3
Igkv10-96	CU896602.3
Igkv10-94	CU896602.3
Igkv19-93	CU896602.3
Igkv12-44	CU896602.3
Igkv6-32	CU896602.3
Igkv8-28	CU896602.3
Igkv6-14	CU896602.3
Igkv6-13	CU896602.3
Igkv3-12	CU896602.3
Igkv3-10	CU896602.3
Igkv3-9	CU896602.3
Igkv3-5	CU896602.3
Igkv3-4	CU896602.3
Igkv3-3	CU896602.3
Igkv3-2	CU896602.3
Tlr8	CU914164.3
Pi16	CU914487.1
Ttf1	CU914564.1
Ggt1	CU914631.1
H2-DMa	CU914776.1
Zfp715	CU915778.1
Zfp658	CU915778.1
Zfp719	CU915778.1
Zfp819	CU915778.1
Dupd1	CU928063.3
Abr	CU928117.1
Gm27361	CU928121.1
Bfsp1	CU929052.1
Cfap46	CU929144.1
Map4	CU929259.1
Dmpk	CU929346.1
Gpr35	CU929402.1
Lrrn4	CU984579.1
Lrrn4cl	CU984579.1
Cubn	cubn
Cuedc1	cuedc1a
Cuedc1	cuedc1b
Cuedc2	cuedc2
Cul1	cul1a
Cul1	cul1b
Cul2	cul2
Cul3	cul3a
Cul3	cul3b
Cul4a	cul4a
Cul4b	cul4b
Cul5	cul5a
Cul5	cul5b
Cutc	cutc
Cux1	cux1a
Cux2	cux2b
Cuzd1	cuzd1.1
Cuzd1	cuzd1.2
Cwc15	cwc15
Cwc22	cwc22
Gm13698	cwc22
Gm13693	cwc22
Gm13695	cwc22
Gm13696	cwc22
Gm13694	cwc22
Gm13697	cwc22
Gm13691	cwc22
Cwc25	cwc25
Cwc27	cwc27
Cwf19l1	cwf19l1
Cwf19l2	cwf19l2
Gje1	cx23
Gjb1	cx27.5
Gjb2	cx30.3
Gjb6	cx30.3
Gjb1	cx31.7
Gjb4	cx34.4
Gjb5	cx34.4
Gjb3	cx35.4
Gja1	cx40.8
Gja6	cx40.8
Gja5	cx41.8
Gja1	cx43
Gja6	cx43
Gja5	cx45.6
Gjc2	cx47.1
Cxadr	cxadr
Gm1123	cxadr
Cxcl11	CXCL11 (1 of many)
Cxcl11	cxcl11.1
Cxcl11	cxcl11.5
Cxcl11	cxcl11.6
Cxcl11	cxcl11.7
Cxcl11	cxcl11.8
Cxcl12	cxcl12a
Cxcl12	cxcl12b
Cxcl14	cxcl14
Cxcr2	cxcr2
Cxcr1	cxcr2
Psg16	cxcr3.1
Ceacam3	cxcr3.1
Psg29	cxcr3.1
Ceacam5	cxcr3.1
Ceacam14	cxcr3.1
Ceacam11	cxcr3.1
Ceacam13	cxcr3.1
Ceacam12	cxcr3.1
Psg18	cxcr3.1
Psg28	cxcr3.1
Psg26	cxcr3.1
Psg25	cxcr3.1
Psg27	cxcr3.1
Psg21	cxcr3.1
Psg23	cxcr3.1
Psg20	cxcr3.1
Psg22	cxcr3.1
Psg19	cxcr3.1
Psg17	cxcr3.1
Ceacam15	cxcr3.1
Ceacam9	cxcr3.1
Ceacam2	cxcr3.1
Ceacam16	cxcr3.1
Ceacam1	cxcr3.1
Ceacam20	cxcr3.1
Cxcr3	cxcr3.1
Ceacam18	cxcr3.1
Ceacam10	cxcr3.1
Cxcr4	cxcr4a
Cxcr4	cxcr4b
Cxcr5	CXCR5
Cxxc1	cxxc1a
Cxxc1	cxxc1b
Cxxc4	cxxc4
Cxxc5	cxxc5a
Cyb561	cyb561
Cyb561a3	cyb561a3a
Cyb561a3	cyb561a3b
Cyb561d1	cyb561d1
Cyb561d2	cyb561d2
Cyb5a	cyb5a
Cyb5b	cyb5b
Cyb5d1	cyb5d1
Gm6685	cyb5d1
Cyb5d2	cyb5d2
Cyb5r1	cyb5r1
Cyb5r2	cyb5r2
Cyb5r3	cyb5r3
Cyb5r4	cyb5r4
Cyba	cyba
Cybb	cybb
Cybrd1	cybrd1
Cyc1	cyc1
Cycs	cycsa
Gm10053	cycsa
Cyfip1	cyfip1
Cyfip2	cyfip2
Cygb	cygb1
Cygb	cygb2
Cyhr1	cyhr1
Cyld	cylda
Cyp11a1	cyp11a1
Cyp11a1	cyp11a2
Cyp11b1	cyp11c1
Cyp11b2	cyp11c1
Cyp17a1	cyp17a1
Cyp19a1	cyp19a1a
Cyp1a2	cyp1a
Cyp1a1	cyp1a
Cyp1b1	cyp1b1
Cyp20a1	cyp20a1
Cyp21a1	cyp21a2
Cyp24a1	cyp24a1
Cyp26a1	cyp26a1
Cyp26b1	cyp26b1
Cyp26c1	cyp26c1
Cyp27a1	CYP27A1 (1 of many)
Cyp27a1	cyp27a1.2
Cyp27a1	cyp27a1.4
Cyp27a1	cyp27a7
Cyp27b1	cyp27b1
Cyp2j8	cyp2ad2
Cyp2j6	cyp2ad2
Cyp2j9	cyp2ad2
Cyp2j5	cyp2ad2
Cyp2j13	cyp2ad2
Cyp2j12	cyp2ad2
Cyp2j7	cyp2ad2
Cyp2j11	cyp2ad2
Cyp2j8	cyp2ad3
Cyp2j6	cyp2ad3
Cyp2j9	cyp2ad3
Cyp2j5	cyp2ad3
Cyp2j13	cyp2ad3
Cyp2j12	cyp2ad3
Cyp2j7	cyp2ad3
Cyp2j11	cyp2ad3
Cyp2j8	cyp2ad6
Cyp2j6	cyp2ad6
Cyp2j9	cyp2ad6
Cyp2j5	cyp2ad6
Cyp2j13	cyp2ad6
Cyp2j12	cyp2ad6
Cyp2j7	cyp2ad6
Cyp2j11	cyp2ad6
Cyp2j8	cyp2ae1
Cyp2j6	cyp2ae1
Cyp2j9	cyp2ae1
Cyp2j5	cyp2ae1
Cyp2j13	cyp2ae1
Cyp2j12	cyp2ae1
Cyp2j7	cyp2ae1
Cyp2j11	cyp2ae1
Cyp2j8	cyp2j20
Cyp2j6	cyp2j20
Cyp2j9	cyp2j20
Cyp2j5	cyp2j20
Cyp2j13	cyp2j20
Cyp2j12	cyp2j20
Cyp2j7	cyp2j20
Cyp2j11	cyp2j20
Cyp2w1	cyp2k16
Cyp2w1	cyp2k17
Cyp2w1	cyp2k18
Cyp2w1	cyp2k19
Cyp2w1	cyp2k20
Cyp2w1	cyp2k21
Cyp2w1	cyp2k22
Cyp2w1	cyp2k31
Cyp2w1	cyp2k6
Cyp2w1	cyp2k8
Cyp2j8	cyp2n13
Cyp2j6	cyp2n13
Cyp2j9	cyp2n13
Cyp2j5	cyp2n13
Cyp2j13	cyp2n13
Cyp2j12	cyp2n13
Cyp2j7	cyp2n13
Cyp2j11	cyp2n13
Cyp2j8	cyp2p10
Cyp2j6	cyp2p10
Cyp2j9	cyp2p10
Cyp2j5	cyp2p10
Cyp2j13	cyp2p10
Cyp2j12	cyp2p10
Cyp2j7	cyp2p10
Cyp2j11	cyp2p10
Cyp2j8	cyp2p6
Cyp2j6	cyp2p6
Cyp2j9	cyp2p6
Cyp2j5	cyp2p6
Cyp2j13	cyp2p6
Cyp2j12	cyp2p6
Cyp2j7	cyp2p6
Cyp2j11	cyp2p6
Cyp2j8	cyp2p7
Cyp2j6	cyp2p7
Cyp2j9	cyp2p7
Cyp2j5	cyp2p7
Cyp2j13	cyp2p7
Cyp2j12	cyp2p7
Cyp2j7	cyp2p7
Cyp2j11	cyp2p7
Cyp2j8	cyp2p8
Cyp2j6	cyp2p8
Cyp2j9	cyp2p8
Cyp2j5	cyp2p8
Cyp2j13	cyp2p8
Cyp2j12	cyp2p8
Cyp2j7	cyp2p8
Cyp2j11	cyp2p8
Cyp2j8	cyp2p9
Cyp2j6	cyp2p9
Cyp2j9	cyp2p9
Cyp2j5	cyp2p9
Cyp2j13	cyp2p9
Cyp2j12	cyp2p9
Cyp2j7	cyp2p9
Cyp2j11	cyp2p9
Cyp2r1	cyp2r1
Cyp2u1	cyp2u1
Cyp2j8	cyp2v1
Cyp2j6	cyp2v1
Cyp2j9	cyp2v1
Cyp2j5	cyp2v1
Cyp2j13	cyp2v1
Cyp2j12	cyp2v1
Cyp2j7	cyp2v1
Cyp2j11	cyp2v1
Cyp2b9	cyp2y3
Cyp2a4	cyp2y3
Cyp2b23	cyp2y3
Cyp2b19	cyp2y3
Cyp2g1	cyp2y3
Cyp2a5	cyp2y3
Cyp2a22	cyp2y3
Cyp2a12	cyp2y3
Cyp2f2	cyp2y3
Cyp2t4	cyp2y3
Cyp2c55	cyp2y3
Cyp2c65	cyp2y3
Cyp2c66	cyp2y3
Cyp2c29	cyp2y3
Cyp2c38	cyp2y3
Cyp2c39	cyp2y3
Cyp2c67	cyp2y3
Cyp2c68	cyp2y3
Cyp2c40	cyp2y3
Cyp2c37	cyp2y3
Cyp2c50	cyp2y3
Cyp2e1	cyp2y3
Cyp2c70	cyp2y3
Cyp2c44	cyp2y3
Cyp2s1	cyp2y3
Cyp2b10	cyp2y3
Cyp2b13	cyp2y3
Cyp2c69	cyp2y3
Cyp2c54	cyp2y3
Cyp39a1	cyp39a1
Cyp3a13	cyp3a65
Cyp3a57	cyp3a65
Cyp3a16	cyp3a65
Cyp3a41b	cyp3a65
Cyp3a41a	cyp3a65
Cyp3a44	cyp3a65
Cyp3a11	cyp3a65
Cyp3a25	cyp3a65
Cyp3a59	cyp3a65
Cyp46a1	CYP46A1 (1 of many)
Cyp46a1	cyp46a1.1
Cyp46a1	cyp46a1.3
Cyp46a1	cyp46a1.4
Cyp4x1	cyp4t8
Cyp4a29	cyp4t8
Cyp4a12b	cyp4t8
Cyp4a12a	cyp4t8
Cyp4a30b	cyp4t8
Cyp4a14	cyp4t8
Cyp4a10	cyp4t8
Cyp4a31	cyp4t8
Cyp4a32	cyp4t8
Cyp4b1	cyp4t8
Cyp4v3	cyp4v7
Cyp4v3	cyp4v8
Cyp51	cyp51
Cyp7a1	cyp7a1
Cyp7b1	cyp7b1
Cyp8b1	cyp8b1
Cyp8b1	cyp8b2
Cyp8b1	cyp8b3
Cyr61	cyr61
Cysltr1	cysltr1
Cysltr2	CYSLTR2 (1 of many)
Cystm1	CYSTM1 (1 of many)
Krt24	cyt1
Krt25	cyt1
Krt26	cyt1
Krt27	cyt1
Krt28	cyt1
Krt10	cyt1
Krt12	cyt1
Krt20	cyt1
Krt39	cyt1
Krt40	cyt1
Krt33a	cyt1
Krt33b	cyt1
Krt34	cyt1
Krt31	cyt1
Krt32	cyt1
Krt35	cyt1
Krt36	cyt1
Krt13	cyt1
Krt15	cyt1
Krt19	cyt1
Krt9	cyt1
Krt14	cyt1
Krt16	cyt1
Krt17	cyt1
Krt42	cyt1
Krt24	cyt1l
Krt25	cyt1l
Krt26	cyt1l
Krt27	cyt1l
Krt28	cyt1l
Krt10	cyt1l
Krt12	cyt1l
Krt20	cyt1l
Krt39	cyt1l
Krt40	cyt1l
Krt33a	cyt1l
Krt33b	cyt1l
Krt34	cyt1l
Krt31	cyt1l
Krt32	cyt1l
Krt35	cyt1l
Krt36	cyt1l
Krt13	cyt1l
Krt15	cyt1l
Krt19	cyt1l
Krt9	cyt1l
Krt14	cyt1l
Krt16	cyt1l
Krt17	cyt1l
Krt42	cyt1l
Cyth1	cyth1a
Cyth1	cyth1b
Cyth2	CYTH2
Cyth3	cyth3a
Cyth3	cyth3b
Cyth4	cyth4a
Cyth4	cyth4b
Cytip	CYTIP
Cyyr1	cyyr1
D2hgdh	d2hgdh
Daam1	daam1a
Daam1	daam1b
Daam2	daam2
Dab1	dab1a
Dab1	dab1b
Dab2	DAB2
Dab2ip	dab2ipa
Dach2	dacha
Dach1	dachc
Dach1	dachd
Dact1	dact1
Dact2	dact2
Dact3	dact3a
Dad1	dad1
Dag1	dag1
Dagla	dagla
Daglb	daglb
Dalrd3	dalrd3
Cer1	dand5
Dand5	dand5
Dao	dao.1
Dao	dao.2
Dao	dao.3
Dap	dap
Dap3	dap3
Dapk1	dapk1
Dapk2	dapk2a
Dapk2	dapk2b
Dapk3	dapk3
Dapp1	dapp1
Dars	dars
Dars2	dars2
Daw1	daw1
Daxx	daxx
Dazap1	dazap1
Dazap2	dazap2
Dazl	dazl
Dbf4	dbf4
Dbh	dbh
Dbn1	dbn1
Dbnl	dbnla
Dbnl	dbnlb
Dbp	dbpa
Dbp	dbpb
Dbr1	dbr1
Dbt	dbt
Dcaf11	dcaf11
Dcaf12	dcaf12
Dcaf13	dcaf13
Dcaf15	dcaf15
Dcaf17	dcaf17
Dcaf5	dcaf5
Dcaf6	dcaf6
Dcaf7	dcaf7
Pet2	dcaf8
Dcaf8	dcaf8
Dcakd	dcakd
Dcbld1	dcbld1
Dcbld2	dcbld2
Dcdc2b	dcdc2b
Dcdc2c	DCDC2C
Dchs1	dchs1a
Dchs1	dchs1b
Dchs2	DCHS2
Dck	dck
Dclk1	dclk1a
Dclk1	dclk1b
Dclk2	dclk2a
Dclk2	dclk2b
Dclk3	dclk3
Dclre1a	dclre1a
Dclre1b	dclre1b
Dclre1c	dclre1c
Dcn	dcn
Dcp1a	dcp1a
Dcp1b	dcp1b
Dcp2	dcp2
Dcps	dcps
Dcst1	dcst1
Dcst2	dcst2
Dct	dct
Dctd	dctd
Dctn1	dctn1a
Dctn1	dctn1b
Dctn2	dctn2
Dctn3	dctn3
Dctn4	dctn4
Dctn5	dctn5
Dctpp1	dctpp1
Dcun1d1	dcun1d1
AC123954.1	dcun1d1
Dcun1d2	dcun1d2a
Dcun1d2	dcun1d2b
Dcun1d3	dcun1d3
Dcun1d4	dcun1d4
Dcun1d5	dcun1d5
Dcxr	dcxr
Cbr2	dcxr
Dda1	dda1
Ddah2	ddah2
Ddb1	ddb1
Ddb2	ddb2
Ddc	ddc
Ddhd1	ddhd1a
Ddhd1	ddhd1b
Ddhd2	ddhd2
Ddi1	ddi2
Ddias	ddias
Ddit3	ddit3
Ddit4	ddit4
Ddo	DDO
Ddost	ddost
Ddr1	ddr1
Ddr2	ddr2a
Ddrgk1	ddrgk1
Ddt	ddt
Ddx1	ddx1
Ddx10	ddx10
Ddx11	ddx11
Ddx17	DDX17
Ddx18	ddx18
Ddx19a	ddx19
Ddx19b	ddx19
Ddx20	ddx20
Ddx21	ddx21
Ddx50	ddx21
Ddx23	ddx23
Ddx24	ddx24
Ints6l	ddx26b
Gm648	ddx26b
Gm10477	ddx26b
Ints6	ddx26b
Ddx27	ddx27
Ddx28	ddx28
Ddx31	ddx31
Ddx39	ddx39aa
Ddx39	ddx39ab
Ddx39b	ddx39b
D1Pas1	ddx3a
Ddx3x	ddx3a
Ddx3y	ddx3a
D1Pas1	ddx3b
Ddx3x	ddx3b
Ddx3y	ddx3b
Ddx4	ddx4
Ddx42	ddx42
Ddx43	ddx43
Ddx46	ddx46
Ddx47	ddx47
Ddx49	ddx49
Ddx5	ddx5
Ddx51	ddx51
Ddx52	ddx52
Ddx54	ddx54
Ddx55	ddx55
Ddx56	ddx56
Ddx59	ddx59
Ddx6	ddx6
Deaf1	deaf1
Decr1	decr1
Decr2	decr2
Dedd	dedd
Dedd2	dedd1
Def6	def6a
Def6	def6b
Def8	def8
Degs1	degs1
9130409I23Rik	degs1
Degs2	degs2
Dek	dek
Dennd1a	dennd1a
Dennd1b	dennd1b
Dennd1c	DENND1C
Dennd2c	dennd2c
Dennd2d	dennd2da
Dennd2d	dennd2db
Dennd3	dennd3a
Dennd3	dennd3b
Dennd4a	dennd4a
Dennd4b	dennd4b
Dennd4c	dennd4c
Dennd5a	dennd5a
Dennd5b	dennd5b
Dennd6a	dennd6aa
Dennd6b	dennd6b
Denr	denr
Depdc1a	depdc1a
Depdc1b	DEPDC1B
Depdc5	depdc5
Depdc7	depdc7
Depdc7	DEPDC7 (1 of many)
Deptor	deptor
Dera	dera
Derl1	derl1
Derl2	derl2
Derl3	derl3
Desi1	desi1a
Desi1	desi1b
Desi2	desi2
Des	desma
Des	desmb
Det1	det1
Dexi	dexi
Dffa	dffa
Dffb	dffb
Dfna5	dfna5a
Dfna5	dfna5b
Whrn	dfnb31a
Whrn	dfnb31b
Dgat1	dgat1a
Dgat1	dgat1b
Dgat2	dgat2
Dgcr14	dgcr14
Dgcr2	dgcr2
Gm20518	dgcr2
Dgcr6	dgcr6
Dgcr8	dgcr8
Dgka	dgkaa
Dgka	dgkab
Dgkb	dgkb
Dgke	dgke
Dgkg	dgkg
Dgkh	dgkh
Dgki	DGKI
Dgkk	DGKK
Dgkz	dgkza
Dgkz	dgkzb
Dguok	dguok
Dhcr24	dhcr24
Dhcr7	dhcr7
Dhdds	dhdds
Gm45808	DHDH (1 of many)
Dhdh	DHDH (1 of many)
Gm45808	dhdhl
Dhdh	dhdhl
Dhfr	dhfr
Dhh	dhh
Dhodh	dhodh
Dhps	dhps
Dhrs1	dhrs1
Dhrs11	dhrs11a
Dhrs13	dhrs13a.1
Dhrs13	dhrs13a.3
Dhrs13	dhrs13b
Dhrs13	dhrs13l1
Dhrs3	dhrs3a
Dhrs3	dhrs3b
Dhrs2	dhrs4
Dhrs4	dhrs4
Gm4756	dhrs7
Dhrs7	dhrs7
Dhrs7b	dhrs7b
Dhrs7c	dhrs7ca
Dhrs7c	dhrs7cb
Rdh16f1	dhrs9
Rdh9	dhrs9
Rdh1	dhrs9
Rdh16	dhrs9
Rdh19	dhrs9
Rdh16f2	dhrs9
Rdh7	dhrs9
Sdr9c7	dhrs9
Hsd17b6	dhrs9
Dhrs9	dhrs9
DHRSX	dhrsx
Dhtkd1	dhtkd1
Dhx15	dhx15
Dhx16	dhx16
Dhx29	DHX29
Dhx30	DHX30
Dhx32	dhx32a
Dhx32	dhx32b
Dhx33	dhx33
Dhx34	dhx34
Dhx35	DHX35
Dhx36	dhx36
Dhx37	dhx37
Dhx38	dhx38
Dhx40	dhx40
Dhx57	dhx57
Dhx58	dhx58
Dhx8	dhx8
Dhx9	dhx9
1190002N15Rik	dia1a
1190002N15Rik	dia1b
Diablo	diabloa
Diablo	diablob
Diaph2	diaph2
Diaph3	diaph3
Dicer1	dicer1
Dido1	dido1
Diexf	diexf
Dimt1	dimt1l
Dio1	dio1
Dio2	dio2
Dip2a	dip2a
Dip2b	dip2ba
Dip2b	dip2bb
Dip2c	dip2ca
Diras1	diras1a
Diras1	diras1b
Diras2	DIRAS2
Dirc2	dirc2
Dis3	dis3
Dis3l	dis3l
Dis3l2	dis3l2
Disc1	disc1
Disp1	disp1
Disp2	disp2
Disp3	DISP3
Dixdc1	dixdc1a
Dixdc1	dixdc1b
Dkc1	dkc1
Dkk1	dkk1a
Dkk1	dkk1b
Dkk2	dkk2
Dkk3	dkk3a
Dkk3	dkk3b
Dll1	dla
Dlat	dlat
Dlc1	DLC1
Dll1	dld
Dld	dldh
Dlec1	dlec1
Dlg1	dlg1
Dlg1	dlg1l
Dlg2	dlg2
Dlg3	dlg3
Dlg5	dlg5a
Dlg5	dlg5b.1
Dlgap2	dlgap2a
Dlgap2	dlgap2b
Dlgap3	dlgap3
Dlgap4	dlgap4a
Dlgap4	dlgap4b
Dlgap5	dlgap5
Dlk2	dlk2
Dll4	dll4
Dlst	dlst
Dlx1	dlx1a
Dlx2	dlx2a
Dlx3	dlx3b
Dlx4	dlx4a
Dlx4	dlx4b
Dlx5	dlx5a
Dlx6	dlx6a
Dmap1	dmap1
Dmbx1	dmbx1a
Dmbx1	dmbx1b
Dmc1	dmc1
Dmd	dmd
Dmgdh	dmgdh
Dmrt1	dmrt1
Dmrt2	dmrt2a
Dmrt3	dmrt3a
Dmrta2	dmrta2
4932411N23Rik	dmtf1
Dmtf1	dmtf1
Dmtn	dmtn
Dmwd	DMWD
Dmxl2	dmxl2
Dna2	dna2
Dnaaf1	dnaaf1
AC099934.3	dnaaf2
Dnaaf2	dnaaf2
Dnaaf3	dnaaf3l
Dnaaf5	DNAAF5
Dnah1	dnah1
Dnah10	DNAH10
Dnah11	dnah11
Dnah12	dnah12
Dnah2	dnah2
Dnah3	dnah3
Dnah5	dnah5
Dnah6	dnah6
Dnah7b	dnah7
Dnah7c	dnah7
Dnah7a	dnah7
Dnaic1	dnai1.1
Dnaic1	dnai1.2
Dnaic2	DNAI2 (1 of many)
Dnaic2	dnai2a
Dnaja1	dnaja1
Dnaja2	dnaja2
Dnaja2	dnaja2l
Dnaja3	dnaja3a
Dnaja3	dnaja3b
Dnaja4	DNAJA4
Dnajb11	dnajb11
Dnajb12	dnajb12a
Dnajb12	dnajb12b
Dnajb13	dnajb13
Dnajb14	dnajb14
Dnajb1	dnajb1a
Dnajb1	dnajb1b
Dnajb2	dnajb2
Dnajb7	dnajb2
Dnajb6	dnajb2
4930503B20Rik	dnajb2
Dnajb3	dnajb2
Dnajb4	dnajb4
Dnajb5	dnajb5
Dnajb8	dnajb6a
Dnajb8	dnajb6b
Dnajb9	dnajb9a
Dnajb9	dnajb9b
Dnajc1	dnajc1
Dnajc10	dnajc10
Dnajc11	dnajc11a
Dnajc11	dnajc11b
Dnajc12	dnajc12
Dnajc14	dnajc14
Dnajc15	dnajc15
Dnajc16	DNAJC16 (1 of many)
Dnajc16	dnajc16l
Dnajc17	dnajc17
Dnajc18	dnajc18
Dnajc19	dnajc19
Dnajc2	dnajc2
Dnajc21	dnajc21
Dnajc22	dnajc22
Dnajc24	dnajc24
Gm20503	dnajc25
Dnajc25	dnajc25
Dnajc27	dnajc27
Dnajc28	dnajc28
Dnajc30	dnajc30b
Dnajc3	dnajc3a
Dnajc4	dnajc4
Dnajc5	dnajc5aa
Dnajc5	dnajc5ab
Dnajc5b	dnajc5b
Dnajc6	dnajc6
Dnajc7	dnajc7
Dnajc8	dnajc8
Dnajc9	dnajc9
Dnal1	dnal1
Dnal4	dnal4a
Dnal4	dnal4b
Dnali1	dnali1
Dnase1	dnase1
Dnase1l2	dnase1
Dnase1l1	dnase1l1
Dnase2a	dnase2
Dnase2b	dnase2b
Dnd1	dnd1
Dner	dner
Dnlz	dnlz
Dnm1l	dnm1l
Dnm2	dnm2a
Dnm2	dnm2b
Dnmbp	dnmbp
Dnmt1	dnmt1
Dnmt3a	dnmt3aa
Dnmt3a	dnmt3ab
Dnmt3b	dnmt3bb.1
Dnpep	dnpep
Dnph1	dnph1
Polm	dntt
Dntt	dntt
Dnttip2	dnttip2
Doc2a	DOC2A
Doc2b	doc2b
Doc2g	doc2d
Dock1	dock1
Dock10	dock10
Dock11	dock11
Dock3	dock3
Dock4	DOCK4 (1 of many)
Dock4	dock4b
Dock5	dock5
Dock6	dock6
Dock7	dock7
Dock8	dock8
Dock9	dock9a
Dock9	dock9b
Dohh	dohh
Dohh	dohh
Dok1	dok1a
Dok1	dok1b
Dok2	dok2
Dok4	dok4
Dok6	dok6
Dok7	dok7
Dolk	dolk
Dolpp1	dolpp1
Dopey1	dopey1
Dopey2	dopey2
Dot1l	dot1l
Dpagt1	dpagt1
Gm17018	dpcd
Dpep1	dpep1
Dpep3	dpep2
Dpep2	dpep2
Dpf1	dpf1
Dpf2	dpf2
Dpf2	dpf2l
Dpf3	dpf3
Dph1	dph1
Dph2	dph2
Dph3	dph3
Dph5	dph5
Dph6	dph6
Dph7	dph7
Gm20716	dpm1
Dpm1	dpm1
Dpm2	dpm2
Dpm3	dpm3
Dpp10	DPP10
Dpp3	dpp3
Dpp4	dpp4
Fap	dpp4
Dpp6	dpp6a
Dpp6	dpp6b
Dpp7	dpp7
Dpp9	dpp9
Dpt	dpt
Dpy19l1	dpy19l1l
Dpy19l2	dpy19l1l
Dpy19l3	dpy19l3
Dpy30	dpy30
Dpyd	dpyda.1
Dpyd	dpyda.3
Dpyd	dpydb
Dpys	dpys
Dpysl2	dpysl2b
Dpysl3	dpysl3
Dpysl4	dpysl4
Dpysl5	dpysl5a
Dpysl5	dpysl5b
Dqx1	dqx1
Dr1	dr1
Dram1	dram1
Dram2	dram2a
Dram2	dram2b
Drap1	drap1
Draxin	draxin
Draxin	DRAXIN (1 of many)
Drc1	drc1
Drc3	drc3
Drd1	drd1a
Drd1	drd1b
Drd2	drd2a
Drd2	drd2b
Drd3	drd3
Drd4	drd4a
Drd4	drd4b
Gm24111	dre-let-7a-2
Gm24111	dre-let-7a-3
Gm24111	dre-let-7a-4
Gm24111	dre-let-7a-5
Gm24111	dre-let-7a-6
Gm24111	dre-let-7c-1
Gm24111	dre-let-7c-2
Gm24111	dre-let-7d-1
Gm24111	dre-let-7d-2
Gm24111	dre-let-7e
Gm24111	dre-let-7g-1
Gm24111	dre-let-7g-2
Gm25641	dre-mir-9-1
Gm25641	dre-mir-9-2
Gm25641	dre-mir-9-3
Gm25641	dre-mir-9-4
Gm25641	dre-mir-9-5
Gm25641	dre-mir-9-7
Drg1	drg1
Drg2	drg2
Prrxl1	drgx
Drp2	drp2
Dsc2	dsc2l
Dsc3	dsc2l
Dsc1	dsc2l
Dscam	dscama
Dscam	dscamb
Dscaml1	dscaml1
Dscc1	dscc1
Dscr3	dscr3
Dse	dse
Dsel	dsela
Dsg1c	dsg2l
Dsg1a	dsg2l
Dsg1b	dsg2l
Dsg4	dsg2l
Dsg2	dsg2l
Dsg3	dsg2l
Dsn1	dsn1
Dsp	DSP (1 of many)
Dsp	dspa
Dst	DST
Dstyk	dstyk
Dtd1	dtd1
Dtd2	dtd2
Dthd1	dthd1
Dtl	dtl
Dtna	dtna
Dtnb	dtnbb
Dtnbp1	dtnbp1b
Dtwd1	dtwd1
Dtwd2	dtwd2
Dtx2	dtx2
Dtx3	DTX3
Dtx4	dtx4
Dtx4	DTX4 (1 of many)
Dtymk	dtymk
Rcsd1	dub
Duox2	duox
Duox1	duox
Duoxa1	duox2
Duoxa2	duox2
Dupd1	DUPD1 (1 of many)
Dus1l	dus1l
Dus2	dus2
Dus3l	dus3l
Dus4l	dus4l
Dusp1	dusp1
Dusp10	dusp10
Dusp11	dusp11
Dusp12	dusp12
Dusp13	dusp13a
Dusp14	dusp14
