genes	IDTranscript/RepeatID (cmd=analyzeRepeats.pl /home/labs/amit/eyald/bin/data/Sheep_Ovis_aries_Oar_v3.1/oa3.ens90.P2000M.gtf none -d mic_sheep1.M mic_sheep2.M mic_sheep3.M -count exons -condenseGenes -strand + -raw)	chr	start	end	strand	Length	Copies	Annotation/Divergence	mic_sheep1.M (1263768.0 total)	mic_sheep2.M (2196952.0 total)	mic_sheep3.M (3022681.0 total)
SNTA1	ENSOART00000008525	chr13	62322853	62354252	-	3782.0	1	0.000	1.000	0.000	8.000
ENSOARG00000001394	ENSOART00000001495	chr4	111635516	111638043	-	2527.0	1	0.000	0.000	1.000	0.000
FER1L5	ENSOART00000015059	chr3	103713292	103768772	-	8067.0	1	0.000	0.000	0.000	0.000
ENSOARG00000021551	ENSOART00000023453	chr15	79842877	79844961	-	2084.0	1	0.000	0.000	0.000	0.000
ST7-AS1_1	ENSOART00000026445	chr4	51379924	51382039	-	2115.0	1	0.000	0.000	0.000	0.000
TSPOAP1	ENSOART00000010528	chr11	8823184	8847393	-	7351.0	1	0.000	0.000	0.000	0.000
NGLY1	ENSOART00000004527	chr26	38515387	38577699	+	4615.0	1	0.000	11.000	31.000	45.000
ENSOARG00000011693	ENSOART00000012717	chr7	21279094	21279954	+	860.0	1	0.000	45.000	114.000	103.000
CLIP4	ENSOART00000021356	chr3	35840677	35899004	+	4101.0	1	0.000	0.000	0.000	0.000
SNORD20	ENSOART00000024252	chr2	232309117	232309196	-	79.0	1	0.000	0.000	0.000	0.000
MIEF1	ENSOART00000018182	chr3	214920531	214926436	+	3791.0	1	0.000	4.000	0.000	4.000
ZNF768	ENSOART00000011724	chr24	26727451	26731004	-	3553.0	1	0.000	59.000	100.000	140.000
ENSOARG00000017306	ENSOART00000018839	chr6	90965648	90967985	+	2210.0	1	0.000	0.000	0.000	0.000
NPVF	ENSOART00000011128	chr4	70625131	70630520	+	2586.0	1	0.000	0.000	0.000	0.000
ENSOARG00000026681	ENSOART00000028708	chr7	1002050	1087977	-	2002.0	1	0.000	0.000	0.000	0.000
snoZ6	ENSOART00000026397	chr15	26383230	26385316	-	2086.0	1	0.000	0.000	0.000	0.000
MIER2	ENSOART00000009050	chr5	40427973	40443668	-	3572.0	1	0.000	19.000	19.000	62.000
ACRV1	ENSOART00000012724	chr21	28295107	28303260	-	2830.0	1	0.000	0.000	0.000	0.000
NLRP14	ENSOART00000017685	chr15	45161960	45199337	-	5249.0	1	0.000	0.000	0.000	0.000
RAB11B	ENSOART00000004126	chr5	14704390	14715580	+	2669.0	1	0.000	105.000	220.000	450.000
ENSOARG00000005860	ENSOART00000006375	chr21	16391567	16394886	+	497.0	1	0.000	0.000	0.000	0.000
GFRA2	ENSOART00000011582	chr2	43555323	43660786	+	4211.0	1	0.000	0.000	0.000	0.000
ENSOARG00000013207	ENSOART00000014358	chr14	54999577	55007038	+	977.0	1	0.000	0.000	0.000	0.000
RCBTB2	ENSOART00000009069	chr10	18568625	18592373	-	3596.0	1	0.000	31.000	77.000	67.000
COQ2	ENSOART00000002445	chr6	97646184	97671351	-	2872.0	1	0.000	23.000	128.000	135.000
TYMS	ENSOART00000010195	chr23	35875779	35890637	+	3042.0	1	0.000	5.000	10.000	14.000
ENSOARG00000016481	ENSOART00000017946	chr22	49937528	49941328	+	2786.0	1	0.000	0.000	0.000	2.000
PARP9	ENSOART00000021938	chr1	185220510	185246839	-	4508.0	1	0.000	13.000	79.000	50.000
TBX3	ENSOART00000006797	chr17	59735540	59749684	+	4868.0	1	0.000	0.000	0.000	0.000
ENSOARG00000026990	ENSOART00000029047	chr16	70677406	70791094	-	1304.0	1	0.000	0.000	0.000	0.000
MORC2	ENSOART00000009514	chr17	69281808	69324353	-	5243.0	1	0.000	42.000	57.000	82.000
ENSOARG00000018963	ENSOART00000020646	chrX	34337997	34340548	-	2551.0	1	0.000	0.000	0.000	0.000
ENSOARG00000025563	ENSOART00000027494	chr1	115359833	115523110	+	2658.0	1	0.000	0.000	0.000	0.000
DCSTAMP	ENSOART00000017119	chr9	72883528	72900115	-	4496.0	1	0.000	0.000	0.000	0.000
ENSOARG00000018581	ENSOART00000020222	chrUn_JH924754	1022	1378	-	356.0	1	0.000	0.000	0.000	0.000
HAS1	ENSOART00000016255	chr14	56577323	56590162	-	6970.0	1	0.000	0.000	0.000	0.000
PRLR	ENSOART00000012452	chr16	38969273	39030126	+	3833.0	1	0.000	0.000	0.000	0.000
ENSOARG00000000441	ENSOART00000000469	chrX	67091542	67094195	+	2604.0	1	0.000	1.000	5.000	5.000
ENSOARG00000014567	ENSOART00000015856	chr9	50347631	50347933	-	302.0	1	0.000	0.000	0.000	0.000
ENSOARG00000014548	ENSOART00000015845	chr5	12291318	12320770	+	4951.0	1	0.000	0.000	0.000	0.000
ENSOARG00000000980	ENSOART00000001049	chrUn_AMGL01129725	1154	6891	+	2617.0	1	0.000	0.000	0.000	0.000
ENSOARG00000010637	ENSOART00000011568	chr12	51692903	51693339	+	168.0	1	0.000	0.000	0.000	0.000
AP1AR	ENSOART00000003373	chr6	13379418	13398171	-	2808.0	1	0.000	21.000	31.000	68.000
ENSOARG00000018320	ENSOART00000019935	chr2	239489416	239489946	+	530.0	1	0.000	2.000	2.000	12.000
KCNG4	ENSOART00000011465	chr14	9978150	9994318	-	3731.0	1	0.000	0.000	0.000	0.000
MYO5A	ENSOART00000022813	chr7	54811359	54829875	+	2434.0	1	0.000	11.000	34.000	29.000
RIN2	ENSOART00000002008	chr13	38609366	38673551	+	4471.0	1	0.000	219.000	443.000	576.000
ENSOARG00000004141	ENSOART00000004577	chr11	52680020	52777989	+	15185.0	1	0.000	0.000	0.000	0.000
ENSOARG00000023701	ENSOART00000025603	chr11	50422298	50424381	+	2083.0	1	0.000	692.000	1784.000	3702.000
ENSOARG00000009364	ENSOART00000010188	chrX	81134648	81136788	-	2140.0	1	0.000	0.000	0.000	0.000
TDRD6	ENSOART00000011863	chr20	19966586	19978889	+	8037.0	1	0.000	0.000	0.000	0.000
OSBPL3	ENSOART00000011428	chr4	70920443	71019230	+	4696.0	1	0.000	0.000	1.000	5.000
INHBC	ENSOART00000007440	chr3	161902638	161916030	-	3772.0	1	0.000	0.000	0.000	0.000
ENSOARG00000000466	ENSOART00000000488	chrUn_AMGL01124363	1352	4422	+	2639.0	1	0.000	0.000	0.000	0.000
ENSOARG00000001406	ENSOART00000001512	chr13	69318225	69374150	+	3153.0	1	0.000	108.000	150.000	182.000
ENSOARG00000026715	ENSOART00000028744	chr7	66111904	66269802	-	880.0	1	0.000	0.000	0.000	0.000
CLPS	ENSOART00000013500	chr20	9890040	9894286	-	2334.0	1	0.000	0.000	0.000	0.000
GLCE	ENSOART00000020249	chr7	15738043	15936180	+	4829.0	1	0.000	0.000	1.000	0.000
KLHDC1	ENSOART00000022453	chr7	39795308	39833006	+	1193.0	1	0.000	4.000	6.000	3.000
ENSOARG00000018384	ENSOART00000020007	chrUn_AMGL01124120	21	1729	-	1386.0	1	0.000	0.000	0.000	0.000
ENSOARG00000004642	ENSOART00000005047	chr14	44740672	44741918	-	923.0	1	0.000	0.000	0.000	0.000
ENSOARG00000016674	ENSOART00000018160	chr15	22070818	22084321	-	2752.0	1	0.000	0.000	0.000	0.000
MAPK12	ENSOART00000021560	chr3	223860775	223867577	-	3601.0	1	0.000	43.000	51.000	114.000
ABCD4	ENSOART00000001107	chr7	82537860	82554033	-	3784.0	1	0.000	29.000	45.000	66.000
ENSOARG00000004782	ENSOART00000005208	chr23	4262662	4263309	-	627.0	1	0.000	133.000	327.000	449.000
CLDN23	ENSOART00000004545	chr26	23418264	23420878	+	2614.0	1	0.000	0.000	0.000	0.000
ENSOARG00000025827	ENSOART00000027789	chr2	172031664	172062262	+	1458.0	1	0.000	0.000	0.000	0.000
PTPRQ	ENSOART00000016472	chr3	116339388	116580874	+	8919.0	1	0.000	0.000	0.000	0.000
oar-mir-3956	ENSOART00000025564	chr18	64638770	64640898	+	2128.0	1	0.000	0.000	0.000	0.000
RHBDD1	ENSOART00000022311	chr2	228158186	228274756	+	6640.0	1	0.000	18.000	61.000	86.000
ENSOARG00000002951	ENSOART00000003209	chr20	26548405	26561667	-	4158.0	1	0.000	0.000	1.000	2.000
NFRKB	ENSOART00000015586	chr21	35246855	35280226	-	5792.0	1	0.000	47.000	46.000	86.000
SETD7	ENSOART00000014199	chr17	17831130	17879926	+	3179.0	1	0.000	1.000	4.000	3.000
COL16A1	ENSOART00000001208	chr2	234867042	234921719	+	6679.0	1	0.000	0.000	0.000	0.000
DUSP6	ENSOART00000017004	chr3	125584852	125589854	-	3390.0	1	0.000	518.000	852.000	1754.000
ENSOARG00000015000	ENSOART00000016324	chr6	89034472	89042368	-	6227.0	1	0.000	0.000	0.000	0.000
TSPYL6	ENSOART00000003917	chr3	69701999	69705405	+	3208.0	1	0.000	0.000	0.000	0.000
ENSOARG00000025443	ENSOART00000027363	chr12	26847033	26855415	+	703.0	1	0.000	0.000	0.000	0.000
AKAP9	ENSOART00000018537	chr4	9183142	9353553	+	13601.0	1	0.000	211.000	339.000	335.000
SMYD4	ENSOART00000015620	chr11	22479186	22517301	-	4402.0	1	0.000	3.000	8.000	5.000
MEX3C	ENSOART00000005086	chr23	50822477	50842216	-	3356.0	1	0.000	0.000	4.000	8.000
ENSOARG00000014514	ENSOART00000015834	chr2	197002405	197290777	-	15686.0	1	0.000	0.000	1.000	2.000
NFKBIE	ENSOART00000010348	chr20	17838848	17847536	-	3232.0	1	0.000	16.000	34.000	69.000
ENSOARG00000004180	ENSOART00000004549	chr11	23723913	23726854	-	2941.0	1	0.000	0.000	0.000	0.000
ENSOARG00000000700	ENSOART00000000759	chr21	36869117	36878095	-	1132.0	1	0.000	0.000	0.000	0.000
ENSOARG00000001143	ENSOART00000001220	chr4	90364868	90367287	+	2419.0	1	0.000	15.000	50.000	53.000
SKAP2	ENSOART00000010830	chr4	69124422	69292438	+	3728.0	1	0.000	29.000	51.000	63.000
ENSOARG00000014700	ENSOART00000015999	chr9	83152536	83152778	-	242.0	1	0.000	0.000	0.000	0.000
RFTN2	ENSOART00000016997	chr2	198775103	198856582	-	3546.0	1	0.000	0.000	3.000	11.000
ENSOARG00000005477	ENSOART00000005966	chr2	239919877	240061241	-	513.0	1	0.000	1.000	0.000	0.000
PRICKLE3	ENSOART00000011749	chrX	52680779	52692204	+	3916.0	1	0.000	26.000	49.000	72.000
ENSOARG00000012246	ENSOART00000013315	chr8	44791678	45079954	+	4067.0	1	0.000	0.000	0.000	0.000
SOX30	ENSOART00000013670	chr5	66566509	66612783	-	4064.0	1	0.000	0.000	0.000	0.000
ENSOARG00000002143	ENSOART00000002307	chrUn_JH923881	9570	17149	+	4954.0	1	0.000	0.000	0.000	0.000
ENSOARG00000006483	ENSOART00000007048	chr26	6029922	6034441	+	3255.0	1	0.000	0.000	0.000	0.000
COL15A1	ENSOART00000011990	chr2	48485007	48588324	-	6047.0	1	0.000	0.000	0.000	0.000
ENSOARG00000017828	ENSOART00000019397	chr17	72025538	72184583	-	2406.0	1	0.000	0.000	0.000	1.000
ENSOARG00000026498	ENSOART00000028515	chr9	14080788	14082779	-	1871.0	1	0.000	0.000	1.000	1.000
ATP8A1	ENSOART00000015838	chr6	61184630	61419298	-	9965.0	1	0.000	84.000	87.000	85.000
MAP1S	ENSOART00000016919	chr5	5136001	5171031	-	4951.0	1	0.000	50.000	81.000	187.000
GRM1	ENSOART00000002306	chr8	70235268	70672365	+	5750.0	1	0.000	0.000	0.000	0.000
SCAF1	ENSOART00000014464	chr14	55079802	55092474	+	4979.0	1	0.000	43.000	59.000	101.000
ENSOARG00000025469	ENSOART00000027389	chr12	75594465	75601647	+	2254.0	1	0.000	0.000	0.000	0.000
HTR3B	ENSOART00000000292	chr15	23910103	23952617	+	3309.0	1	0.000	0.000	0.000	0.000
ATP10B	ENSOART00000014810	chr5	69524277	69854140	-	6421.0	1	0.000	0.000	0.000	0.000
ENSOARG00000008155	ENSOART00000008872	chr15	10435118	10438832	-	2799.0	1	0.000	0.000	0.000	0.000
ENSOARG00000016874	ENSOART00000018378	chr3	136028556	136028714	+	158.0	1	0.000	0.000	0.000	0.000
CXorf38	ENSOART00000001569	chrX	37846692	37873799	-	3877.0	1	0.000	24.000	53.000	82.000
ENSOARG00000001357	ENSOART00000001454	chrUn_AMGL01123384	5641	8506	+	2353.0	1	0.000	0.000	0.000	0.000
LAMB1	ENSOART00000007864	chr4	48981437	49060031	-	7797.0	1	0.000	1.000	0.000	1.000
UEVLD	ENSOART00000010242	chr21	25476296	25534275	+	3852.0	1	0.000	9.000	18.000	7.000
ENSOARG00000013217	ENSOART00000014369	chr3	167942351	168038800	-	1073.0	1	0.000	0.000	0.000	0.000
SLC2A1	ENSOART00000022295	chr1	17149598	17168082	-	3460.0	1	0.000	1.000	2.000	6.000
ADCYAP1R1	ENSOART00000008204	chr4	65210844	65262101	-	6558.0	1	0.000	0.000	0.000	0.000
TSKS	ENSOART00000014642	chr14	55146178	55163410	-	3675.0	1	0.000	0.000	0.000	1.000
ENSOARG00000020502	ENSOART00000022331	chr1	17629405	17633753	-	695.0	1	0.000	1.000	3.000	4.000
EGFLAM	ENSOART00000010972	chr16	35879990	36071226	-	5034.0	1	0.000	0.000	0.000	0.000
WDR26	ENSOART00000017835	chr12	25652619	25692055	-	3933.0	1	0.000	38.000	85.000	106.000
ENSOARG00000026308	ENSOART00000028309	chr10	42634151	42812235	+	1809.0	1	0.000	0.000	0.000	0.000
CMIP	ENSOART00000009582	chr14	7590795	7672033	+	4007.0	1	0.000	599.000	1014.000	1792.000
WT1-AS_2	ENSOART00000026462	chr15	61375386	61377514	+	2128.0	1	0.000	0.000	0.000	0.000
ENSOARG00000004061	ENSOART00000004411	chr11	269266	298608	-	2531.0	1	0.000	0.000	0.000	0.000
ENSOARG00000002493	ENSOART00000002694	chrUn_JH922656	15039	19249	-	633.0	1	0.000	0.000	0.000	0.000
PHAX	ENSOART00000019814	chr5	24765174	24776051	-	3176.0	1	0.000	42.000	70.000	101.000
EXD2	ENSOART00000023080	chr7	77913941	77948337	+	3901.0	1	0.000	1.000	9.000	2.000
UMPS	ENSOART00000022014	chr1	187408952	187457134	+	3444.0	1	0.000	8.000	26.000	33.000
TTC21B	ENSOART00000005473	chr2	142467231	142562694	+	5998.0	1	0.000	11.000	26.000	27.000
VPS41	ENSOART00000019308	chr4	82007947	82220383	+	4508.0	1	0.000	25.000	33.000	44.000
PLA2G4F	ENSOART00000022306	chr7	34557465	34572784	-	4539.0	1	0.000	0.000	0.000	0.000
WNT8B	ENSOART00000016040	chr22	20490193	20521508	+	3042.0	1	0.000	0.000	0.000	0.000
ENSOARG00000008775	ENSOART00000009557	chr16	31726375	31731753	+	610.0	1	0.000	11.000	60.000	64.000
ENSOARG00000024619	ENSOART00000026521	chrUn_JH923924	5516	7592	+	2076.0	1	0.000	0.000	0.000	0.000
RASL12	ENSOART00000019323	chr7	11763480	11780034	-	2799.0	1	0.000	0.000	0.000	0.000
TAS2R10	ENSOART00000022123	chr3	203620374	203623300	+	2926.0	1	0.000	0.000	0.000	0.000
HYLS1	ENSOART00000012946	chr21	28491352	28497960	+	3046.0	1	0.000	0.000	5.000	13.000
ENSOARG00000002020	ENSOART00000002174	chr14	59657921	59687108	-	3190.0	1	0.000	0.000	1.000	0.000
DIAPH3	ENSOART00000006982	chr10	2443221	2822005	+	5310.0	1	0.000	17.000	16.000	31.000
SP3	ENSOART00000000500	chr2	134926165	134973836	+	4063.0	1	0.000	29.000	45.000	29.000
ENSOARG00000025632	ENSOART00000027568	chr1	251419262	251497362	+	1589.0	1	0.000	0.000	0.000	2.000
ZNF354A	ENSOART00000007386	chr5	37244190	37270513	-	3811.0	1	0.000	52.000	109.000	80.000
ENSOARG00000000559	ENSOART00000000596	chr13	60315175	60319635	-	207.0	1	0.000	0.000	0.000	0.000
ENSOARG00000026060	ENSOART00000028039	chr3	219082398	219202054	-	685.0	1	0.000	0.000	0.000	0.000
COX15	ENSOART00000013793	chr22	19848565	19864556	-	3237.0	1	0.000	8.000	20.000	24.000
ENSOARG00000026788	ENSOART00000028824	chr26	15848658	15855693	+	2743.0	1	0.000	0.000	0.000	0.000
ZNF792	ENSOART00000005060	chr14	44788786	44797352	-	3702.0	1	0.000	6.000	6.000	17.000
TM9SF4	ENSOART00000003322	chr13	60954424	60987439	+	3952.0	1	0.000	34.000	41.000	101.000
PAX2	ENSOART00000016920	chr22	20748672	20828390	+	3211.0	1	0.000	0.000	0.000	0.000
ENTPD6	ENSOART00000007536	chr13	41853826	41868344	+	3346.0	1	0.000	14.000	23.000	35.000
ENSOARG00000018754	ENSOART00000020425	chr3	136555420	136595631	-	2132.0	1	0.000	0.000	3.000	8.000
ENSOARG00000008512	ENSOART00000009260	chr2	72323448	72323624	-	176.0	1	0.000	0.000	0.000	0.000
ENSOARG00000026696	ENSOART00000028724	chr7	16999333	17151120	+	4759.0	1	0.000	0.000	0.000	0.000
ATRAID	ENSOART00000020910	chr3	34175485	34181471	+	666.0	1	0.000	11.000	11.000	13.000
PLEK	ENSOART00000021669	chr3	39801498	39829657	-	3196.0	1	0.000	91.000	244.000	218.000
ENSOARG00000015386	ENSOART00000016739	chr1	65806444	65835108	-	2107.0	1	0.000	12.000	27.000	29.000
ECT2	ENSOART00000022590	chr1	212776290	212836544	-	5063.0	1	0.000	0.000	1.000	0.000
ENSOARG00000019865	ENSOART00000021628	chr7	25194476	25196145	-	972.0	1	0.000	0.000	0.000	0.000
ENSOARG00000002589	ENSOART00000002802	chrUn_JH922250	12868	15518	-	2516.0	1	0.000	0.000	0.000	0.000
ENSOARG00000025734	ENSOART00000027690	chr2	1131291	1237176	+	3847.0	1	0.000	0.000	0.000	0.000
DPP3	ENSOART00000006104	chr21	43823760	43856938	+	4231.0	1	0.000	15.000	28.000	39.000
ENSOARG00000005451	ENSOART00000005938	chr24	26435727	26439923	-	760.0	1	0.000	8.000	6.000	26.000
IMPAD1	ENSOART00000016584	chr9	36709270	36729969	-	7636.0	1	0.000	42.000	95.000	118.000
ENSOARG00000022668	ENSOART00000024570	chr11	34191189	34193282	+	2093.0	1	0.000	85.000	129.000	272.000
BDH2	ENSOART00000012600	chr6	21870730	21896820	+	2832.0	1	0.000	24.000	69.000	62.000
ENSOARG00000026435	ENSOART00000028444	chr18	18932063	18937449	+	4673.0	1	0.000	0.000	0.000	0.000
INO80	ENSOART00000022130	chr7	33517925	33611601	-	6670.0	1	0.000	87.000	136.000	259.000
PLB1	ENSOART00000021258	chr3	35327956	35451712	+	6408.0	1	0.000	0.000	3.000	0.000
CACNA1S	ENSOART00000019013	chr12	77705815	77756699	-	7314.0	1	0.000	0.000	0.000	0.000
PIGZ	ENSOART00000022180	chr1	189654443	189661296	-	3855.0	1	0.000	0.000	0.000	0.000
TRPM2	ENSOART00000013030	chr1	262471005	262523700	+	6825.0	1	0.000	5.000	12.000	45.000
PNISR	ENSOART00000012913	chr8	37450222	37474346	+	8890.0	1	0.000	775.000	1015.000	699.000
ENSOARG00000008040	ENSOART00000008753	chr24	26987973	26990899	+	259.0	1	0.000	0.000	0.000	0.000
CDC40	ENSOART00000010991	chr8	27085524	27132267	-	3937.0	1	0.000	32.000	87.000	62.000
TAL2	ENSOART00000003291	chr2	17347545	17349859	-	2314.0	1	0.000	0.000	0.000	0.000
ENSOARG00000014257	ENSOART00000015528	chr3	104677275	104679558	+	1005.0	1	0.000	0.000	0.000	0.000
REEP3	ENSOART00000005120	chr25	19548253	19600970	+	5728.0	1	0.000	14.000	42.000	65.000
ENSOARG00000026179	ENSOART00000028171	chr23	28395416	28401183	-	1261.0	1	0.000	0.000	0.000	0.000
ENSOARG00000003395	ENSOART00000003689	chr25	6406227	6409502	-	3257.0	1	0.000	15.000	22.000	47.000
NEIL1	ENSOART00000002682	chr18	32363507	32371937	-	3556.0	1	0.000	11.000	11.000	16.000
TRMT10C	ENSOART00000001805	chr1	164406013	164409287	+	3274.0	1	0.000	55.000	104.000	120.000
SCCPDH	ENSOART00000004127	chr12	28743249	28773851	-	3270.0	1	0.000	3.000	12.000	16.000
NOP58	ENSOART00000019122	chr2	203485312	203510473	+	3576.0	1	0.000	65.000	145.000	140.000
ENSOARG00000005818	ENSOART00000006334	chr11	5869290	5904069	+	3130.0	1	0.000	0.000	0.000	0.000
FANK1	ENSOART00000013000	chr22	44315524	44432188	+	4030.0	1	0.000	0.000	0.000	0.000
ENSOARG00000018001	ENSOART00000019595	chr12	77818739	77842494	+	6745.0	1	0.000	0.000	0.000	0.000
ENSOARG00000025587	ENSOART00000027519	chr1	167634650	167675895	-	1022.0	1	0.000	0.000	0.000	0.000
AIF1	ENSOART00000008641	chr20	26821544	26825580	-	2433.0	1	0.000	934.000	2398.000	2081.000
PRSS57	ENSOART00000009974	chr5	40678096	40685332	-	2841.0	1	0.000	0.000	0.000	0.000
CYB5B	ENSOART00000003881	chr14	35888365	35911953	+	3123.0	1	0.000	16.000	46.000	71.000
ENSOARG00000004170	ENSOART00000004531	chr11	23661655	23664599	-	2944.0	1	0.000	0.000	0.000	0.000
MYL2	ENSOART00000019344	chr17	54293568	54303068	-	2581.0	1	0.000	0.000	0.000	0.000
SHC4	ENSOART00000022889	chr7	58246471	58377393	+	3870.0	1	0.000	1.000	10.000	3.000
ATP5B	ENSOART00000009041	chr3	162719098	162726698	+	3689.0	1	0.000	267.000	760.000	1047.000
PAOX	ENSOART00000019988	chr22	50517835	50527892	+	3809.0	1	0.000	64.000	59.000	107.000
ENSOARG00000011431	ENSOART00000012429	chr11	21675018	21703382	+	3420.0	1	0.000	25.000	47.000	65.000
DOK1	ENSOART00000013953	chr3	96337845	96342313	+	3417.0	1	0.000	142.000	289.000	434.000
PSAT1	ENSOART00000013434	chr2	58080457	58109069	-	3174.0	1	0.000	0.000	0.000	1.000
ARFGAP3	ENSOART00000020751	chr3	217645320	217698613	-	4283.0	1	0.000	60.000	126.000	160.000
ENSOARG00000021614	ENSOART00000023516	chr13	31905136	31905221	+	85.0	1	0.000	0.000	0.000	0.000
ENSOARG00000019906	ENSOART00000021673	chr3	145912551	145914371	+	1068.0	1	0.000	0.000	0.000	0.000
C11orf1	ENSOART00000016459	chr15	21662135	21667668	+	2503.0	1	0.000	0.000	0.000	0.000
CCNY	ENSOART00000018111	chr13	17104377	17141017	-	2910.0	1	0.000	30.000	62.000	78.000
COL12A1	ENSOART00000006978	chr8	1761844	1881188	-	12888.0	1	0.000	0.000	0.000	0.000
ENSOARG00000013117	ENSOART00000014258	chr2	67964963	67966307	-	1311.0	1	0.000	0.000	0.000	0.000
ENSOARG00000021230	ENSOART00000023132	chr13	69091523	69091665	+	142.0	1	0.000	0.000	0.000	0.000
ENSOARG00000021689	ENSOART00000023591	chr11	39602084	39604159	-	2075.0	1	0.000	0.000	0.000	0.000
ENSOARG00000024485	ENSOART00000026387	chr11	52591247	52593311	-	2064.0	1	0.000	0.000	0.000	0.000
ENSOARG00000025503	ENSOART00000027427	chr1	5546396	5582498	+	4746.0	1	0.000	0.000	0.000	0.000
PKD1	ENSOART00000019094	chr24	1605602	1628894	-	10422.0	1	0.000	1.000	1.000	1.000
FCRL5	ENSOART00000007419	chr1	106418982	106462106	-	4890.0	1	0.000	0.000	0.000	0.000
ENSOARG00000027001	ENSOART00000029061	chr16	71595576	71596515	-	838.0	1	0.000	0.000	0.000	0.000
VAV3	ENSOART00000020491	chr1	84131539	84562559	-	4563.0	1	0.000	9.000	55.000	37.000
ENSOARG00000010956	ENSOART00000011919	chr21	44541184	44542333	-	353.0	1	0.000	0.000	0.000	0.000
DENND2D	ENSOART00000021251	chr1	87655990	87674113	-	4390.0	1	0.000	8.000	18.000	57.000
ENSOARG00000026192	ENSOART00000028185	chr23	47835334	47840373	+	3248.0	1	0.000	0.000	0.000	0.000
ENSOARG00000025718	ENSOART00000027667	chr17	71695823	71833732	+	3029.0	1	0.000	0.000	0.000	0.000
ENSOARG00000007262	ENSOART00000007895	chr1	28797276	28811600	-	1681.0	1	0.000	0.000	0.000	0.000
SGSH	ENSOART00000001877	chr11	51420658	51429633	+	4190.0	1	0.000	8.000	18.000	25.000
RBM5	ENSOART00000011881	chr19	50168137	50192280	-	4454.0	1	0.000	374.000	544.000	807.000
NSUN2	ENSOART00000016376	chr16	66450575	66484861	+	4602.0	1	0.000	65.000	124.000	168.000
ENSOARG00000024897	ENSOART00000026799	chr4	92360485	92362587	+	2102.0	1	0.000	0.000	0.000	0.000
RTN1	ENSOART00000023011	chr7	68764907	68890713	-	4099.0	1	0.000	0.000	0.000	0.000
ENSOARG00000018531	ENSOART00000020168	chr11	50455689	50458878	-	2225.0	1	0.000	0.000	0.000	0.000
DHRS7B	ENSOART00000002625	chr11	34735526	34750735	+	3108.0	1	0.000	50.000	65.000	94.000
ENSOARG00000017095	ENSOART00000018609	chr20	28239583	28247571	-	2747.0	1	0.000	0.000	0.000	2.000
STAT3	ENSOART00000001619	chr11	41901051	41934839	-	6052.0	1	0.000	13.000	45.000	88.000
VTI1A	ENSOART00000013314	chr22	31917639	32292831	+	2658.0	1	0.000	6.000	14.000	18.000
SLC2A12	ENSOART00000015984	chr8	59166055	59234840	-	3857.0	1	0.000	3.000	4.000	1.000
DBNL	ENSOART00000014822	chr19	281018	314307	+	3296.0	1	0.000	9.000	15.000	17.000
PLEKHG3	ENSOART00000023050	chr7	73783107	73797816	+	5039.0	1	0.000	4.000	12.000	56.000
ENSOARG00000002012	ENSOART00000002160	chr24	38086317	38086887	+	394.0	1	0.000	11.000	21.000	56.000
CAMK1D	ENSOART00000016762	chr13	16052740	16368434	+	3137.0	1	0.000	59.000	96.000	125.000
FERMT3	ENSOART00000005247	chr21	41820857	41839547	+	3921.0	1	0.000	256.000	336.000	644.000
ENSOARG00000017895	ENSOART00000019469	chr3	135957154	135957415	+	177.0	1	0.000	0.000	0.000	0.000
DCDC2C	ENSOART00000005930	chr2	1964082	2036097	+	5248.0	1	0.000	0.000	0.000	0.000
SPRY4-IT1_1	ENSOART00000025697	chr5	50717654	50719744	+	2090.0	1	0.000	0.000	0.000	0.000
PITPNC1	ENSOART00000017201	chr11	48607521	48800591	-	2857.0	1	0.000	4.000	21.000	11.000
PGAP1	ENSOART00000016450	chr2	198112247	198186839	-	6522.0	1	0.000	2.000	3.000	0.000
SNORA52	ENSOART00000026556	chr21	49325253	49325386	-	133.0	1	0.000	0.000	2.000	0.000
ENSOARG00000000211	ENSOART00000000218	chr11	62155745	62157972	+	2227.0	1	0.000	1.000	0.000	1.000
ENSOARG00000008718	ENSOART00000009494	chr1	34598262	34641310	-	1732.0	1	0.000	0.000	0.000	0.000
ENSOARG00000010506	ENSOART00000011438	chr8	27890004	27959948	-	4692.0	1	0.000	1.000	2.000	0.000
ST8SIA5	ENSOART00000003612	chr23	46631893	46700133	-	3168.0	1	0.000	0.000	1.000	4.000
ENSOARG00000009472	ENSOART00000010317	chr2	100904510	100904698	+	188.0	1	0.000	2.000	2.000	1.000
ENSOARG00000008000	ENSOART00000008711	chr2	153608434	153620948	-	908.0	1	0.000	0.000	0.000	0.000
CSF3	ENSOART00000013705	chr11	39907248	39910702	+	2592.0	1	0.000	0.000	0.000	0.000
ENSOARG00000003909	ENSOART00000004246	chr14	62649350	62650317	-	375.0	1	0.000	0.000	1.000	0.000
SRRM5	ENSOART00000012393	chr14	50908238	50912319	+	4081.0	1	0.000	1.000	0.000	0.000
VAX2	ENSOART00000012229	chr3	92894124	92923848	+	3784.0	1	0.000	1.000	0.000	0.000
