Gene name	Rat gene name
Gm7233	AABR07055309.1
Gm7233	AABR07024441.1
Gm7233	AABR07066379.1
Gm7233	AABR07066700.1
Vmn2r35	Vom2r31
Vmn2r35	AABR07002467.1
Olfr414	LOC103693685
Mtmr3	Mtmr3
Mroh1	Mroh1
Dbnl	Dbnl
Pcdhb8	Pcdhb8
Nr1h4	Nr1h4
Ms4a4c	AABR07006278.1
Gm2897	AABR07066648.1
Gm2897	LOC302192
Gm2897	AABR07066693.1
Gm2897	AABR07066416.1
Gm2897	AABR07016141.1
Gm2897	AABR07001160.1
Gm2897	MGC116197
Gm2897	AABR07055309.1
Gm2897	AABR07024441.1
Gm2897	AABR07066379.1
Gm22311	RF00001
Eva1b	Eva1b
Coq8b	Coq8b
Gm23075	AABR07009395.1
Gm23075	AABR07031491.1
Gm23755	RF00100
Gm22839	RF00100
Ccdc69	Ccdc69
Tm4sf1	Tm4sf1
1110032F04Rik	LOC100362176
Gm13762	Olr665
Hltf	Hltf
G6pd2	G6pd
Gm14325	AABR07054721.1
Ddb1	Ddb1
AC133095.1	RGD1562423
Gm24764	RF00004
Gm10406	AABR07066648.1
Gm10406	LOC302192
Gm10406	AABR07066693.1
Gm10406	AABR07066416.1
Gm10406	AABR07016141.1
Gm10406	AABR07001160.1
Gm10406	MGC116197
Gm10406	AABR07055309.1
Gm10406	AABR07024441.1
Gm10406	AABR07066379.1
Gm26025	RF00100
Mturn	Mturn
Drg1	Drg1
Mrpl11	mrpl11
Kcnk7	Kcnk7
Gcnt7	Gcnt7
Litaf	Litaf
Smad3	Smad3
Olfr986	Olr1341
AC140365.1	RGD1562423
Fuk	Fuk
Gm11487	AABR07018048.2
Lrrc14	Lrrc14
Cabp5	Cabp5
Sae1	Sae1
Col25a1	Col25a1
Bdh1	Bdh1
Gm25739	RF00026
Ccdc88c	Ccdc88c
Zcchc24	Zcchc24
Gm26080	RF00560
Fahd1	Fahd1
Retsat	Retsat
Gm23600	RF00181
Trim12c	Trim5
Gm15922	AABR07002001.1
En2	En2
Pard3	Pard3
Olfr1156	Olr601
Tln1	Tln1
Fndc9	Fndc9
Gse1	Gse1
Gm5415	Senp18
Gm5415	AABR07062108.1
Fxr2	Fxr2
Gm26274	RF00100
Rnase13	Rnase13
Foxn4	Foxn4
Msc	Msc
Spag4	Spag4
Prl2c1	Prl2c1
n-R5s192	RF00001
Nhp2	Nhp2
Trav6n-6	AABR07017610.1
Taar7a	Taar7e
Taar7a	Taar7g
Gm26005	RF00560
Ppp6r1	Ppp6r1
Siglec15	Siglec15
Wscd2	Wscd2
Zscan4-ps1	Zscan4f
Trim7	Trim7
Gm22596	RF00100
Cysltr2	Cysltr2
Tas2r103	Tas2r103
Dus2	Dus2
Gm7876	AABR07066648.1
Gm7876	LOC302192
Gm7876	AABR07066693.1
Gm7876	AABR07066416.1
Gm7876	AABR07016141.1
Gm7876	AABR07001160.1
Gm7876	MGC116197
Gm7876	AABR07055309.1
Gm7876	AABR07024441.1
Gm7876	AABR07066379.1
Tbc1d22b	Tbc1d22b
Hps4	Hps4
1700067K01Rik	LOC686013
Gm12790	AABR07014487.1
Gm12790	AABR07049455.1
Unc13b	Unc13b
Ctla2a	Ctla2a
Atp11b	Atp11b
Rassf6	Rassf6
Spag5	Spag5
Trav9d-4	AABR07017783.1
Trav9d-4	AABR07017676.2
Trav9d-4	AABR07017748.1
Gcnt4	Gcnt4
Cbln1	Cbln1
Mif	AC127887.1
Emc1	Emc1
Defa29	Defal1
Defa29	Defa6
Defa29	Defa8
Olfr711	Olr224
Gm14305	AABR07054721.1
Arf1	Arf1
Angpt2	Angpt2
Slc22a13	Slc22a13
Dapl1	Dapl1
Fam181b	Fam181b
Paxip1	Paxip1
Rnf145	Rnf145
Olfr1053	LOC100909796
Gzmf	LOC100910060
Trpc5	Trpc5
Cmya5	Cmya5
Defb12	Defb12
Snrpf	Snrpf
Tbc1d25	Tbc1d25
Smu1	Smu1
Arhgef39	Arhgef39
Vmn1r20	Vom1r79
Fam221a	Fam221a
Ntn4	Ntn4
C3ar1	C3ar1
Rabif	Rabif
Ttc28	Ttc28
Abcb11	Abcb11
Spaca6	Spaca6
Lmbr1l	Lmbr1l
1700024B05Rik	AABR07066648.1
1700024B05Rik	LOC302192
1700024B05Rik	AABR07066693.1
1700024B05Rik	AABR07066416.1
1700024B05Rik	AABR07016141.1
1700024B05Rik	AABR07001160.1
1700024B05Rik	MGC116197
1700024B05Rik	AABR07055309.1
1700024B05Rik	AABR07024441.1
1700024B05Rik	AABR07066379.1
1700024B05Rik	AABR07066700.1
Gm22974	RF00026
Mroh2b	AABR07008370.1
Gm21977	LOC102546495
Apcs	Apcs
Gm22538	RF00100
Pnlip	Pnlip
Prmt2	Prmt2
Pitx2	Pitx2
Zmynd11	Zmynd11
Mgst1	Mgst1
Pdcd5	NEWGENE_1310561
Usp18	Usp18
St6galnac5	St6galnac5
Gm26461	RF00017
Sipa1l2	Sipa1l2
Slc6a12	Slc6a12
Gm20695	Cluap1
4931400O07Rik	AABR07041997.1
Rhoj	Rhoj
Gm23669	RF00560
Zswim4	Zswim4
Uvrag	Uvrag
Mks1	Mks1
Gm11236	AABR07018048.2
Gm23447	RF00003
Olfr638	Olr140
Olfr638	Olr137
Gm25415	RF00560
Pomgnt2	Pomgnt2
Riiad1	Riiad1
D630044L22Rik	AC126071.1
Tmco1	Tmco1
Gm26323	RF00100
Hdhd5	Hdhd5
Clstn3	Clstn3
Gm20877	AABR07016292.1
Gm20877	LOC108353386
Gm20877	AC241950.1
Gm20877	AABR07012658.1
Gm20877	AC243988.1
Gm20877	LOC103694624
Gm20877	AABR07010919.1
AI467606	LOC308990
Snip1	Snip1
Chek2	Chek2
Nemp1	Nemp1
Igdcc4	Igdcc4
Klhl34	Klhl34
Afdn	Afdn
Mrpl20	Mrpl20
Gm1979	LOC363337
Gm1979	AABR07000733.1
Gm1979	AABR07043449.1
Gm1979	AABR07043701.1
Gm1979	AABR07043429.1
Gm1979	AABR07043279.1
Gm1979	AABR07043200.1
Gm1979	AABR07043702.1
Gm23384	RF00026
Kcnj9	Kcnj9
4933436I01Rik	AABR07042418.1
Gm22331	RF00263
Nos1ap	LOC100361087
Smad9	Smad9
Olfr587-ps1	Olr78
Gm23039	RF00003
Ank2	Ank2
Ubac1	Ubac1
Ighmbp2	Ighmbp2
Vstm2b	Vstm2b
Cdkl1	Cdkl1
Amy1	Amy1a
Adig	Adig
Ube2j2	Ube2j2
Gm25811	RF00026
Gm23909	RF00560
Plscr1	Plscr1
Gm23279	RF00001
Abcc3	Abcc3
Tcstv1	AABR07008298.2
Fbxo25	Fbxo25
Gm8271	AABR07066648.1
Gm8271	LOC302192
Gm8271	AABR07066693.1
Gm8271	AABR07066416.1
Gm8271	AABR07016141.1
Gm8271	AABR07001160.1
Gm8271	MGC116197
Gm8271	AABR07055309.1
Gm8271	AABR07024441.1
Gm8271	AABR07066379.1
Gm8271	AABR07066700.1
Mroh9	Mroh9
Rnls	Rnls
Rbm15	Rbm15
Trib3	Trib3
Vav2	Vav2
Mrpl1	LOC100359687
Hsh2d	Hsh2d
Igkv3-5	AABR07051565.1
Gm21783	AABR07016292.1
Gm21783	LOC108353386
Gm21783	AC241950.1
Gm21783	AABR07012658.1
Gm21783	AC243988.1
Gm21783	LOC103694624
Gm21783	AABR07010919.1
Gtpbp6	Gtpbp6
Mtnr1b	Mtnr1b
Sfmbt1	Sfmbt1
Srgn	Srgn
Gm22352	RF00026
Dram2	LOC689412
Pnoc	Pnoc
Apoa4	Apoa4
Lipt2	Lipt2
Wdr1	Wdr1
Ints4	Ints4
Tbx4	Tbx4
Plcb3	Plcb3
Nup98	Nup98
1700012B07Rik	RGD1559578
Cmtm7	Cmtm7
Gm22350	RF00003
Zfp961	Zfp617
Tmed9	Tmed9
Trav14-1	AABR07017895.1
Trav14-1	AABR07017900.1
Med26	Med26
Tnfaip8	Tnfaip8
Vdac3	Vdac3
Igf2bp2	Igf2bp2
Gm23232	RF00026
Spg20	Spart
Smap1	Smap1
Rac2	Rac2
Vnn1	Vnn1
Chmp4c	Chmp4c
Gm6460	LOC363337
Gm6460	AABR07000733.1
Gm6460	AABR07043449.1
Gm6460	AABR07043701.1
Gm6460	AABR07043429.1
Gm6460	AABR07043279.1
Gm6460	AABR07043200.1
Gm6460	AABR07043702.1
Hes1	Hes1
Baz1a	Baz1a
Wiz	Wiz
Mageh1	Mageh1
Setx	Setx
Gm20737	AABR07016292.1
Gm20737	LOC108353386
Gm20737	AC241950.1
Gm20737	AABR07012658.1
Gm20737	AC243988.1
Gm20737	LOC103694624
Gm20737	AABR07010919.1
Trav7d-3	AABR07017693.3
Trav7d-3	AABR07017662.3
Hs2st1	Hs2st1
Gm10376	LOC102546495
Atp5s	Dmac2l
C2cd4a	C2cd4a
Olfr396-ps1	Olr1505
Btbd19	Btbd19
Arhgap11a	Arhgap11a
Npy1r	Npy1r
A630095E13Rik	LOC171573
Gen1	Gen1
Pald1	Pald1
Gm27521	RF00066
Gm27679	RF01518
Pde3a	Pde3a
Vmn2r99	Vom2r10
Gm25291	RF00554
Gm22809	RF00003
Apopt1	Apopt1
Igkv12-89	AABR07051626.2
Gm14496	AABR07031019.1
Gm14496	Vom2r70
Gm14496	AABR07030977.1
Gm14496	AABR07014084.1
Gm14496	Vom2r73
Tmem35b	Tmem35b
Ptar1	Ptar1
Gm3642	AABR07066648.1
Gm3642	LOC302192
Gm3642	AABR07066693.1
Gm3642	AABR07066416.1
Gm3642	AABR07016141.1
Gm3642	AABR07001160.1
Gm3642	MGC116197
Gm3642	AABR07055309.1
Gm3642	AABR07024441.1
Gm3642	AABR07066379.1
Kank4	Kank4
Igkv3-12	AABR07051565.1
Gramd4	Gramd4
Hist1h2ag	Hist1h2ac
Gm27540	RF02271
Golga5	Golga5
Rpsa	Rpsa
Slc38a9	Slc38a9
Gm23404	RF00421
Gm3460	AABR07066648.1
Gm3460	LOC302192
Gm3460	AABR07066693.1
Gm3460	AABR07066416.1
Gm3460	AABR07016141.1
Gm3460	AABR07001160.1
Gm3460	MGC116197
Gm3460	AABR07055309.1
Gm3460	AABR07024441.1
Gm3460	AABR07066379.1
Meiob	Meiob
Nars	Nars
Rps24	AC099108.1
Dlst	Dlst
Cyp4f16	Cyp4f37
Ms4a4d	AABR07006278.1
Gipc3	Gipc3
Mir23b	Mir23b
Gm23225	RF00560
Amh	Amh
Wdr5	Wdr5
Bmp2	Bmp2
Wdr20	Wdr20
Olfr2	Olr226
Gm44365	AABR07052085.3
Usp9x	Usp9x
Serpina3f	RGD1565462
Nckap5	Nckap5
Perp	Perp
Ovol3	Ovol3
Olfr69	Olr126
Olfr69	Olr127
Aacs	Aacs
Gm3573	LOC102546495
Cdk15	Cdk15
Jund	Jund
Rnu11	RF00548
Pkia	Pkia
Snu13	LOC100359574
Map7d1	Map7d1
Eng	Eng
Meox1	Meox1
Ighv3-6	AABR07065781.1
Ighv3-6	AABR07065790.1
E4f1	E4f1
Mcm10	Mcm10
Gm27977	RF00001
Serpina11	Serpina11
Hint1	Hint1
Lcmt2	Lcmt2
Sdhaf2	Sdhaf2
Atp2b3	Atp2b3
Msrb3	Msrb3
Sugp2	Sugp2
Tbc1d10b	Tbc1d10b
Pbx4	Pbx4
Cdc34b	Cdc34
Gm3476	AABR07066648.1
Gm3476	LOC302192
Gm3476	AABR07066693.1
Gm3476	AABR07066416.1
Gm3476	AABR07016141.1
Gm3476	AABR07001160.1
Gm3476	MGC116197
Gm3476	AABR07055309.1
Gm3476	AABR07024441.1
Gm3476	AABR07066379.1
Gm10112	Dppa5
Trav12-2	AABR07017669.1
Gm17026	LOC102546495
Nrsn1	Nrsn1
Rprd1b	Rprd1b
Rsbn1l	Rsbn1l
Mtmr2	Mtmr2
Hsfy2	Hsfy2
Senp5	LOC103689978
Klhl7	Klhl7
Plxna2	Plxna2
Ik	Wdr55
Fam90a1a	AABR07026399.1
Serpinb1a	Serpinb1b
Tomm40l	Tomm40l
Gm24134	RF00049
Armc7	Armc7
Dctn3	Dctn3
Nkx1-1	Nkx1-1
Slc1a7	Slc1a7
Mup2	AABR07047899.1
Gm24859	RF00026
Nlrc3	Nlrc3
Olfr1385	Olr1395
Gm24923	AABR07004025.1
Gm24923	AABR07004021.1
Asmt	Asmt
Traf3	Traf3
Adam15	Adam15
Gm29049	AABR07016292.1
Gm29049	LOC108353386
Gm29049	AC241950.1
Gm29049	AABR07012658.1
Gm29049	AC243988.1
Gm29049	LOC103694624
Gm29049	AABR07010919.1
Mfap2	Mfap2
4930568D16Rik	Ggta1l1
Slx4	Slx4
Map3k15	AABR07038029.1
Adra1b	Adra1b
Klhl3	AABR07026957.1
Gpsm2	Gpsm2
Mal2	Mal2
n-R5s92	RF00001
Olfr1120	Olr558
Igfbp4	Igfbp4
Vmn2r125	AABR07031019.1
Vmn2r125	Vom2r70
Vmn2r125	AABR07030977.1
Vmn2r125	AABR07014084.1
Vmn2r125	Vom2r73
Gm23790	RF00026
Cinp	Cinp
Gm4763	AABR07002736.1
Bcl9l	Bcl9l
Emd	Emd
Uqcrfs1	Uqcrfs1
C1ql4	C1ql4
Gm2075	Eif1a
Igkv1-131	AABR07040282.1
Igkv1-131	AABR07003833.1
Igkv1-131	AABR07060795.1
Ndn	Ndn
Recql	Recql
Olfr460	Olr799
Gm25756	RF00560
Mrps2	Mrps2
Mgat2	Mgat2
Gm765	AABR07061513.1
Rexo1	Rexo1
Gm3095	AABR07066648.1
Gm3095	LOC302192
Gm3095	AABR07066693.1
Gm3095	AABR07066416.1
Gm3095	AABR07016141.1
Gm3095	AABR07001160.1
Gm3095	MGC116197
Gm3095	AABR07055309.1
Gm3095	AABR07024441.1
Gm3095	AABR07066379.1
Xpnpep3	Xpnpep3
Igkv1-117	AABR07051726.1
Igkv1-117	AABR07027451.1
Scara5	Scara5
Cpb2	Cpb2
Clip2	Clip2
Col23a1	LOC103693323
Akt1s1	Akt1s1
Mir204	Mir204
Gucy2c	Gucy2c
Npdc1	Npdc1
Stn1	Stn1
Gm8297	AABR07066648.1
Gm8297	LOC302192
Gm8297	AABR07066693.1
Gm8297	AABR07066416.1
Gm8297	AABR07016141.1
Gm8297	AABR07001160.1
Gm8297	MGC116197
Gm8297	AABR07055309.1
Gm8297	AABR07024441.1
Gm8297	AABR07066379.1
Gm8297	AABR07066700.1
Il2ra	Il2ra
Phyhip	Phyhip
Noct	Noct
Dennd4c	Dennd4c
Glrx	AABR07016992.1
Glrx	AC242583.1
Glrx	AC241930.1
Arrdc3	Arrdc3
Agfg1	Agfg1
Olfr1463	Olfr1463
Edar	Edar
Ift57	Ift57
Smad5	Smad5
Aoc1	Aoc1
Cyp3a44	LOC100910877
Fgf5	Fgf5
Kcnf1	Kcnf1
Mylk3	Mylk3
Sh3pxd2b	Sh3pxd2b
Olfr1198	LOC103691843
Hypk	Hypk
Gm23775	RF00100
Gpr83	Gpr83
Snrpa	Snrpa
Lama2	Lama2
Speer3	LOC363337
Speer3	AABR07000733.1
Speer3	AABR07043449.1
Speer3	AABR07043701.1
Speer3	AABR07043429.1
Speer3	AABR07043279.1
Speer3	AABR07043200.1
Speer3	AABR07043702.1
Gm24692	RF00003
Mpp5	Mpp5
Gm24579	RF00560
Copb2	AABR07071244.1
Pak1ip1	Pak1ip1
Aspn	Aspnl1
Gm8165	LOC102546495
Srrm2	Srrm2
Gal3st3	Gal3st3
Pcdhb4	Pcdhb4
Il31ra	Il31ra
Syt7	Syt7
Dpp7	Dpp7
Rtn4rl2	Rtn4rl2
Gm8220	LOC102546495
Gm24748	RF00100
Evi2b	Evi2b
Ctdnep1	Ctdnep1
Olfr639	Olr141
Olfr649	Olr150
Zscan4-ps3	Zscan4f
Hoxc8	Hoxc8
Reg3a	Reg3a
Drd5	Drd5
Gm25657	RF00026
Sec24c	Sec24c
Tspyl1	Tspyl1
Spdye4a	AC126572.4
Apob	Apob
Tcp11l2	Tcp11l2
Taar7b	Taar7e
Taar7b	Taar7g
9930021J03Rik	RGD1311595
Gata1	Gata1
Tbcb	Tbcb
Tbcb	LOC103690005
Wdhd1	Wdhd1
Olfr352	Olr415
1810046K07Rik	RGD1562914
DQ267100	RF00181
Sct	Sct
Lrrc32	Lrrc32
Ep300	AABR07058539.1
Gm25011	RF00322
Tal1	Tal1
Camp	Camp
Olfr1020	Olr463
Gm21292	AABR07016292.1
Gm21292	LOC108353386
Gm21292	AC241950.1
Gm21292	AABR07012658.1
Gm21292	AC243988.1
Gm21292	LOC103694624
Gm21292	AABR07010919.1
Naa40	Naa40
Hoxb4	Hoxb4
Qprt	Qprt
Tshz1	Tshz1
Rad51ap1	Rad51ap1
Gm3558	AABR07066648.1
Gm3558	LOC302192
Gm3558	AABR07066693.1
Gm3558	AABR07066416.1
Gm3558	AABR07016141.1
Gm3558	AABR07001160.1
Gm3558	MGC116197
Gm3558	AABR07055309.1
Gm3558	AABR07024441.1
Gm3558	AABR07066379.1
Dag1	Dag1
Rflna	Rflna
Gm22945	RF00003
Nudc	Nudc
Speer4c	LOC363337
Speer4c	AABR07000733.1
Speer4c	AABR07043449.1
Speer4c	AABR07043701.1
Speer4c	AABR07043429.1
Speer4c	AABR07043279.1
Speer4c	AABR07043200.1
Speer4c	AABR07043702.1
Pdf	Pdf
Gm22379	RF00560
Rmdn3	Rmdn3
Olfr1451	Olr346
Foxi3	Foxi3
Crcp	Crcp
Olfr729	Olr1630
Tbck	Tbck
Cnn1	Cnn1
Gm3269	AABR07066648.1
Gm3269	LOC302192
Gm3269	AABR07066693.1
Gm3269	AABR07066416.1
Gm3269	AABR07016141.1
Gm3269	AABR07001160.1
Gm3269	MGC116197
Gm3269	AABR07055309.1
Gm3269	AABR07024441.1
Gm3269	AABR07066379.1
Med9	Med9
Gm5624	AABR07066648.1
Gm5624	LOC302192
Gm5624	AABR07066693.1
Gm5624	AABR07066416.1
Gm5624	AABR07016141.1
Gm5624	AABR07001160.1
Gm5624	MGC116197
Gm5624	AABR07055309.1
Gm5624	AABR07024441.1
Gm5624	AABR07066379.1
Pfpl	AABR07006308.1
Ubfd1	Ubfd1
Phkg2	Phkg2
Slc25a19	Slc25a19
Gng11	LOC100912034
Nap1l3	Nap1l3
Gm23649	RF00026
Dctn6	Dctn6
Slc2a10	Slc2a10
Dtwd1	Dtwd1
Nrtn	Nrtn
Trav12n-3	AABR07017669.1
Fut8	Fut8
Defb10	Defb10
Defb10	Defb9
Rpl36a	LOC108348287
Qrsl1	Qrsl1
Foxr1	Foxr1
Fau	Fau
Repin1	Repin1
Zmat4	Zmat4
Olfr1364	Olr1658
Dhdds	Dhdds
Urb1	Urb1
Trbv13-2	AABR07060352.2
Lims2	Lims2
Olfr598	Olr88
Tm6sf2	Tm6sf2
Ceacam5	LOC102557244
Duox1	Duox1
Srek1	Srek1
Rtkn	Rtkn
Soga1	Soga1
Olfr1501	Olr380
Olfr122	Olfr122
Mpped2	Mpped2
Ntng2	Ntng2
Olfr1121	Olr559
Prl2c3	Prl2c1
Atrip	Atrip
Entpd1	Entpd1
Nsg2	Nsg2
4930430F08Rik	RGD1307947
Gm22529	RF00560
Dync1i1	Dync1i1
Trmt1l	Trmt1l
Ap2a1	Ap2a1
Igkv3-9	AABR07051565.1
Poldip2	Poldip2
Gm22494	RF00560
Vmn2r-ps159	AABR07031019.1
Vmn2r-ps159	Vom2r70
Vmn2r-ps159	AABR07030977.1
Vmn2r-ps159	AABR07014084.1
Vmn2r-ps159	Vom2r73
Fam69a	Fam69a
Wdr86	Wdr86
Gm1043	AABR07015812.1
Ddx56	Ddx56
Vmn1r228	Vom1r7
Gm26413	RF00423
Ifna13	Ifna2
Olfr312	Olr1459
Olfr312	Olr1460
Rpl14	Rpl14
Rack1	Rack1
Gas2	Gas2
Zfp446	AABR07002065.1
Olfr658	Olr159
Olfr658	Olr163
Fam170a	Fam170a
Bicdl1	Bicdl1
Bbs4	Bbs4
Zc2hc1a	Zc2hc1a
Gm26103	RF00026
Ppp1r9b	Ppp1r9b
Klhl26	Klhl26
Lcp2	Lcp2
Tpp2	Tpp2
Hmbox1	Hmbox1
Rhag	Rhag
Map3k4	Map3k4
Fosl1	Fosl1
Rab3d	Rab3d
Ifng	Ifng
Gm28171	AABR07016292.1
Gm28171	LOC108353386
Gm28171	AC241950.1
Gm28171	AABR07012658.1
Gm28171	AC243988.1
Gm28171	LOC103694624
Gm28171	AABR07010919.1
Gm22521	RF00560
Cyp4a31	Cyp4a1
Mybl2	Mybl2
Flvcr1	Flvcr1
Cactin	Cactin
Olfr248	Olr1598
Cenpb	Cenpb
Hmg20a	Hmg20a
Ctla2b	Ctla2a
B020031M17Rik	AABR07008298.2
Trav7-5	AABR07017763.2
Lrsam1	Lrsam1
1700020N01Rik	1700020N01Rik
AA467197	MGC105649
n-R5s69	RF00001
Rcc1	Rcc1
Itgb8	Itgb8
Vwc2l	Vwc2l
4933406M09Rik	LOC289035
Ndufb7	Ndufb7
Guca1b	Guca1b
Ergic3	Ergic3
Gpr141	Gpr141
Gm23133	RF00007
Top3a	Top3a
Shq1	Shq1
Immp1l	Immp1l
Cpne2	Cpne2
Comtd1	Comtd1
Fcgr2b	LOC103694908
C9	C9
Gzmm	Gzmm
Phf7	Phf7
Ube2dnl1	AABR07039736.1
Gm22389	RF00100
BC024063	LOC102546648
Akr1e1	Akr1e2
Vmn2r113	Vom2r12
Fcgr1	Fcgr1a
Gm3099	AABR07066648.1
Gm3099	LOC302192
Gm3099	AABR07066693.1
Gm3099	AABR07066416.1
Gm3099	AABR07016141.1
Gm3099	AABR07001160.1
Gm3099	MGC116197
Gm3099	AABR07055309.1
Gm3099	AABR07024441.1
Gm3099	AABR07066379.1
Gm3099	AABR07066700.1
Ireb2	Ireb2
Bcat2	Bcat2
Mfsd6l	Mfsd6l
A630089N07Rik	AABR07046628.1
Plk2	Plk2
Adamts18	Adamts18
Olfr901	Olr1236
Isl1	Isl1
Gpx1	Gpx1
Vmn2r89	AABR07031019.1
Vmn2r89	Vom2r70
Vmn2r89	AABR07030977.1
Vmn2r89	AABR07014084.1
Vmn2r89	Vom2r73
Fbxo39	Fbxo39
Pgp	Pgp
Nupr1l	Nupr2
Gm24447	RF00100
Gpr6	Gpr6
Baz2a	Baz2a
Vps8	Vps8
Pip4k2c	Pip4k2c
Mark1	Mark1
Rgs9bp	Rgs9bp
Usp17ld	LOC100910107
Usp17ld	LOC689730
Cdc34	Cdc34
Trav4n-3	AABR07017768.1
Trav4n-3	AABR07017850.1
Trav4n-3	AABR07017825.7
Thsd1	Thsd1
Lgr5	Lgr5
Adam17	Adam17
Gstt4	Gstt4
Olfr1475	Olr365
Adcy7	Adcy7
9230110F15Rik	LOC100362078
Kdm1b	Kdm1b
Ephx4	Ephx4
Tssk5	Tssk5
Fam135b	Fam135b
Gjd3	Gjd3
Adgra2	Adgra2
Clec14a	Clec14a
Clns1a	Clns1a
Sart1	Sart1
Ephb6	Ephb6
Cd300ld5	AABR07030771.1
Gm23430	RF00100
Cpsf3	Cpsf3
Cutc	Cutc
Zcchc4	Zcchc4
BC061237	LOC102546495
Olfr700	Olr208
Hemk1	Hemk1
Gm21943	AABR07016292.1
Gm21943	LOC108353386
Gm21943	AC241950.1
Gm21943	AABR07012658.1
Gm21943	AC243988.1
Gm21943	LOC103694624
Gm21943	AABR07010919.1
Kcnk10	Kcnk10
Nudt6	Nudt6
Gm25134	RF00003
Cd300a	Cd300a
Ufsp2	Ufsp2
Actr8	Actr8
Parl	Parl
Slc46a1	Slc46a1
Gm24635	RF00015
Ccar2	Ccar2
Fam57a	Fam57a
Ltb4r2	Ltb4r2
Zfp952	AC109942.1
Pcdhga5	Pcdhga5
Igkv14-100	AABR07034718.1
Igkv14-100	AABR07060788.1
Mrpl35	Mrpl35
Gm24720	RF00003
Smok3c	Smok2a
Gpr37	Gpr37
Prkce	Prkce
Csnk1e	Csnk1e
Pdzd2	Pdzd2
Gm25588	RF00394
Mfsd4b1	RGD1310495
Pcdhgb8	Pcdhgb8
Gm3752	AABR07066648.1
Gm3752	LOC302192
Gm3752	AABR07066693.1
Gm3752	AABR07066416.1
Gm3752	AABR07016141.1
Gm3752	AABR07001160.1
Gm3752	MGC116197
Gm3752	AABR07055309.1
Gm3752	AABR07024441.1
Gm3752	AABR07066379.1
Gm3752	AABR07066700.1
Gm23259	RF00100
Mup8	AABR07047899.1
Olfr115	Olr1709
Olfr115	LOC103690308
Tmem30b	Tmem30b
Ndufb9	Ndufb9
Padi1	Padi1
Purb	Purb
Fam198a	Fam198a
Kifc3	Kifc3
Ceacam1	Ceacam1
Zbtb49	Zbtb49
Gm22542	RF00026
Sox2	Sox2
Tm6sf1	Tm6sf1
Gpd2	Gpd2
Cfap206	Cfap206
Mslnl	Mslnl
Kansl1l	Kansl1l
Oas3	Oas3
Gm23873	Gm23873
Prss50	Prss50
Btk	Btk
Hist1h2ao	Hist1h2ai
Spire1	Spire1
Gpt2	Gpt2
Elf4	Elf4
Il10	Il10
Gm24448	RF00026
Itpkb	Itpkb
Cd300ld4	AABR07030771.1
Rbl2	Rbl2
Gm4778	LOC102548071
Gm4778	RGD1566337
Ccl21c	Ccl21
Neo1	Neo1
Mcm3ap	Mcm3ap
Rhoa	Rhoa
Gm20815	AABR07016292.1
Gm20815	LOC108353386
Gm20815	AC241950.1
Gm20815	AABR07012658.1
Gm20815	AC243988.1
Gm20815	LOC103694624
Gm20815	AABR07010919.1
Mansc4	Mansc4
Gm23589	RF00026
Cpn2	Cpn2
Fmnl1	Fmnl1
Olfr672	Olr183
Olfr672	Olr181
Scube3	Scube3
Gm3755	AABR07066648.1
Gm3755	LOC302192
Gm3755	AABR07066693.1
Gm3755	AABR07066416.1
Gm3755	AABR07016141.1
Gm3755	AABR07001160.1
Gm3755	MGC116197
Gm3755	AABR07055309.1
Gm3755	AABR07024441.1
Gm3755	AABR07066379.1
Gm23958	RF00026
Ap3d1	Ap3d1
Mid2	Mid2
Stkld1	Stkld1
Edrf1	Edrf1
Gm25783	RF00004
Vmn2r34	Vom2r31
Vmn2r34	AABR07002467.1
Slc22a28	UST4r
Gja5	Gja5
Ly6g	LOC100911104
Olfr1200	Olr658
Srp9	Srp9
Gtpbp1	Gtpbp1
Gprasp2	Gprasp2
Khdc1a	Khdc1
Fnta	Fnta
Scamp5	Scamp5
Ap4s1	Ap4s1
Ino80e	Ino80e
Olfr316	Olr1439
Olfr316	Olr1437
Gm28635	Ctnnd1
Ctnnd1	Ctnnd1
Gm5916	LOC100362078
Il18bp	Il18bp
n-R5s201	RF00001
Vmn1r48	Vom1r94
Vmn1r48	Vom1r99
Nudt12	Nudt12
Gm22158	RF00560
Gm24118	RF00560
Ttc32	Ttc32
Gm2026	AABR07054721.1
Gm7361	LOC363337
Gm7361	AABR07000733.1
Gm7361	AABR07043449.1
Gm7361	AABR07043701.1
Gm7361	AABR07043429.1
Gm7361	AABR07043279.1
Gm7361	AABR07043200.1
Gm7361	AABR07043702.1
Gm23230	RF00003
Eif4a3	Eif4a3
Api5	Api5
Olfr1163	Olr607
Ccl2	Ccl2
Gm7945	LOC102546495
Olfr1564	Olr1095
Olfr1564	Olr1090
Fancd2os	Fancd2os
Ibsp	Ibsp
Tprkb	Tprkb
Slc44a5	Slc44a5
Stac2	Stac2
Apip	Apip
Sppl2b	Sppl2b
AC165294.1	RGD1562423
Gm23148	RF00026
Rnf157	Rnf157
Tfe3	Tfe3
Prn	Prnd
Gm25723	RF00560
Gm26271	RF00026
Zbtb11	Zbtb11
Exosc10	Exosc10
Tab2	Tab2
Fhl1	Fhl1
Defb35	Defb12
Opn5	Opn5
Olfr273	Olr848
Olfr273	Olr850
Gm23326	RF00026
Ampd1	Ampd1
Gm23048	RF00560
