Gene name	Golden Hamster gene name
Skil	ENSMAUG00000017443
Lgr5	Lgr5
Gjb2	Gjb2
Fam126b	Fam126b
Ptger1	Ptger1
Pih1d1	Pih1d1
Spin2g	ENSMAUG00000000437
Gm5901	Gm5901
Nedd4l	Nedd4l
Plekhf1	Plekhf1
Gpr179	ENSMAUG00000015632
Wwtr1	Wwtr1
Fam160a2	Fam160a2
Hmgcl	
Pkn1	Pkn1
Flot2	Flot2
4930444G20Rik	
Klhl6	Klhl6
Cct7	Cct7
4921504E06Rik	4921504E06Rik
Fbxo30	Fbxo30
Sis	Sis
Nxt1	Nxt1
Pcdhb2	Pcdhb2
Asb7	Asb7
Atp1a4	Atp1a4
Pcdhb20	
Itgam	ENSMAUG00000014830
Atmin	Atmin
Zfp324	Zfp324
Scml4	Scml4
Sbk3	Sbk3
Col4a6	Col4a6
Pcdhga4	Pcdhga4
Mier3	Mier3
Ephb3	Ephb3
Pcdhb5	
Mex3b	Mex3b
Pcdhgb5	
Aph1b	ENSMAUG00000020850
Pcdhgb2	
Ttll11	Ttll11
Mis12	Mis12
Pcdh15	Pcdh15
Mapkapk2	Mapkapk2
Pcdhac1	
Fam98c	
Mgst2	Mgst2
C1s2	C1s
Prex2	
Socs7	Socs7
Ahi1	Ahi1
Pradc1	Pradc1
C1rb	ENSMAUG00000001230
Ift172	Ift172
Zfp454	Zfp454
Clcn5	Clcn5
Csf3	Csf3
Ampd1	Ampd1
Pcdha2	
Mrgprb4	
Ilf3	Ilf3
Pja1	Pja1
Rfx8	Rfx8
Zfp92	Zfp92
Gnb5	Gnb5
Emc1	Emc1
Mob4	Mob4
Noxred1	Noxred1
Serpinb8	Serpinb8
Rasgrp4	ENSMAUG00000021898
Sapcd2	Sapcd2
Pak6	Pak6
Kmt2c	
2410131K14Rik	2410131K14Rik
Macc1	Macc1
Zfp326	Zfp326
Ier5	Ier5
Selenbp1	
Mast3	Mast3
Phf11d	ENSMAUG00000010572
Shmt1	Shmt1
Pcdhb17	
Pcdha12	
Gps2	Gps2
Nin	
Vps26b	Vps26b
Smyd4	Smyd4
Kif1b	Kif1b
Thyn1	Thyn1
Alg11	Alg11
Fgf18	Fgf18
Epm2a	Epm2a
Stt3a	Stt3a
Pcdhb9	
Rev3l	Rev3l
Pcdhgb6	
Nsun2	Nsun2
Parl	Parl
Farsb	ENSMAUG00000017805
Cyp2a5	ENSMAUG00000020680
Dtwd2	Dtwd2
Zfp579	Zfp579
Fam228a	Fam228a
Nid1	Nid1
Cacna2d1	Cacna2d1
Cela2a	Cela2a
Cdkn1b	Cdkn1b
Myc	Myc
Exo1	ENSMAUG00000017315
Usp54	Usp54
Scarf1	Scarf1
1700030J22Rik	1700030J22Rik
Slc39a14	Slc39a14
Pcyox1	Pcyox1
Ctrc	Ctrc
Tmem9	Tmem9
Gcsh	ENSMAUG00000000250
Gcsh	ENSMAUG00000018099
Zfp830	Zfp830
Scamp5	Scamp5
Alg3	Alg3
Zfp330	ENSMAUG00000000314
Hltf	Hltf
Pcdhgb7	Pcdhgb7
Prkd1	Prkd1
Ccdc138	
Arpc5	Arpc5
Sash1	
Casp9	Casp9
Lins1	Lins1
Cd300a	ENSMAUG00000005676
Cd300a	ENSMAUG00000007287
Smcr8	Smcr8
Prrt4	Prrt4
Zic3	Zic3
Ankrd42	Ankrd42
Rab7b	Rab7b
Zscan4-ps3	
Ggt5	Ggt5
Ppp3cb	Ppp3cb
Zfp770	Zfp770
Ppp6r3	Ppp6r3
Crhr1	Crhr1
Fam135a	ENSMAUG00000004037
Sgpp2	Sgpp2
Brd2	Brd2
Gabpb2	Gabpb2
Cd3g	Cd3g
Olfr469	ENSMAUG00000007885
Ckm	Ckm
Slc39a2	Slc39a2
Olfr869	ENSMAUG00000016361
Arhgap23	Arhgap23
Tmem234	Tmem234
Tmem28	Tmem28
Pop4	Pop4
Mettl17	Mettl17
Xkr7	Xkr7
Ubr4	Ubr4
Rbm33	Rbm33
Ctr9	Ctr9
Astl	Astl
Gipc2	Gipc2
Dnah3	Dnah3
Med8	Med8
Kcnt1	Kcnt1
Rnf183	
Cdc42se1	Cdc42se1
Celf2	Celf2
Srd5a1	Srd5a1
Acacb	ENSMAUG00000000167
Acacb	ENSMAUG00000019057
Fbxl13	Fbxl13
Papd7	Papd7
Ino80b	Ino80b
Fkbp5	Fkbp5
Mllt11	Mllt11
Atp6v0b	ENSMAUG00000004608
Gjb6	Cx30
Slc23a3	Slc23a3
Xpot	Xpot
Dcun1d3	Dcun1d3
Tlr1	Tlr1
Mmgt2	
Ccdc90b	Ccdc90b
Cd300lb	Cd300lb
Dyrk3	Dyrk3
Ncf2	Ncf2
Mfhas1	Mfhas1
Dph6	Dph6
Shisa6	Shisa6
Lyrm1	Lyrm1
Adarb1	Adarb1
Cdk9	Cdk9
Dnah9	
Wasl	Wasl
Olfr470	ENSMAUG00000007885
Gpr162	Gpr162
Klhl2	Klhl2
Svopl	Svopl
Mrgprb8	
Zbed3	
Muc6	ENSMAUG00000019163
Eda	Eda
Med24	Med24
Olfr1416	
Mrgprb1	ENSMAUG00000007277
Tmf1	Tmf1
Olfr872	ENSMAUG00000016361
Igsf8	Igsf8
Slc9b2	Slc9b2
Lmo4	Lmo4
Rchy1	Rchy1
Tmem167b	
Lrrc17	Lrrc17
Ascl5	
Ccdc28b	Ccdc28b
Zfp580	Zfp580
Cd4	Cd4
Pdcl2	Pdcl2
Mrgprx2	ENSMAUG00000007277
Pmfbp1	Pmfbp1
Gm44973	ENSMAUG00000004637
Mr1	
Hsp90ab1	Hsp90ab1
Ccdc106	ENSMAUG00000008385
Creb3l1	Creb3l1
Nek5	Nek5
Brk1	ENSMAUG00000016971
Brk1	ENSMAUG00000021108
Slamf8	Slamf8
Lrrfip1	ENSMAUG00000008054
Grhl1	Grhl1
Maml3	Maml3
Ccm2l	ENSMAUG00000009374
Mrgprb2	ENSMAUG00000006507
Tlr6	Tlr6
Gm3604	
Zfp446	Zfp446
Olfr1415	Olfr1415
Drap1	ENSMAUG00000015524
Drap1	ENSMAUG00000015494
Iqcc	Iqcc
Cep83	Cep83
Cd3d	Cd3d
Olfr39	Olfr39
Tgm5	Tgm5
Olfr1414	Olfr1414
Frs2	Frs2
Zfp865	
Taf13	Taf13
Senp8	Senp8
Tmem196	Tmem196
Mfsd13a	Mfsd13a
Atp1a2	Atp1a2
Pdpk1	Pdpk1
Plch1	Plch1
Olfr873	
Lig3	Lig3
Dcdc2b	Dcdc2b
Zfp524	ENSMAUG00000004637
Rbfox3	Rbfox3
Slc36a3	Slc36a3
Lipo1	ENSMAUG00000004988
Ptrh2	Ptrh2
Emcn	Emcn
Zfp784	Zfp784
Fcrl6	Fcrl6
Car9	Car9
Fiz1	Fiz1
Impg2	
Atp6v1h	Atp6v1h
Ankib1	Ankib1
Nrxn3	Nrxn3
Jph4	Jph4
Npdc1	Npdc1
Pip5k1b	Pip5k1b
2310034G01Rik	
Fam114a1	Fam114a1
Serpinf1	Serpinf1
Mbd2	Mbd2
Zzz3	ENSMAUG00000010117
Ndc1	Ndc1
Slc30a4	Slc30a4
Plek2	Plek2
Igf1r	Igf1r
Sult2a5	ENSMAUG00000000964
Lca5	ENSMAUG00000008379
Otogl	Otogl
Bag4	Bag4
Nkrf	Nkrf
Npy2r	Npy2r
Ddhd2	Ddhd2
Pou6f1	ENSMAUG00000019512
Trim66	Trim66
Ssxb9	ENSMAUG00000000561
Zfp780b	
Malsu1	Malsu1
Trex2	Trex2
Helz	Helz
Rtkn	Rtkn
Ssxb10	ENSMAUG00000000561
Fam117a	Fam117a
Prrt1	ENSMAUG00000019956
Ssxb1	ENSMAUG00000000561
Igf2bp3	Igf2bp3
Hsf4	Hsf4
Sertad4	Sertad4
Clec4g	Clec4g
Nf2	Nf2
Syt10	Syt10
Vhl	ENSMAUG00000002322
Vhl	ENSMAUG00000020168
Mta3	ENSMAUG00000016202
Nmu	Nmu
Nyap2	Nyap2
Lipf	Lipf
Wsb1	Wsb1
Slc43a2	Slc43a2
Ttc36	Ttc36
Rgs20	ENSMAUG00000015889
Tbata	Tbata
Celf5	Celf5
Med13l	Med13l
Wdr5	Wdr5
Lag3	Lag3
Tmem25	Tmem25
Tob1	Tob1
Wfikkn2	Wfikkn2
Zfp708	
Cmas	Cmas
Dst	
1700030K09Rik	1700030K09Rik
Psme3	Psme3
Rbm47	Rbm47
Abtb2	Abtb2
Aggf1	Aggf1
Tbrg4	Tbrg4
Atp2b1	Atp2b1
Entpd2	Entpd2
Zfp712	Zfp712
Gzf1	Gzf1
Phf11c	ENSMAUG00000010572
Cdyl	Cdyl
Lrrn4	Lrrn4
Cherp	Cherp
Zbtb20	Zbtb20
Atf2	Atf2
Wdr54	Wdr54
Cltc	Cltc
Esr1	Esr1
Aph1c	ENSMAUG00000020850
Emilin1	Emilin1
Ak5	Ak5
Shb	Shb
Cdk3-ps	Cdk3-ps
Pnisr	Pnisr
Ccser2	ENSMAUG00000003126
Ndufa8	Ndufa8
Slc36a4	Slc36a4
Ssxb2	ENSMAUG00000000561
Efnb2	Efnb2
Dhx38	Dhx38
Pbk	Pbk
Mark4	Mark4
Galnt9	Galnt9
Tmem229b	Tmem229b
Trp53inp1	Trp53inp1
Nrp2	Nrp2
Morn5	Morn5
4930550L24Rik	4930550L24Rik
Wdr31	ENSMAUG00000000183
Ccdc125	ENSMAUG00000021737
Gale	Gale
Tgm7	Tgm7
Nfx1	ENSMAUG00000020155
Sdhaf1	Sdhaf1
Cdh7	
Stx6	Stx6
Setdb2	Setdb2
Rnf150	
Ap3s2	Ap3s2
Lrfn3	Lrfn3
Napb	Napb
Hnrnpdl	Hnrnpdl
Rp2	Rp2
Adal	Adal
Cdc20	Cdc20
Cnppd1	ENSMAUG00000016029
Sh3bgrl2	Sh3bgrl2
C1galt1c1	C1galt1c1
Lyar	ENSMAUG00000021998
Cdk7	ENSMAUG00000014063
Fam171b	Fam171b
Traf3	Traf3
Usp20	Usp20
Elovl1	Elovl1
Dgkb	ENSMAUG00000014209
Zfy2	
Cacna1s	Cacna1s
Cd300c	ENSMAUG00000005676
Cd300c	ENSMAUG00000007287
Mrgprb3	ENSMAUG00000006507
Evpl	Evpl
Tyrp1	Tyrp1
Stmn2	Stmn2
1700019N19Rik	1700019N19Rik
Fasn	
Sppl2c	Sppl2c
Slc35d3	Slc35d3
Tspo2	Tspo2
Il17f	Il17f
Tmem219	Tmem219
Noc4l	Noc4l
Dcc	Dcc
Irak2	ENSMAUG00000020829
Slc9b1	Slc9b1
Jazf1	Jazf1
Gm45902	
Fermt1	Fermt1
Leprot	Leprot
Otud1	Otud1
Irs1	Irs1
Dph2	Dph2
Mast2	Mast2
Hspa14	
Zfp850	
Dusp23	Dusp23
Cd209a	Cd209a
Mcm3	Mcm3
Cntrl	Cntrl
Ncapd3	Ncapd3
Olfr520	
Wdr53	
Npy5r	Npy5r
Pdcd2l	Pdcd2l
Lcmt2	ENSMAUG00000020500
Ndufb10	Ndufb10
Olfr521	ENSMAUG00000001599
Rapgef1	Rapgef1
Alox8	Alox8
Sept6	Sept6
St8sia1	St8sia1
Srp68	Srp68
Haus7	Haus7
Mtnr1b	
Cd300ld	ENSMAUG00000019257
Cd300ld	ENSMAUG00000018309
Adra2b	
Fgf13	Fgf13
Atp6v1f	
Slc26a9	ENSMAUG00000000456
Slc26a9	ENSMAUG00000006770
Wdr26	Wdr26
Sufu	Sufu
Rffl	Rffl
Zswim2	ENSMAUG00000014494
Gpat2	Gpat2
Rab8b	Rab8b
Gdpd1	ENSMAUG00000008770
Gdpd1	ENSMAUG00000014798
Slc27a5	Slc27a5
Saal1	Saal1
Tia1	Tia1
Dhrs2	Dhrs2
Il12rb1	Il12rb1
Zfp935	ENSMAUG00000003712
Barhl2	Barhl2
D930020B18Rik	D930020B18Rik
Edar	Edar
Ptpdc1	Ptpdc1
Pex7	Pex7
Bco1	Bco1
Crhbp	Crhbp
Amfr	ENSMAUG00000018333
Serpina3j	ENSMAUG00000001023
Serpina3j	HPP
Serpina3j	ENSMAUG00000020163
Serpina3j	ENSMAUG00000015404
Uba3	Uba3
Patz1	Patz1
Rbsn	Rbsn
Nek3	Nek3
Neu3	Neu3
Lurap1l	Lurap1l
Cstl1	ENSMAUG00000007299
Cstl1	ENSMAUG00000013982
Pknox2	Pknox2
Emd	Emd
Hck	Hck
Alppl2	Alppl2
Mlc1	Mlc1
Dmxl1	Dmxl1
Nop14	Nop14
Plxnc1	Plxnc1
Map4k4	Map4k4
Sh2d3c	Sh2d3c
Nup98	Nup98
Nr4a2	Nr4a2
Magt1	Magt1
5730409E04Rik	5730409E04Rik
Scn9a	Scn9a
Cd300c2	ENSMAUG00000005676
Cd300c2	ENSMAUG00000007287
Itgb1bp1	Itgb1bp1
Tfg	Tfg
Fam122b	Fam122b
Usp27x	Usp27x
Yeats4	Yeats4
Pgm5	Pgm5
Slc36a2	Slc36a2
Myh14	Myh14
Lyzl1	Lyzl1
Cenpc1	Cenpc1
Timm17a	Timm17a
Tmem192	Tmem192
Camk2b	Camk2b
Pik3ip1	Pik3ip1
Smarcc2	Smarcc2
Eno4	Eno4
Map3k1	Map3k1
Gm7271	Gm7271
Rftn2	Rftn2
Asap2	Asap2
Crp	CRP
Psmb2	Psmb2
Fbxo47	Fbxo47
Lipt2	Lipt2
Ythdf3	ENSMAUG00000012560
Col4a5	ENSMAUG00000011654
Col4a5	ENSMAUG00000011329
Lipk	Lipk
Dync2h1	Dync2h1
Npy1r	Npy1r
Arpin	Arpin
Tyrobp	Tyrobp
Apold1	Apold1
Shh	Shh
Susd2	Susd2
Cd3e	Cd3e
Sh2d7	ENSMAUG00000014940
Sez6l2	Sez6l2
Rps27l	
Cib2	Cib2
Sh3rf3	Sh3rf3
Zfp560	Zfp560
Xrra1	Xrra1
Lepr	Lepr
Ddx51	Ddx51
Kank1	Kank1
Unc80	ENSMAUG00000019100
Tmem156	Tmem156
Bbs9	Bbs9
Mdfic	Mdfic
Serpina3m	ENSMAUG00000001023
Serpina3m	HPP
Serpina3m	ENSMAUG00000020163
Serpina3m	ENSMAUG00000015404
Wdr74	ENSMAUG00000012992
Txnl4b	Txnl4b
Pex16	Pex16
Eral1	Eral1
Awat2	Awat2
Serpina3k	ENSMAUG00000001023
Serpina3k	HPP
Serpina3k	ENSMAUG00000020163
Serpina3k	ENSMAUG00000015404
Wdr47	Wdr47
Dapl1	Dapl1
Olfr1447	
Aoc2	Aoc2
Gm45736	ENSMAUG00000012992
Trh	ENSMAUG00000016316
1700092M07Rik	1700092M07Rik
Emg1	Emg1
Ubtf	Ubtf
Cst11	Cst11
Ece2	Ece2
Rragc	Rragc
Col1a2	Col1a2
F9	
Slitrk3	Slitrk3
Cops9	ENSMAUG00000005081
Cops9	ENSMAUG00000017951
Spcs2	Spcs2
Otud6a	Otud6a
Galr2	Galr2
Lpcat3	Lpcat3
4930402H24Rik	ENSMAUG00000008516
4930402H24Rik	ENSMAUG00000014651
Tra2a	
Pdzd2	Pdzd2
Ltbp1	Ltbp1
Bpnt1	Bpnt1
Nlrp1a	
Large2	Large2
Ddit4l	Ddit4l
Sucla2	Sucla2
Smco1	
Gstm4	Gstm4
Zfp644	ENSMAUG00000019393
Rnf168	Rnf168
Vipas39	Vipas39
Eif2d	Eif2d
Mlf2	Mlf2
Ldah	
Zdhhc13	Zdhhc13
Vps8	Vps8
Fat3	Fat3
Tmc7	Tmc7
Nxph1	
Mars2	Mars2
Asphd1	ENSMAUG00000010959
6720489N17Rik	ENSMAUG00000003712
Cst8	Cst8
Tfap2e	Tfap2e
Syt5	Syt5
Cd209e	Cd209e
Phf21a	Phf21a
Tanc1	Tanc1
Ccne2	Ccne2
Kctd13	Kctd13
S100z	S100z
Mapk6	ENSMAUG00000006666
Mapk6	ENSMAUG00000002809
Gm13698	ENSMAUG00000020751
Gm13698	ENSMAUG00000016154
Gm13698	ENSMAUG00000012877
Gm13693	ENSMAUG00000020751
Gm13693	ENSMAUG00000016154
Gm13693	ENSMAUG00000012877
Tmem131l	Tmem131l
Nlrp6	Nlrp6
Tgfbr1	Tgfbr1
F2rl1	F2rl1
Cpsf3	ENSMAUG00000000166
Exoc1	Exoc1
3830406C13Rik	ENSMAUG00000014212
Gm13695	ENSMAUG00000020751
Gm13695	ENSMAUG00000016154
Gm13695	ENSMAUG00000012877
C87436	C87436
Gm13696	ENSMAUG00000020751
Gm13696	ENSMAUG00000016154
Gm13696	ENSMAUG00000012877
Olfr1448	
Gan	ENSMAUG00000009114
Mapt	Mapt
Cisd2	Cisd2
Cwh43	Cwh43
Gm13694	ENSMAUG00000020751
Gm13694	ENSMAUG00000016154
Gm13694	ENSMAUG00000012877
Cd300ld2	ENSMAUG00000019257
Cd300ld2	ENSMAUG00000018309
Atp7a	Atp7a
Gm13697	ENSMAUG00000020751
Gm13697	ENSMAUG00000016154
Gm13697	ENSMAUG00000012877
Gm13691	ENSMAUG00000020751
Gm13691	ENSMAUG00000016154
Gm13691	ENSMAUG00000012877
Cd300ld4	ENSMAUG00000019257
Cd300ld4	ENSMAUG00000018309
F2r	F2r
Unc45a	Unc45a
Cd209d	
Igbp1	
Mpv17l	Mpv17l
Gtdc1	Gtdc1
Hcst	Hcst
Zfp710	Zfp710
Vax1	Vax1
Phf10	Phf10
Foxn4	Foxn4
Amn	
Plekhh1	Plekhh1
Cd300ld5	ENSMAUG00000019257
Cd300ld5	ENSMAUG00000018309
Ints8	Ints8
Srp19	ENSMAUG00000016028
2010107E04Rik	ENSMAUG00000012836
2010107E04Rik	ENSMAUG00000017894
Otos	Otos
Cmip	Cmip
Esco2	Esco2
Aldh1b1	Aldh1b1
1600012H06Rik	1600012H06Rik
Arl6ip5	Arl6ip5
Kcp	Kcp
Arglu1	Arglu1
Pcdh19	Pcdh19
Tm4sf19	Tm4sf19
Lhfpl4	Lhfpl4
Alpi	Alpi
Fam122c	Fam122c
Fthl17a	
Bbs5	ENSMAUG00000020987
Hp	Hp
Prkcq	Prkcq
Tpm2	Tpm2
Ccdc25	Ccdc25
AC154682.1	ENSMAUG00000014212
Siglecf	Siglecf
Pigh	Pigh
Sec14l3	Sec14l3
Colq	Colq
Elovl4	Elovl4
Tab3	Tab3
Cd209b	Cd209b
Nudt21	Nudt21
Zfp703	Zfp703
Akp3	Akp3
Leo1	Leo1
Tctex1d2	Tctex1d2
Nfkbid	Nfkbid
Gm14459	ENSMAUG00000000561
Lmod1	Lmod1
Hoxd1	Hoxd1
Ssxb6	ENSMAUG00000000561
Ssxb3	ENSMAUG00000000561
Fam222b	Fam222b
Lsm1	Lsm1
Map3k7cl	Map3k7cl
Gucy2e	Gucy2e
Trbv12-1	
Olfr1451	
Exoc7	Exoc7
Mtx2	Mtx2
Tm9sf4	Tm9sf4
Mex3c	Mex3c
Ube4b	Ube4b
Kcne3	Kcne3
AC121964.1	
Trbv13-1	
Sall1	Sall1
Enoph1	ENSMAUG00000008281
Luc7l3	Luc7l3
Trbv12-2	
Rnf32	Rnf32
F2rl2	F2rl2
Mospd1	Mospd1
Aoc3	Aoc3
Hacl1	ENSMAUG00000006318
Trbv13-2	
Lmod3	Lmod3
Rpp40	Rpp40
Pgpep1l	ENSMAUG00000010152
Mcmdc2	Mcmdc2
Rhbdd1	Rhbdd1
Nlrp1b	
Rassf5	ENSMAUG00000003801
Npm1	ENSMAUG00000009288
Npm1	ENSMAUG00000015943
Npm1	ENSMAUG00000021018
Npm1	ENSMAUG00000007102
Armc10	Armc10
Gpc1	Gpc1
Idh3a	ENSMAUG00000007990
Idh3a	ENSMAUG00000010674
Psmd6	Psmd6
Olfr1453	
Hey1	Hey1
Nme5	Nme5
Bin2	Bin2
Unc5cl	Unc5cl
Cd300ld3	ENSMAUG00000019257
Cd300ld3	ENSMAUG00000018309
Ankmy1	Ankmy1
Dhodh	Dhodh
Timm50	Timm50
Gm9047	
Mpdz	ENSMAUG00000005222
Abtb1	Abtb1
Ankrd33b	Ankrd33b
Lrrd1	Lrrd1
Lactb	Lactb
Muc5b	
Lrp8	Lrp8
Rpl3l	ENSMAUG00000008094
Dennd2c	ENSMAUG00000013289
Prss12	Prss12
H2afz	ENSMAUG00000001271
H2afz	ENSMAUG00000018350
H2afz	ENSMAUG00000011772
Pou3f1	Pou3f1
Krit1	Krit1
Fam169b	Fam169b
Olfr1454	
Cdnf	Cdnf
Ccnd3	Ccnd3
Tox3	Tox3
Lypla2	Lypla2
Arel1	ENSMAUG00000003058
Slc36a1	Slc36a1
Gm128	ENSMAUG00000014653
Dmrt1	ENSMAUG00000008975
Bach1	Bach1
Efhd2	Efhd2
Frmd4b	ENSMAUG00000007225
Bnipl	Bnipl
Trim9	Trim9
Ptprh	ENSMAUG00000001061
Sry	
Ei24	Ei24
Picalm	Picalm
Cers3	Cers3
Ckap2	Ckap2
Enpp7	Enpp7
Mrps28	Mrps28
Pcyt1a	Pcyt1a
Ttk	
Smad4	Smad4
Cftr	Cftr
Tmem159	Tmem159
Fhad1	Fhad1
Cops7a	Cops7a
Pm20d1	ENSMAUG00000001067
Aqp7	Aqp7
Fam107b	Fam107b
Commd2	
D630045J12Rik	D630045J12Rik
Btd	Btd
Cd300e	Cd300e
Etl4	ENSMAUG00000009350
Etl4	ENSMAUG00000004145
Aplp1	Aplp1
Mpped2	Mpped2
Ncdn	Ncdn
Utp11	Utp11
Emx2	Emx2
Nobox	Nobox
Mybpc1	Mybpc1
Scara3	Scara3
Gm4064	
Rpl4	Rpl4
Tmem213	Tmem213
Dgat2l6	Dgat2l6
Prickle2	Prickle2
Atp6v0a4	Atp6v0a4
Cntnap5c	
Col3a1	Col3a1
Cpne8	Cpne8
Bmp2	Bmp2
Dcun1d4	Dcun1d4
Rala	Rala
Nrp1	Nrp1
Rad52	Rad52
Cab39l	Cab39l
BC048403	BC048403
Awat1	Awat1
Fcf1	ENSMAUG00000014155
Mboat7	Mboat7
Mpz	Mpz
Ppp1r3g	
Trim75	
Hao1	Hao1
Ssxb8	ENSMAUG00000000561
Fahd2a	Fahd2a
9030617O03Rik	9030617O03Rik
Mtfp1	Mtfp1
Cryl1	Cryl1
Gabra6	Gabra6
Cbx2	Cbx2
Apela	Apela
Mcf2	
Traf4	Traf4
Lrp5	Lrp5
Trim60	
Armc12	Armc12
Samd5	Samd5
Cpne6	Cpne6
Tmem150c	Tmem150c
C2cd2l	C2cd2l
Cdadc1	Cdadc1
Tmem86b	Tmem86b
Zfp287	ENSMAUG00000020454
Cd300lf	ENSMAUG00000019257
Cd300lf	ENSMAUG00000018309
Tsen34	Tsen34
Clpsl2	Clpsl2
Lyrm4	Lyrm4
Kctd10	Kctd10
Rps15	
Ddx47	Ddx47
Alg2	Alg2
Exoc3l	Exoc3l
Exoc3l2	Exoc3l2
Ndufa4	Ndufa4
Tbx3	ENSMAUG00000017673
Fars2	Fars2
Galnt4	Galnt4
Osr1	Osr1
C2cd5	C2cd5
Serpina3n	ENSMAUG00000001023
Serpina3n	HPP
Serpina3n	ENSMAUG00000020163
Serpina3n	ENSMAUG00000015404
Poc1b	Poc1b
Adamts17	Adamts17
Cacng1	Cacng1
Gpsm2	Gpsm2
Larp4b	Larp4b
BC051665	BC051665
Zfp2	Zfp2
Rfx5	ENSMAUG00000018172
Ampd2	Ampd2
Ankrd16	Ankrd16
Nol3	Nol3
Zfp36l2	
Myo1h	Myo1h
Ifitm7	ENSMAUG00000020100
Hmgn2	ENSMAUG00000017301
Hmgn2	ENSMAUG00000012140
Gsc	Gsc
2900011O08Rik	ENSMAUG00000014370
4931428F04Rik	4931428F04Rik
Acat3	
Olfr1457	
Esd	Esd
Lhx6	Lhx6
Aldh5a1	Aldh5a1
Gpr68	Gpr68
Etd	
Clcc1	Clcc1
Olfr1458	
Ssx9	ENSMAUG00000000561
Eif5a	ENSMAUG00000001091
Fkbpl	
Mrpl18	Mrpl18
Nrn1	Nrn1
Rbm46	Rbm46
G6pc	G6pc
Naf1	Naf1
Arrdc2	Arrdc2
C9	C9
Cnih3	Cnih3
Tpk1	ENSMAUG00000000927
Alkbh8	Alkbh8
Rbp7	Rbp7
Acp6	Acp6
Ppp5c	Ppp5c
Bmp4	Bmp4
Bspry	
Casp3	Casp3
Tcp1	ENSMAUG00000001070
Tcp1	ENSMAUG00000016754
Slc35b1	Slc35b1
Rab37	Rab37
Irs4	Irs4
Fat2	Fat2
Msc	Msc
Psmc4	Psmc4
Ssxb5	ENSMAUG00000000561
Col23a1	
Acsbg1	Acsbg1
Rcc1	Rcc1
Tpd52	Tpd52
Gm6592	ENSMAUG00000000561
Erlin2	Erlin2
Gm5751	ENSMAUG00000000561
Gm15294	
Cst9	Cst9
Cacna1f	Cacna1f
Nmnat1	Nmnat1
Napepld	Napepld
Trbv13-3	
Ecel1	Ecel1
Yae1d1	Yae1d1
Tnmd	Tnmd
Trbv14	
Gm14597	
Cdh19	Cdh19
Arg2	Arg2
Pcp4l1	Pcp4l1
Slc27a4	Slc27a4
Cxx1c	
Trbv15	
Wbp1l	
Eprs	Eprs
Olfr1459	
Igfbpl1	Igfbpl1
Vps36	Vps36
Arl14ep	
Grik5	Grik5
1700016G14Rik	
Fhl3	Fhl3
Tollip	Tollip
Asb14	Asb14
Ep400	Ep400
Vti1b	Vti1b
Trbv17	
BC034090	ENSMAUG00000022147
P2ry4	P2ry4
Ncald	Ncald
Rbm39	Rbm39
Exoc4	Exoc4
Atf6b	
Tdrd9	Tdrd9
Rab11fip2	Rab11fip2
Cdc42bpb	Cdc42bpb
Jade3	Jade3
Wdr4	Wdr4
Hdhd3	Hdhd3
Tmc5	Tmc5
Zfp286	Zfp286
Supt5	Supt5
Kcnn1	Kcnn1
Sec14l2	Sec14l2
Galnt6	Galnt6
Ankrd63	Ankrd63
Cbx8	Cbx8
Plcg2	Plcg2
Snrnp70	Snrnp70
Pitpna	Pitpna
Ly6k	
Ndst3	Ndst3
Yes1	Yes1
Mtif2	Mtif2
Adgrg7	Adgrg7
Itgb1	ENSMAUG00000000961
Clu	Clu
Dnajb14	Dnajb14
Trmt1	Trmt1
Trbv19	
Fbxo41	Fbxo41
Amer3	Amer3
Drosha	Drosha
Myo1f	Myo1f
Tmx4	Tmx4
Trbv20	
Grik1	Grik1
Slit2	Slit2
Samd3	Samd3
Ankub1	ENSMAUG00000007208
Lrat	Lrat
Saa4	
Npr1	ENSMAUG00000011600
Fgg	Fgg
Tmod3	Tmod3
Trbv21	
Zfp426	Zfp426
Rd3l	Rd3l
Mpzl1	Mpzl1
Kirrel2	Kirrel2
Arr3	ENSMAUG00000014193
Mtmr14	ENSMAUG00000018733
Mtmr14	ENSMAUG00000018826
Ogfod1	Ogfod1
Lyst	Lyst
Map3k7	Map3k7
Gmnn	Gmnn
Rps7	
Clps	Clps
Csrp3	Csrp3
Slc41a1	Slc41a1
Tspan6	Tspan6
Foxo1	Foxo1
Ppp1cb	
Aig1	Aig1
Bloc1s3	Bloc1s3
Barx1	Barx1
Gk	Gk
Lhfpl5	Lhfpl5
Cdkl2	Cdkl2
Serpinf2	Serpinf2
Gm5591	ENSMAUG00000016920
Dhrs7b	Dhrs7b
Trappc6a	Trappc6a
Zeb2	Zeb2
Bhlhe22	Bhlhe22
Ccdc171	Ccdc171
Gabrb2	Gabrb2
Sec61b	ENSMAUG00000020997
Cbx4	Cbx4
Ift88	Ift88
Lyz2	ENSMAUG00000009695
Lyz2	ENSMAUG00000000364
Zfp354b	Zfp354b
Pithd1	ENSMAUG00000009505
Ppp6r1	ENSMAUG00000017712
Gml	ENSMAUG00000002265
Retreg2	Retreg2
Creb5	Creb5
Gm45396	
Lyz1	ENSMAUG00000009695
Lyz1	ENSMAUG00000000364
Ncln	Ncln
Plagl2	Plagl2
Syt14	Syt14
Il1f10	Il1f10
