Gene name	BMR gene name
Fam173b	Fam173b
Cplane1	Cplane1
Dnajb5	Dnajb5
Grm4	Grm4
Slain1	Slain1
Gm22909	RF00105
Ralyl	Ralyl
Gzmn	
Slc16a7	
Ammecr1l	
Aspscr1	Aspscr1
Snn	Snn
Pkd2l1	Pkd2l1
Prn	
Apex2	Apex2
Fam213a	Fam213a
Fam122b	Fam122b
Mast4	
Txnl4a	Txnl4a
Larp6	Larp6
Gsto1	Gsto1
Hsd3b1	
Ddt	Ddt
Dctpp1	Dctpp1
Ighv2-2	
Flot1	Flot1
Dnajb4	Dnajb4
Elfn1	Elfn1
Cyb5b	Cyb5b
Gosr1	Gosr1
Gm17669	
Tsta3	Tsta3
Anapc13	
1700019N19Rik	1700019N19Rik
Mtdh	Mtdh
Bcl10	Bcl10
Yeats2	Yeats2
2310030G06Rik	2310030G06Rik
AC140325.4	
Zfp397	Zfp397
Mrps18c	Mrps18c
Snap29	Snap29
Elof1	Elof1
Rpph1	RF00009
Pacsin2	Pacsin2
Sec14l1	Sec14l1
Hspd1	
Bnip2	Bnip2
Tox	Tox
Cxxc5	Cxxc5
Tet2	Tet2
Ppip5k1	
Rpl28	Rpl28
Tgm1	Tgm1
Prickle1	Prickle1
Uba1	Uba1
Olfr1209	Olfr17
Grtp1	Grtp1
Sncg	Sncg
Zfp784	Zfp784
AC163611.1	
Htr2c	Htr2c
Taf3	Taf3
Stmn3	Stmn3
Slc17a6	
Stra8	Stra8
Dram1	Dram1
Metrnl	Metrnl
Olfr78	Olfr78
Prss56	Prss56
Rab11b	Rab11b
Spata22	
Dync1li1	Dync1li1
Nupl1	
Tcrg-V3	
Cntnap1	Cntnap1
Ppt1	
Cmtm4	Cmtm4
Lrrc8b	Lrrc8b
Zbtb4	Zbtb4
Sdf2	Sdf2
Adgrv1	Adgrv1
St3gal1	St3gal1
Art3	Art3
Prr5	Prr5
Pla2g4b	
Utrn	
Dnajc7	Dnajc7
Cyth1	Cyth1
Macrod1	Macrod1
Eif5a	Eif5a
Dnaja2	Dnaja2
Trappc5	Trappc5
1700029I15Rik	1700029I15Rik
Asb14	
Ddx10	Ddx10
Paip2	Paip2
Rpl35a	
Gm2000	
Ccdc134	Ccdc134
Ikzf1	Ikzf1
Sec61a2	Sec61a2
Pcdhb11	
Bloc1s4	Bloc1s4
Oprl1	Oprl1
Kctd6	Kctd6
Cdc123	
Saa1	
N4bp2	N4bp2
Ehd3	Ehd3
Olfr1270	
Tnik	
Stxbp5l	Stxbp5l
Slit3	Slit3
Gm23145	RF00105
Ddx6	Ddx6
Sar1b	Sar1b
Mettl21a	Mettl21a
Olfr180	
Ift43	Ift43
Hmgxb3	Hmgxb3
Pqlc3	Pqlc3
Carnmt1	Carnmt1
Nol3	Nol3
Rcn1	Rcn1
Gm9999	Gm9999
Kifc1	
Arntl	Arntl
Mrto4	Mrto4
Dyrk3	Dyrk3
Pdrg1	Pdrg1
Aspa	Aspa
Ccin	Ccin
Zbtb5	Zbtb5
Ywhah	Ywhah
Tiprl	
Mtnr1b	Mtnr1b
Rplp2	Rplp2
Lrrc3b	Lrrc3b
Galnt7	Galnt7
Vps53	Vps53
Lipt2	Lipt2
Tbl2	Tbl2
Heph	Heph
H2-Oa	H2-Oa
Slc5a3	
Pde2a	
Aurkc	Aurkc
Colgalt2	Colgalt2
Pcdhga4	Pcdhga4
Hmgb2	
Msln	Msln
Ndufb10	Ndufb10
Slfn5	Slfn5
Gprc5a	Gprc5a
Pxt1	Pxt1
Rab11a	Rab11a
Akr1c12	
Hint3	
Ankrd23	Ankrd23
Pfas	Pfas
Dnajc1	Dnajc1
Chrm4	Chrm4
Cst7	Cst7
Gm22130	RF00105
Tas2r138	Tas2r15
Angpt2	Angpt2
Ube2d2a	Ube2d2a
Bicra	Bicra
Afp	Afp
Kifc5b	
ccdc198	ccdc198
Rtbdn	Rtbdn
Rab13	Rab13
Tshz3	Tshz3
Gm26374	RF00105
Pdcd2	Pdcd2
Aldh8a1	Aldh8a1
Ttc26	Ttc26
Vps18	Vps18
Vmac	Vmac
Angpt4	Angpt4
Pdcl3	Pdcl3
Fech	Fech
Snx18	Snx18
Elavl2	Elavl2
Rpl14	Rpl14
Gm11985	Gm11985
Zbed6	
Gm26336	RF00105
Dnajc28	Dnajc28
Vps4a	Vps4a
Ubald1	Ubald1
Cxcl9	Cxcl9
Gm25523	RF00105
Kif12	Kif12
Mapre2	Mapre2
Lrwd1	Lrwd1
Ddi2	
Kctd14	Kctd14
Otud3	Otud3
Gm27517	RF01891
Zfp597	Zfp597
Ankrd9	Ankrd9
Olfr1274-ps	
Rpe65	Rpe65
Tomm34	Tomm34
Tas1r2	Tas1r2
Lama4	Lama4
Wdr63	Wdr63
Xpnpep2	Xpnpep2
Cog6	Cog6
Nrp2	Nrp2
Rpl39l	Rpl39l
Epcam	Epcam
Irf5	Irf5
Olfr1214	
Napsa	Napsa
Slc5a12	Slc5a12
Gm22253	RF00105
Olfr1255	
Olfr958	Olfr958
Ing1	Ing1
Olfr293	
Pcdh20	Pcdh20
Zdhhc20	Zdhhc20
A2m	A2m
Pcdh11x	Pcdh11x
Brip1	Brip1
Slc30a10	Slc30a10
1700012P22Rik	1700012P22Rik
Sestd1	Sestd1
Nup37	Nup37
Lyl1	Lyl1
Pzp	Pzp
Arih2	Arih2
Prss38	Prss38
Zwint	Zwint
Pcbp2	Pcbp2
Hoxa3	Hoxa3
Jund	Jund
Gaa	Gaa
1700012B09Rik	1700012B09Rik
Olfr1389	Olfr1389
E2f4	
Pard6g	Pard6g
0610030E20Rik	0610030E20Rik
Rwdd4a	Rwdd4a
Prl7b1	
Olfr1216	
Tbc1d12	
Fam166b	
Rrp9	Rrp9
Tmem9	Tmem9
Pomc	Pomc
Eri1	Eri1
Met	Met
AC125178.2	
Arf5	Arf5
Chst2	Chst2
Cald1	Cald1
Atp5s	Atp5s
AC165294.3	
Cdc42ep3	Cdc42ep3
Cenpu	Cenpu
Hyls1	Hyls1
Galc	Galc
Gm10073	
Gna12	Gna12
Bmp3	Bmp3
Optn	Optn
Fcgr1	Fcgr1
Kidins220	Kidins220
Mrpl46	Mrpl46
Ect2l	Ect2l
Pcsk2	Pcsk2
Klf3	Klf3
Golga7	Golga7
Aven	Aven
Lhx2	Lhx2
Cd209e	Cd209e
Cdh1	Cdh1
Gm340	Gm340
Odr4	Odr4
Ndufs8	Ndufs8
H2afx	H2afx
Faim2	Faim2
Lrrtm4	Lrrtm4
Zfp704	Zfp704
Tnfsf8	Tnfsf8
Phactr2	Phactr2
Nle1	Nle1
Cetn3	
Foxa1	Foxa1
Adamts8	Adamts8
Qpctl	Qpctl
Slc14a2	Slc14a2
Tssk1	Tssk1
Dspp	Dspp
Gm23442	RF00428
Ighv2-5	
Trp53rkb	
Gm28043	
St3gal2	St3gal2
Ndufb2	Ndufb2
Itpripl1	Itpripl1
Cavin1	Cavin1
Inpp5e	Inpp5e
Cabp4	Cabp4
Ttll8	
Trp53i11	Trp53i11
Srd5a3	Srd5a3
Zfp871	Zfp871
Dact1	Dact1
Gstp1	
Krtap4-7	
Gm22771	RF00580
Unc93a	
Mavs	Mavs
Erc1	Erc1
Mcm8	Mcm8
Pramef12	Pramef12
Gstt1	
Hoxc5	Hoxc5
Moxd1	Moxd1
Gm26498	RF00105
Smpd2	Smpd2
Rps3	Rps3
Fam193b	Fam193b
Olfr1246	
Iqsec1	Iqsec1
Matn2	Matn2
Ndufs1	Ndufs1
Slc26a5	Slc26a5
March7	March7
Gm23471	RF00105
Plcb1	Plcb1
9930104L06Rik	9930104L06Rik
Oas1a	
Helq	Helq
Pkmyt1	Pkmyt1
Vps52	Vps52
Lats2	
Pnmal2	Pnmal2
Ylpm1	Ylpm1
Enoph1	Enoph1
Serpinb8	Serpinb8
Zfp329	Zfp329
Sft2d1	
Scamp1	Scamp1
Mga	Mga
Foxf2	Foxf2
Gm28042	
Sh2d2a	Sh2d2a
Ifit2	Ifit2
Taar4	Taar4
Cited1	Cited1
Gpr63	Gpr63
Hspg2	
Tmem94	Tmem94
Osbpl9	Osbpl9
Ndrg2	Ndrg2
Phykpl	Phykpl
Cfap157	Cfap157
Rexo2	Rexo2
Aadac	Aadac
Pcdhb2	
Retreg1	Retreg1
Rimkla	Rimkla
Lrrc8c	Lrrc8c
Egln1	
Clip1	Clip1
Fam187a	Fam187a
Rc3h1	Rc3h1
Olfr376	
Efcc1	Efcc1
Eef1a2	Eef1a2
Rlim	Rlim
Snx22	Snx22
Chrna7	Chrna7
4930535I16Rik	
Unc93a2	
Smurf1	Smurf1
Drc7	Drc7
Zfp91	Zfp91
St14	St14
Gcnt2	Gcnt2
Fyn	Fyn
Slc2a12	Slc2a12
Itga8	Itga8
2610507B11Rik	2610507B11Rik
Syt13	Syt13
Fam135a	Fam135a
Fbxw17	Fbxw17
Nudt13	Nudt13
Glra3	Glra3
Zfp518a	Zfp518a
Zfp606	Zfp606
Kcnc1	Kcnc1
Grpel2	Grpel2
Slc25a18	Slc25a18
Aldh4a1	Aldh4a1
Pnpla3	Pnpla3
Ccl27	
Abhd5	Abhd5
Slc44a5	Slc44a5
Traf1	Traf1
Ifna16	
Lrrc49	Lrrc49
Pid1	Pid1
Hormad2	Hormad2
Pank3	Pank3
Aplf	Aplf
C4b	C4b
Gm12248	Gm12248
Smoc1	Smoc1
Ptpn5	Ptpn5
Vps13d	Vps13d
Dsel	Dsel
Klk8	Klk8
Ncdn	Ncdn
Gm24799	RF00105
Olfr729	Olfr729
Grin1	Grin1
Casq2	Casq2
Adam15	Adam15
C1d	
Pcdhb8	
Acr	
Gpr26	Gpr26
Arhgef2	
Pramef8	
Tle1	Tle1
Trmt6	Trmt6
Mtnr1a	Mtnr1a
Zkscan3	Zkscan3
Rfx3	Rfx3
Tecpr1	Tecpr1
Ercc8	Ercc8
Ldhb	Ldhb
Tut4	Tut4
Vti1a	Vti1a
Olfr893	
Sema4a	Sema4a
Ralgapa2	
Gm13057	
Timm29	Timm29
Akap8l	
Foxj3	Foxj3
Smyd5	Smyd5
Gm28048	
Slc25a20	Slc25a20
Espl1	Espl1
Pcnx3	Pcnx3
Olfr1437	
Mgll	Mgll
Sept6	Sept6
Tspan14	Tspan14
Acrv1	Acrv1
Naa35	Naa35
Ccdc28a	Ccdc28a
Cers2	Cers2
Abt1	Abt1
Rasal3	Rasal3
Gbp8	
Klk4	Klk4
Dst	
Kin	Kin
Gng10	
Gtsf1	Gtsf1
Mrpl9	Mrpl9
Rpl22l1	
Tex33	Tex33
Ppcs	Ppcs
Ctnnb1	Ctnnb1
Cdca4	Cdca4
Ppil3	Ppil3
Adam39	
Cetn1	Cetn1
Resf1	Resf1
Slitrk5	Slitrk5
Gm25988	RF00105
Wdr44	Wdr44
Pin1rt1	
Psmg4	Psmg4
Tcerg1l	Tcerg1l
Nadk2	Nadk2
Zfp563	Zfp563
Mep1a	Mep1a
Setbp1	Setbp1
Eid1	Eid1
Abhd6	Abhd6
Vmn2r-ps130	
Polk	Polk
Rtl5	Rtl5
Efcab5	Efcab5
1190007I07Rik	1190007I07Rik
Rbm24	Rbm24
Dhx36	Dhx36
Khnyn	Khnyn
Kdm7a	Kdm7a
Slc9a1	Slc9a1
Abcc12	Abcc12
Utp11	Utp11
Sv2c	Sv2c
Gm7324	
Bclaf3	Bclaf3
Sdr16c6	Sdr16c6
Exoc8	Exoc8
Npy	Npy
Abhd15	Abhd15
Galnt11	Galnt11
Akap5	
Ppm1d	Ppm1d
Ttc21a	Ttc21a
Cacfd1	Cacfd1
Fcgr3	
Enc1	Enc1
Atp10a	Atp10a
Ano6	Ano6
Pclaf	Pclaf
Lrmda	Lrmda
Pithd1	Pithd1
Lrrc45	Lrrc45
Kbtbd7	Kbtbd7
Barhl1	Barhl1
Gatd1	Gatd1
Nvl	Nvl
Asna1	Asna1
Tac1	Tac1
Nfrkb	Nfrkb
Trappc2	Trappc2
Ess2	Ess2
Kctd20	Kctd20
Ankub1	
1700024G13Rik	1700024G13Rik
Peli1	Peli1
Kdsr	Kdsr
Mir500	Mir500
Pcdhga1	Pcdhga1
Lrrc3c	Lrrc3c
Atxn7l3	Atxn7l3
Gltp	Gltp
Tro	
Timeless	Timeless
Cars	
Zfp58	
Atp8b2	Atp8b2
Nt5c1b	Nt5c1b
Dcst2	Dcst2
Ly96	Ly96
Champ1	Champ1
Kiz	Kiz
Nck2	Nck2
Tbx1	Tbx1
Chek1	Chek1
Ighv2-4	
Ubtf	Ubtf
Trim47	Trim47
Nmd3	Nmd3
Ift172	Ift172
Gulp1	Gulp1
Pcsk1n	Pcsk1n
Robo2	Robo2
Prrt2	Prrt2
Grm2	Grm2
Gja4	Gja4
Gm26096	RF00105
E330009J07Rik	E330009J07Rik
2310057J18Rik	2310057J18Rik
Efhc2	Efhc2
Usp7	Usp7
Rragc	
Rpl17	Rpl17
AC140325.2	
Mdn1	Mdn1
Rit1	Rit1
Cog5	Cog5
Rhcg	Rhcg
Igfbpl1	Igfbpl1
Ddx4	Ddx4
Vstm2l	Vstm2l
Maco1	Maco1
Ccdc163	
Fam168b	Fam168b
Taf4	Taf4
Pnma1	Pnma1
Slc7a9	Slc7a9
Ptp4a2	Ptp4a2
Sel1l2	Sel1l2
Hilpda	Hilpda
Cryz	
Ankfy1	Ankfy1
Rfx1	Rfx1
Nkain1	Nkain1
Tor4a	Tor4a
Cdkn1a	Cdkn1a
Mstn	Mstn
Socs6	Socs6
Jakmip2	Jakmip2
Pparg	Pparg
Spi1	Spi1
Gm25209	RF00105
Herc2	Herc2
Grk2	Grk2
Adamts17	Adamts17
Mybpc2	Mybpc2
Zmym2	Zmym2
Il15ra	Il15ra
Igsf11	Igsf11
Rbbp9	Rbbp9
Simc1	
Tdpoz4	
Chrna4	Chrna4
Esr2	Esr2
Tuba8	Tuba8
Ankk1	Ankk1
Lhx8	Lhx8
Zfp354c	Zfp354c
Cd79a	Cd79a
Sypl2	Sypl2
Zbtb34	Zbtb34
Gm22488	RF00614
Gpr107	Gpr107
Cd209a	Cd209a
Klhl35	Klhl35
Intu	Intu
Drc3	Drc3
Ppp1r13b	
Mak16	Mak16
Lgi4	Lgi4
Dtnbp1	Dtnbp1
Dynlt1b	
Kcnk15	Kcnk15
Tle4	Tle4
Pip4k2b	Pip4k2b
Fhit	Fhit
Sgsm1	Sgsm1
Cd3d	Cd3d
Smpx	Smpx
Hdac1	
Fmo6	Fmo6
Enpp7	Enpp7
Scel	
Chrm2	Chrm2
Gm10057	
Synb	
Kpna4	Kpna4
Pim3	Pim3
Gm36368	Gm36368
AC122413.2	
Idi2	
Notch1	Notch1
Rgs6	Rgs6
Akap8	Akap8
Rapgef2	Rapgef2
Samd4b	
Cd46	Cd46
P2rx1	P2rx1
Hnrnpll	Hnrnpll
Ripor2	Ripor2
Ccl19	
Stx1b	Stx1b
Slc35d2	Slc35d2
Samt3	
Pbx4	Pbx4
Igkv3-9	
Gm24495	RF00105
Ptk6	Ptk6
Kcne2	Kcne2
Dcc	Dcc
Spryd7	Spryd7
Hlx	Hlx
Gm12689	
Fubp1	Fubp1
Gm25874	RF00105
Odam	Odam
Olfr403	
Txnrd3	Txnrd3
Sap18b	
Abcc8	Abcc8
Zfp467	Zfp467
Rbm8a2	
Rps6ka1	Rps6ka1
Clba1	Clba1
Atp6v1g1	Atp6v1g1
Topaz1	Topaz1
Nol10	Nol10
Fads2	Fads2
Trim13	Trim13
Fam198b	Fam198b
Chchd5	Chchd5
Tmem248	Tmem248
Dync1i1	Dync1i1
Bhlhe41	Bhlhe41
Psmc6	Psmc6
Samt1	
Atpaf2	Atpaf2
Ttc27	Ttc27
Ndufv3	Ndufv3
Tas2r121	Tas2r4
Nenf	Nenf
Ighv2-3	
Ift20	Ift20
Mutyh	
Dcaf10	
Krt75	Krt75
Zbtb7c	Zbtb7c
Mrpl12	Mrpl12
Olfr1155	Olfr1155
Armc4	Armc4
Tex261	Tex261
Tardbp	
Galnt14	Galnt14
Lins1	Lins1
Mmp28	Mmp28
Nup153	Nup153
Susd5	Susd5
Slc25a12	Slc25a12
Adamts15	Adamts15
Gsx1	Gsx1
Barx2	Barx2
Eva1c	Eva1c
Treh	Treh
Prss54	Prss54
Angptl4	Angptl4
Atg10	Atg10
Rnase4	Rnase4
Tmprss11c	Tmprss11c
Klf8	Klf8
Nln	Nln
Hsf5	Hsf5
Taf12	
Dlx5	Dlx5
Psma4	Psma4
Vpreb3	Vpreb3
Tmod1	Tmod1
Rundc1	Rundc1
Sin3a	Sin3a
Il1f10	Il1f10
Cys1	Cys1
Shisa8	Shisa8
Mctp1	Mctp1
Ubl5	
Snw1	
Dtx1	Dtx1
Lmtk2	Lmtk2
Gpr4	Gpr4
Prss34	Prss34
Edil3	Edil3
Kcnab1	Kcnab1
Fzd5	Fzd5
Gm22632	RF00105
Hsf3	Hsf3
Mtmr9	Mtmr9
Kcne1l	Kcne1l
Psd	Psd
Dsn1	
Acad8	Acad8
Xrra1	Xrra1
Tnfrsf4	Tnfrsf4
Gm24206	RF00105
Nat14	Nat14
Gcm1	Gcm1
Dap3	Dap3
Col6a1	Col6a1
AC133488.1	
Tcp11x2	Tcp11x2
Ilf3	
Mcm5	Mcm5
Ndc1	Ndc1
Rtca	Rtca
Angptl2	Angptl2
Crct1	Crct1
Elmo2	Elmo2
Lamp3	Lamp3
Tmem69	Tmem69
Taok1	Taok1
Psma6	Psma6
Lrp5	Lrp5
Olfr728	
Slirp	Slirp
Dct	Dct
Xrcc4	Xrcc4
Slc22a20	Slc22a20
Efr3b	Efr3b
Olfr474	
Eppin	Eppin
Sytl5	Sytl5
Rcl1	Rcl1
Pacs2	Pacs2
Fam110b	Fam110b
Glrx5	Glrx5
Abraxas2	Abraxas2
Ctnnbip1	Ctnnbip1
Caskin1	Caskin1
Csnk1g3	Csnk1g3
Ctgf	Ctgf
Nkapd1	Nkapd1
Fign	Fign
Flywch1	Flywch1
Calhm4	Calhm4
Zfp593	Zfp593
Hps1	Hps1
Wnt7b	Wnt7b
Cdc5l	
Supt16	Supt16
Cep170b	Cep170b
Ptger1	Ptger1
Meaf6	Meaf6
Smc3	Smc3
Crhbp	Crhbp
Rnf217	Rnf217
Reg3g	Reg3g
Gm25646	RF00105
Mkln1	Mkln1
Gm26200	RF00105
Smap1	Smap1
Tagln	Tagln
Mocs3	Mocs3
Ftl1	
Rufy4	Rufy4
Depdc5	Depdc5
Slc52a2	Slc52a2
Slc4a5	Slc4a5
Rnf181	Rnf181
Olfr229	
Prr36	
Tomm5	Tomm5
Phc3	Phc3
Krt20	Krt20
Des	Des
Grxcr2	Grxcr2
Impg2	Impg2
Btg3	Btg3
Slc23a4	
Polr3h	Polr3h
Tmem212	Tmem212
Btnl10	
Far2	Far2
Snora19	RF00413
Phb	Phb
Kcnh4	Kcnh4
Sox10	Sox10
Dennd2a	Dennd2a
Sod1	Sod1
Ankrd34c	Ankrd34c
Mvp	Mvp
Plekhg6	Plekhg6
Acsl5	Acsl5
Zfp830	Zfp830
Tnf	Tnf
Kcnk2	Kcnk2
Fam69a	Fam69a
Flna	Flna
Ctu1	Ctu1
Riok3	Riok3
Olfr727	
Ube2cbp	
Fubp3	Fubp3
Ppp1r9a	
Gm27868	RF01978
Suclg1	Suclg1
Hdgfl3	Hdgfl3
Rsrc1	Rsrc1
Nucks1	
Ttc23	Ttc23
Angptl7	Angptl7
Snx11	Snx11
Tspan2	Tspan2
Zcchc24	Zcchc24
D630023F18Rik	
Calb2	Calb2
Cldn12	Cldn12
Ctsb	Ctsb
Map4k5	Map4k5
Gm1110	Gm1110
Pfn1	
Actbl2	
Tmem44	Tmem44
Foxo6	Foxo6
Por	Por
Vps35l	Vps35l
Lamc2	Lamc2
Ttc16	Ttc16
Eogt	Eogt
Rab42	Rab42
Nuak1	Nuak1
Pfn3	Pfn3
Tes	
Bpifa6	Bpifa6
Sh3d21	Sh3d21
Gpr39	Gpr39
Dmpk	
Gm25120	RF00105
Tspan7	Tspan7
Matn4	Matn4
Crtap	Crtap
Osmr	Osmr
Rab33a	Rab33a
Hnrnpr	
Dnajc16	Dnajc16
Atf7ip2	Atf7ip2
Gas2l3	
Map9	Map9
Mat2a	Mat2a
Cyp3a41b	
Kcna1	Kcna1
Tram1l1	Tram1l1
Phf21a	Phf21a
Zdhhc17	Zdhhc17
Pitx2	Pitx2
Rbx1	Rbx1
L3hypdh	L3hypdh
Tldc1	Tldc1
Cep57	Cep57
Srp72	Srp72
Klf7	Klf7
Tmed8	Tmed8
Cul4b	Cul4b
Cap1	
B3galt1	B3galt1
Acvr1b	Acvr1b
Slc25a38	Slc25a38
Slc5a4a	Slc5a4a
Ikzf2	Ikzf2
Ahdc1	Ahdc1
Crisp1	
Ero1l	Ero1l
Gdf9	Gdf9
Bbs5	Bbs5
Fam161b	Fam161b
Dnajc27	Dnajc27
Retnlg	
Agpat2	Agpat2
Socs2	Socs2
Fbln2	Fbln2
Fitm2	Fitm2
Eapp	Eapp
Gm49388	
Atad5	Atad5
Hnf4g	Hnf4g
Zg16	Zg16
Spdye4a	
Coq6	Coq6
Spaca1	Spaca1
Gm16513	
Trim12c	
Taf15	
Tmlhe	Tmlhe
Brs3	Brs3
Fbll1	Fbll1
Flrt2	Flrt2
Ube2v1	Ube2v1
Frg1	Frg1
Dcps	Dcps
Cntd1	Cntd1
Cacng5	Cacng5
Dgkg	Dgkg
Micu2	Micu2
Tnrc6c	Tnrc6c
Gm94	Gm94
Ndufa8	Ndufa8
Acaa1a	
Abcd3	Abcd3
Gm24418	RF00105
Rorc	Rorc
Hexb	Hexb
Rgs16	Rgs16
Shc3	Shc3
Mrpl57	Mrpl57
Zfp664	Zfp664
Efhd1	Efhd1
Thsd4	Thsd4
Pprc1	Pprc1
Myh13	Myh13
Slc22a2	Slc22a2
Agtr2	Agtr2
Arid5b	Arid5b
Snrnp35	Snrnp35
1700021F07Rik	1700021F07Rik
Agpat1	Agpat1
Wdr93	Wdr93
T	
Usp25	Usp25
Fam57b	Fam57b
Proser2	Proser2
Mmp13	Mmp13
Rtn4r	Rtn4r
Gpr182	Gpr182
Mtln	Mtln
Kcnd2	Kcnd2
Ggnbp2	Ggnbp2
Vmn2r113	
1110008L16Rik	1110008L16Rik
Aasdh	
Olfr1104	
Fam160b1	
F2	F2
Tmem50b	Tmem50b
Cylc2	
Nmnat3	
Pou2f1	Pou2f1
Rasgrp3	Rasgrp3
P3h1	P3h1
Zfp444	Zfp444
Fam160a2	Fam160a2
Zfp84	Zfp84
Slc43a3	
9130008F23Rik	9130008F23Rik
Gsr	Gsr
Mrpl2	Mrpl2
Taf4b	Taf4b
Acly	Acly
Tpd52	Tpd52
Casc1	Casc1
AI481877	AI481877
Aifm3	Aifm3
Pigx	Pigx
Thrap3	Thrap3
Cdk17	Cdk17
Tekt4	Tekt4
Hsd3b7	Hsd3b7
Aunip	Aunip
Gm22496	RF00105
1700013F07Rik	1700013F07Rik
Plag1	Plag1
Il17d	Il17d
Aptx	Aptx
Chm	Chm
Fam205a2	
Smim11	Smim11
Dhcr24	Dhcr24
AC140365.1	
Vav2	Vav2
Tmem45b	Tmem45b
Opa1	Opa1
C130074G19Rik	C130074G19Rik
Zfp560	Zfp560
Etv2	
Slc35b4	Slc35b4
Fxr2	Fxr2
Gemin6	Gemin6
Serpinf1	Serpinf1
Osbpl8	Osbpl8
Trp53bp1	
Frmd8	Frmd8
Dok5	Dok5
Slc35b2	Slc35b2
9330182L06Rik	9330182L06Rik
Olfr682-ps1	
Adam32	Adam32
Timm10b	
Il25	Il25
Abhd17b	Abhd17b
Tmed10	Tmed10
Slc35g2	Slc35g2
Epm2aip1	Epm2aip1
Crtc3	Crtc3
Cst3	Cst3
Rusc2	Rusc2
Gm25121	RF00105
Psd4	Psd4
Prrg1	Prrg1
Stxbp3	Stxbp3
Aldh1a7	
Ssbp1	Ssbp1
Npr3	Npr3
Rnf6	
Pus1	Pus1
Iqcf6	Iqcf6
Gm26390	RF00105
Pxdn	Pxdn
Rbm27	Rbm27
Dusp12	Dusp12
Agrn	Agrn
Commd7	Commd7
Smim4	
Ccdc174	Ccdc174
Olfr1022	
Gm21985	
Lyrm2	Lyrm2
Gm5128	
Ftsj1	
Grcc10	Grcc10
Tas2r140	Tas2r3
Gm24233	RF00568
Ccdc85c	
Inka1	Inka1
Olfr304	
Olfr519	
Utp6	Utp6
Ube2d1	Ube2d1
Olfr1356	Olfr1356
Zrsr1	Zrsr1
Gja8	Gja8
Olfr109	
Cep120	Cep120
Slc4a1	Slc4a1
Stx5a	
Rtn4	Rtn4
Olfr384	
Ccl12	Ccl12
Ggt6	Ggt6
Tmem232	Tmem232
Hivep1	Hivep1
Olfr373	
Olfr267	Olfr267
Adgrg5	Adgrg5
Dhrs7c	Dhrs7c
Terf1	Terf1
Lrtm1	Lrtm1
Ppp2cb	Ppp2cb
Dync1h1	Dync1h1
Akr1b3	Akr1b3
Olfr194	
Ifitm3	Ifitm3
Cdca3	Cdca3
Vstm5	Vstm5
Btnl1	Btnl1
Smim20	Smim20
Slc24a3	Slc24a3
Srsf9	Srsf9
Zfp628	Zfp628
Alpk1	Alpk1
Csnk1g2	Csnk1g2
Mark4	Mark4
1600012H06Rik	1600012H06Rik
Zfp429	
Wasf3	Wasf3
Vars	Vars
Spatc1l	Spatc1l
Tex13a	
Tas1r3	Tas1r3
Rnf183	Rnf183
Lypd6b	Lypd6b
S100a14	S100a14
Pes1	Pes1
Lsr	
Sorcs3	Sorcs3
Jph4	Jph4
Tut7	
Grasp	Grasp
Syn3	Syn3
Gm7075	
Ankrd1	Ankrd1
Gpc4	Gpc4
Mpv17l2	Mpv17l2
Tcerg1	Tcerg1
Tfe3	Tfe3
Vps29	Vps29
Kcp	Kcp
AC123873.1	
Wnt11	Wnt11
Mcts1	Mcts1
Gm25648	RF00105
Gm25230	RF00105
Rps8	
Trim30c	
Cog8	Cog8
Hist3h2ba	
Hoxc9	Hoxc9
Tmx2	Tmx2
Acod1	Acod1
Vegfc	Vegfc
Efna5	Efna5
Rnmt	Rnmt
Ggh	Ggh
Cxxc1	Cxxc1
1700017B05Rik	1700017B05Rik
Dusp11	Dusp11
Hoxa6	Hoxa6
Mphosph10	Mphosph10
Izumo1r	Izumo1r
Dnajc8	Dnajc8
Abhd10	Abhd10
Zcchc12	Zcchc12
Olfr298	
Camk2g	Camk2g
Foxs1	Foxs1
Vmn1r52	
Fam122a	Fam122a
D16Ertd472e	D16Ertd472e
Ifi213	
Nrbp1	Nrbp1
L2hgdh	L2hgdh
Gja5	Gja5
Prmt8	Prmt8
Micall1	Micall1
Dock3	Dock3
Htra1	Htra1
Pmel	Pmel
Fam83d	Fam83d
Magee1	Magee1
Kdm4a	Kdm4a
Tmem263	Tmem263
Dus2	Dus2
Gsg1l2	Gsg1l2
Rfc2	Rfc2
Tmed4	Tmed4
Cops3	Cops3
Syndig1l	Syndig1l
Caskin2	
Smc1a	Smc1a
Ccar2	Ccar2
Slc52a3	Slc52a3
Fer1l6	Fer1l6
Scyl3	Scyl3
Rasgrp2	Rasgrp2
Olfr616	Olfr616
Emsy	Emsy
Tdpoz3	
Dnajb11	Dnajb11
Ncoa2	Ncoa2
Zfp12	Zfp12
Trip12	Trip12
Igkv3-3	
Tmem167b	Tmem167b
Katnal2	Katnal2
Nms	Nms
H2afy2	H2afy2
Bcl6	
Dynlt1a	
Kazald1	Kazald1
Myoz3	Myoz3
Naa20	Naa20
Pnkp	Pnkp
Aurkb	Aurkb
Wdr91	
Slco4c1	Slco4c1
Them5	Them5
Rom1	Rom1
Krt14	Krt14
Uqcc2	Uqcc2
Gm22449	RF00105
Cuta	Cuta
Epb41l1	Epb41l1
E2f2	E2f2
Piezo2	
Rbbp8	Rbbp8
