Gene name	Sheep gene name
Dnah5	DNAH5
Ankrd9	ENSOARG00000013916
Tmem151a	TMEM151A
Top3a	TOP3A
Ube2e2	ENSOARG00000004615
P3h3	P3H3
Tm4sf1	TM4SF1
Efl1	EFL1
Gm9745	
Yipf6	YIPF6
Lrrc74b	
Sirpb1c	ENSOARG00000007634
Sirpb1c	ENSOARG00000004422
Sirpb1c	ENSOARG00000007425
Slc22a12	
Rnf149	ENSOARG00000013231
Pafah1b1	PAFAH1B1
Ntng2	NTNG2
Epha4	EPHA4
Galnt11	GALNT11
Slc3a2	SLC3A2
Dffa	DFFA
Il7	IL7
P2rx2	ENSOARG00000011040
Wdr34	ENSOARG00000009741
Trim72	TRIM72
Nrxn2	NRXN2
Nlrp5	NLRP5
Ttll9	TTLL9
Ndufa5	ENSOARG00000011339
Ndufa5	ENSOARG00000019787
Ndufa5	ENSOARG00000000717
Lrrc8c	LRRC8C
Sf1	SF1
Idi2	
Ppcdc	PPCDC
Cntnap5b	CNTNAP5
Pcdhga8	
Ppp3ca	PPP3CA
Tab2	TAB2
Magi2	ENSOARG00000017524
Cat	CAT
Ccm2	CCM2
Mid2	MID2
Senp1	SENP1
Kctd5	KCTD5
Tmc4	TMC4
Slco2b1	SLCO2B1
Nfic	NFIC
Lctl	LCTL
Hrh2	HRH2
Kif19a	KIF19
Zfp607b	ENSOARG00000005329
Setd7	SETD7
Parp11	PARP11
Lct	LCT
Rab11fip5	ENSOARG00000011678
Evx1	EVX1
Itgav	ITGAV
Asb15	ASB15
Ica1	ICA1
Meox2	MEOX2
Cln8	ENSOARG00000005571
Gps1	GPS1
Gsdma	GSDMA
Pex12	PEX12
Zwilch	ZWILCH
Prlh	PRLH
Fcgr3	FCGR2B
Fcgr3	ENSOARG00000010051
Sgpl1	SGPL1
Ppp1r3a	PPP1R3A
Il22ra2	IL22RA2
Mrps10	MRPS10
Nras	NRAS
Mcee	MCEE
Uap1l1	ENSOARG00000001000
Isoc2a	ISOC2
Tmem170b	TMEM170B
Ccer1	
Isca2	
Epyc	EPYC
Aldoart2	ALDOA
Pfkl	PFKL
Trav3-3	TRAV5
Cul4b	CUL4B
Insm2	ENSOARG00000017535
Cnot3	CNOT3
Vamp8	ENSOARG00000020048
Vamp8	ENSOARG00000020533
Gm20503	
Olfr435	ENSOARG00000018370
Gng10	ENSOARG00000002977
Gm36210	
Rnls	ENSOARG00000014225
Rnls	ENSOARG00000014218
Lrp1	LRP1
Pcdhgb4	ENSOARG00000006743
2610301B20Rik	C8orf37
Rad17	RAD17
Olfr434	ENSOARG00000018370
Btbd17	BTBD17
Spi1	SPI1
Pcdhb12	
Dnajc25	DNAJC25
Gm34302	
Gm14085	SLC28A2
Gm42416	
Msh5	ENSOARG00000005255
1700029P11Rik	ENSOARG00000001776
1700029P11Rik	ENSOARG00000013789
Pcdhb1	
Il20ra	IL20RA
Itih5	ITIH5
Pcdhb13	
Olfr47	ENSOARG00000018370
Zscan22	
Pcdhb6	
Cyp2b23	CYP2B6
Pcdhb4	
Maf	ENSOARG00000008034
Cfap65	CFAP65
Setd5	SETD5
Pcdhb7	
Zkscan17	ZNF496
Lrrc10	LRRC10
Fam167b	FAM167B
Cdk13	CDK13
Grid1	GRID1
Snapc3	SNAPC3
Trim24	TRIM24
Pnrc2	
Mcm6	MCM6
Rab17	RAB17
Chst7	CHST7
Leng1	LENG1
Lpin1	LPIN1
Pcdha7	
Noxo1	NOXO1
Phf11b	ENSOARG00000007811
Phf11b	ENSOARG00000008531
Olfr688	OR56B4
Pcdhgc4	
Usb1	USB1
Cacna1e	CACNA1E
Cpe	CPE
Svs1	ENSOARG00000001799
Taf9	
Bet1	ENSOARG00000001206
Bet1	ENSOARG00000020236
Mcm8	MCM8
Trpv2	TRPV2
Foxp2	FOXP2
Zkscan6	ZNF18
Ak6	
Lipo5	LIPJ
Plpp5	PLPP5
Wdr60	WDR60
Olfr161	ENSOARG00000010621
Olfr161	ENSOARG00000010612
Alg12	ALG12
Ccnb3	CCNB3
Dnajc24	DNAJC24
Ccdc170	CCDC170
Tbl3	TBL3
Cant1	CANT1
Zfp354c	ZNF354C
Uba2	UBA2
Serpina3f	ENSOARG00000015253
Serpina3f	ENSOARG00000009286
Serpina3f	ENSOARG00000015292
Lipo4	LIPJ
Tor1a	TOR1A
Zfhx3	ZFHX3
Myf5	MYF5
Eed	EED
Lipo3	LIPJ
Cort	CORT
Nfya	NFYA
Pcdhac2	PCDHAC2
Tbk1	TBK1
Olfr689	OR56B4
Ksr1	ENSOARG00000000416
Ksr1	ENSOARG00000015860
Serpina3g	ENSOARG00000015253
Serpina3g	ENSOARG00000009286
Serpina3g	ENSOARG00000015292
Apitd1	CENPS
Ten1	ENSOARG00000008522
Arhgef5	ARHGEF5
Apba2	APBA2
Noto	NOTO
Rnf41	RNF41
Gpr19	GPR19
Itpa	ITPA
Lipo2	LIPJ
Cplx2	CPLX2
C330007P06Rik	CXorf56
Pcdhb3	
Acox1	ACOX1
4932411N23Rik	DMTF1
Pcdha4	
Syne4	SYNE4
Gucy1a3	GUCY1A3
Ggcx	GGCX
Pcdh7	PCDH7
Zmym2	ZMYM2
Eif3i	EIF3I
Stard8	STARD8
Myo5c	MYO5C
Dab2	DAB2
Psip1	ENSOARG00000014002
Psip1	ENSOARG00000019335
Prpf39	PRPF39
Dazap1	DAZAP1
Tesmin	TESMIN
Pitpnc1	PITPNC1
Sec14l4	SEC14L6
Zfp879	
Vmp1	VMP1
Tesc	ENSOARG00000016511
Pcdhb8	
Atp1a3	ATP1A3
Trav5-4	ENSOARG00000019580
Trav5-4	ENSOARG00000019589
Pcdha6	
Hoxc4	HOXC4
Cfap45	CFAP45
Ola1	OLA1
Slc27a3	SLC27A3
Lep	LEP
Tulp1	TULP1
Arl8a	
Olfr166	OR2L13
Adgrb3	ADGRB3
Pcdhb15	PCDHB7
Dynlrb2	DYNLRB2
Smyd5	SMYD5
Pcdhb18	
Ptger2	PTGER2
Tph1	TPH1
Gatm	GATM
Dnajc6	DNAJC6
Tmem132e	TMEM132E
Ptgdr	PTGDR
Pcdhgb8	ENSOARG00000006743
Cdyl2	CDYL2
Adtrp	ADTRP
Prkci	PRKCI
Tex13b	ENSOARG00000018555
Tex13b	ENSOARG00000000673
Bub1b	BUB1B
Ppfibp2	PPFIBP2
Il20	IL20
Gm45015	ENSOARG00000007816
C1qtnf1	C1QTNF1
Vsig1	VSIG1
Klc2	KLC2
Mmp15	MMP15
Zfp263	ENSOARG00000001622
Hibadh	ENSOARG00000009300
Hibadh	ENSOARG00000011237
Tmcc3	TMCC3
Trove2	TROVE2
Lrrc8d	LRRC8D
Zfyve21	ENSOARG00000006331
Ear6	ENSOARG00000019719
Psd	PSD
Rufy2	RUFY2
Mtmr12	MTMR12
Taf7	TAF7
Vsig8	VSIG8
Vav1	VAV1
Id4	
Ccdc69	CCDC69
Grm6	GRM6
Pcdhga1	
Cldn34c4	CLDN34
St8sia3	ST8SIA3
Fkbp3	FKBP3
Zfp275	
Akap4	AKAP4
Pofut2	POFUT2
Rsc1a1	RSC1A1
Pcdhga7	
Ddi2	RSC1A1
Plekhf2	PLEKHF2
Pcdhb11	
Ifi44	IFI44
Myf6	MYF6
Trav6-7-dv9	ENSOARG00000002663
Trav6-7-dv9	ENSOARG00000001017
Trav6-7-dv9	ENSOARG00000019582
Trav6-7-dv9	ENSOARG00000019546
Trav6-7-dv9	ENSOARG00000019573
Mogs	MOGS
Il19	IL19
Zbtb49	ENSOARG00000007577
Fbxw8	FBXW8
Zfp626	ENSOARG00000005329
Rhoh	RHOH
Klf3	KLF3
Atp6v1d	ATP6V1D
Senp7	SENP7
Ccdc88a	CCDC88A
Slc25a51	ENSOARG00000008225
Gap43	GAP43
Car12	CA12
Wdr93	WDR93
Med27	ENSOARG00000006411
Pcdha11	
Ltbp2	LTBP2
Zscan4f	ENSOARG00000003741
Zscan4f	ENSOARG00000003702
Thoc3	THOC3
Msmo1	MSMO1
Olfr866	OR7E24
Gpr137b	GPR137B
Zfp628	ENSOARG00000001314
Gm18336	ENSOARG00000007816
Rcor1	RCOR1
Mrvi1	MRVI1
Trib1	TRIB1
Ift74	IFT74
Engase	ENGASE
Cyb5r2	CYB5R2
AA467197	C15orf48
Krtcap3	KRTCAP3
Uqcr10	UQCR10
Chpt1	ENSOARG00000015196
Usf2	USF2
1600014C10Rik	C19orf12
C1rl	C1RL
Akr7a5	ENSOARG00000009900
Akr7a5	ENSOARG00000009992
Ppp1r13b	PPP1R13B
Slc25a2	
Rbm28	RBM28
Hmgn3	HMGN3
Pcdhga12	
Gabra1	GABRA1
Mesp1	
Slc9a7	SLC9A7
Cnr2	CNR2
Nat14	
Stk33	STK33
Ust	UST
Gfm2	GFM2
Gm2a	GM2A
Matk	MATK
Olfr167	ENSOARG00000012049
Olfr167	ENSOARG00000007952
Olfr167	ENSOARG00000012118
Smco4	SMCO4
Slc38a5	SLC38A5
Smim23	SMIM23
Map9	MAP9
Cmc2	CMC2
Rabgap1l	RABGAP1L
Eif2s1	EIF2S1
Atrx	ATRX
Slc10a2	SLC10A2
H2-Oa	HLA-DOA
Psmd12	PSMD12
Cpa6	CPA6
Gpr37l1	ENSOARG00000000599
Olfr168	OR2L13
Pax3	PAX3
C1ra	C1R
Olfr169	OR2AJ1
Fam81b	FAM81B
Lcmt1	LCMT1
Rps5	RPS5
Fuca1	FUCA1
Trbv3	TRBV2
Serpinb10	SERPINB10
Pcdha5	
Igf2r	IGF2R
Tm4sf4	TM4SF4
Pcdhb16	
Lrrc19	LRRC19
BC005624	C9orf78
Dars	DARS
Ift46	IFT46
Parm1	PARM1
Serpinb2	ENSOARG00000005159
Serpinb2	ENSOARG00000006889
Cct6b	CCT6B
Cyp2b19	CYP2B6
Mtbp	MTBP
Wbp1	WBP1
Hnrnph3	HNRNPH3
Arhgap17	ARHGAP17
Trbv4	
Mesp2	ENSOARG00000011783
Trbv5	ENSOARG00000015694
Agmat	AGMAT
Creg2	CREG2
Efnb1	EFNB1
Zmat5	ZMAT5
Cct2	CCT2
Ppp1r3b	PPP1R3B
Cfap126	CFAP126
Mrgprx1	ENSOARG00000009899
Pgd	PGD
Prpf4	PRPF4
Zfp59	ENSOARG00000005329
Cenpn	CENPN
Ung	UNG
Msrb2	MSRB2
Lasp1	LASP1
Zfp607a	ENSOARG00000005329
Ecd	ECD
Gtpbp4	GTPBP4
Elf3	ELF3
Gpnmb	GPNMB
Cabp7	CABP7
Chml	CHML
Ptprq	PTPRQ
Tradd	TRADD
Opn3	
1700013F07Rik	C1orf194
Tax1bp1	TAX1BP1
Cbx7	CBX7
Hamp2	HAMP
Pcdha1	
Desi1	DESI1
Psmd3	PSMD3
Ddr1	DDR1
5330417C22Rik	KIAA1324
AC164597.1	A1BG
Taok2	TAOK2
Arhgef10	ARHGEF10
Lsr	LSR
Gpr142	GPR142
Ndufaf6	NDUFAF6
Rnpep	RNPEP
Rilp	
Olfr691	OR52B2
Sycp3	SYCP3
Guca1b	GUCA1B
Herc3	HERC3
Anln	ANLN
Gm21637	ENSOARG00000005468
Gm21637	ENSOARG00000018594
Gm21637	ENSOARG00000005485
Ptf1a	ENSOARG00000002426
Psmd10	PSMD10
Xrcc6	ENSOARG00000009448
Xrcc6	ENSOARG00000018400
Unc5a	UNC5A
Olfr170	OR2AJ1
Poli	POLI
Fam84b	FAM84B
Slc5a9	SLC5A9
Pcdha9	
Mss51	MSS51
Psmb4	PSMB4
Crls1	CRLS1
Slc7a4	SLC7A4
Acad8	ACAD8
Olfr171	OR2AJ1
Ybx1	YBX1
Rabl2	ENSOARG00000020039
Rabl2	ENSOARG00000012157
Mrps25	ENSOARG00000017225
Pdgfd	PDGFD
Rnf225	
Skida1	SKIDA1
Ihh	IHH
Nr2c2	NR2C2
Hrk	
Eri1	ERI1
Slc35b2	SLC35B2
Vmn1r238	ENSOARG00000011410
Vmn1r238	VN1R1
Sdhaf4	ENSOARG00000011290
Sdhaf4	ENSOARG00000017533
Simc1	SIMC1
Casq1	CASQ1
Pcdhga9	
Mas1	MAS1
Atg4a	ATG4A
Sfmbt2	SFMBT2
P2rx6	P2RX6
Cul2	CUL2
Zscan4-ps2	ENSOARG00000003741
Zscan4-ps2	ENSOARG00000003702
Mybpc3	MYBPC3
Apobec3	ENSOARG00000016290
Ifi44l	IFI44L
Ddi1	DDI1
Hk3	HK3
Myh9	MYH9
Nhej1	NHEJ1
Bdh2	BDH2
Hoxd9	ENSOARG00000017504
Zfp974	ENSOARG00000005329
Olfr15	OR2C1
Mrpl13	ENSOARG00000017405
Mrpl13	ENSOARG00000019181
Mrpl47	MRPL47
Ap2a2	AP2A2
Onecut2	ONECUT2
Zfp169	ZNF169
Ptgfr	PTGFR
Psme2b	PSME2
Itgb8	ITGB8
Col15a1	COL15A1
Prmt8	PRMT8
B3gnt5	B3GNT5
Rnft2	RNFT2
4833439L19Rik	KIAA1191
Actl6a	ACTL6A
Dusp2	ENSOARG00000014009
Chrna9	CHRNA9
Kcnj3	ENSOARG00000008000
Hoxd4	HOXD4
Pcdhga6	
Dnajc1	DNAJC1
Txndc16	TXNDC16
Cracr2a	CRACR2A
9530077C05Rik	KIAA0895
Nap1l5	NAP1L5
Gm5150	SIRPB2
Gm5150	ENSOARG00000018467
Gm5150	ENSOARG00000007600
Fbxl8	ENSOARG00000002730
Hoxd8	HOXD8
Serpina3i	ENSOARG00000015253
Serpina3i	ENSOARG00000009286
Serpina3i	ENSOARG00000015292
Lmod2	LMOD2
Pcdhga3	
Il10	IL10
Foxa2	FOXA2
Gfra1	GFRA1
Gm28230	
Zfp597	ZNF597
Hoxd3	HOXD3
Ints3	INTS3
Adcy10	ADCY10
Wdr64	WDR64
Deup1	DEUP1
Rp9	RP9
Tnni3	TNNI3
Il17a	IL17A
Trnau1ap	TRNAU1AP
Olfr692	OR52W1
Mrpl45	MRPL45
Cluap1	CLUAP1
Ralgapa1	RALGAPA1
Lrcol1	LRCOL1
Calr3	CALR3
Olfr1396	
Apob	APOB
Nsa2	ENSOARG00000004426
Nsa2	ENSOARG00000019608
Aldh16a1	ALDH16A1
Mettl14	METTL14
Dnajc16	DNAJC16
Fam185a	FAM185A
Dock9	DOCK9
Mrto4	ENSOARG00000000901
Il15	IL15
Gm37388	
Gm6169	ENSOARG00000003889
Tmed8	TMED8
Pcdha8	
Uchl5	UCHL5
Dnaaf3	ENSOARG00000001804
Fnbp4	FNBP4
Hexb	ENSOARG00000004593
Hexb	ENSOARG00000004700
Pcdhga11	
Mllt10	ENSOARG00000000698
Mllt10	ENSOARG00000004483
Samd15	SAMD15
Anpep	ANPEP
Dus1l	DUS1L
Hamp	HAMP
Ndufb5	NDUFB5
Mecom	MECOM
Ttll8	TTLL8
Trav7-6	ENSOARG00000002686
Gm20695	CLUAP1
1700001C19Rik	ENSOARG00000003183
1700037C18Rik	C16orf90
Ano4	ANO4
Tmem30b	TMEM30B
Fam169a	FAM169A
Sstr4	
AI661453	C6orf132
Pdrg1	PDRG1
Thbd	THBD
Il5	IL5
Sdhc	SDHC
Cd93	CD93
Sec24d	SEC24D
Gprc5c	GPRC5C
Itsn2	ITSN2
Slc4a11	SLC4A11
Gpr137c	GPR137C
Zfp174	ZNF174
Prkch	PRKCH
Ssc5d	SSC5D
Lrrc75a	LRRC75A
Pcdhb19	
Mrgprb5	ENSOARG00000009899
Ovch2	OVCH2
Fbrsl1	FBRSL1
Pcdhgc5	
Naa60	NAA60
Nacad	NACAD
Olfr867	
Gja3	GJA3
Sbk2	SBK2
Agmo	AGMO
C1s1	C1S
Derl2	DERL2
Olfr868	OR7E24
Diaph2	DIAPH2
Skil	SKIL
Lgr5	LGR5
Gjb2	GJB2
Fam126b	FAM126B
Ptger1	ENSOARG00000005678
Pih1d1	PIH1D1
Spin2g	ENSOARG00000005468
Spin2g	ENSOARG00000018594
Spin2g	ENSOARG00000005485
Gm5901	C11orf42
Nedd4l	NEDD4L
Plekhf1	PLEKHF1
Gpr179	GPR179
Wwtr1	WWTR1
Fam160a2	FAM160A2
Hmgcl	HMGCL
Pkn1	PKN1
Flot2	FLOT2
4930444G20Rik	SENP2
Klhl6	KLHL6
Cct7	CCT7
4921504E06Rik	ENSOARG00000002579
Fbxo30	FBXO30
Sis	SI
Nxt1	
Pcdhb2	
Asb7	ASB7
Atp1a4	ATP1A4
Pcdhb20	
Itgam	ITGAM
Atmin	ENSOARG00000016150
Atmin	ENSOARG00000019117
Atmin	ENSOARG00000008261
Zfp324	ENSOARG00000003860
Scml4	SCML4
Sbk3	SBK3
Col4a6	COL4A6
Pcdhga4	
Mier3	MIER3
Ephb3	EPHB3
Pcdhb5	
Mex3b	MEX3B
Pcdhgb5	ENSOARG00000006743
Aph1b	APH1B
Pcdhgb2	ENSOARG00000006743
Ttll11	TTLL11
Mis12	ENSOARG00000013454
Mis12	ENSOARG00000004258
Pcdh15	PCDH15
Mapkapk2	MAPKAPK2
Pcdhac1	
Fam98c	FAM98C
Mgst2	MGST2
C1s2	C1S
Prex2	PREX2
Socs7	SOCS7
Ahi1	AHI1
Pradc1	PRADC1
C1rb	C1R
Ift172	IFT172
Zfp454	ZNF454
Clcn5	CLCN5
Csf3	CSF3
Ampd1	AMPD1
Pcdha2	
Mrgprb4	ENSOARG00000009899
Ilf3	ILF3
Pja1	PJA1
Rfx8	RFX8
Zfp92	ZFP92
Gnb5	GNB5
Gnb5	ENSOARG00000001549
Emc1	EMC1
Mob4	MOB4
Noxred1	NOXRED1
Serpinb8	SERPINB8
Rasgrp4	RASGRP4
Sapcd2	
Pak6	ENSOARG00000020143
Kmt2c	KMT2C
2410131K14Rik	C12orf49
Macc1	MACC1
Zfp326	ZNF326
Ier5	ENSOARG00000005256
Selenbp1	SELENBP1
Mast3	MAST3
Phf11d	ENSOARG00000007811
Phf11d	ENSOARG00000008531
Shmt1	SHMT1
Pcdhb17	
Pcdha12	
Gps2	GPS2
Nin	NIN
Vps26b	ENSOARG00000013483
Smyd4	SMYD4
Kif1b	KIF1B
Thyn1	THYN1
Alg11	ALG11
Fgf18	FGF18
Epm2a	EPM2A
Stt3a	STT3A
Pcdhb9	
Rev3l	REV3L
Pcdhgb6	ENSOARG00000006743
Nsun2	NSUN2
Parl	ENSOARG00000020638
Farsb	FARSB
Cyp2a5	ENSOARG00000007128
Dtwd2	DTWD2
Zfp579	
Fam228a	ENSOARG00000017896
Nid1	NID1
Cacna2d1	CACNA2D1
Cela2a	ENSOARG00000009816
Cdkn1b	CDKN1B
Myc	MYC
Exo1	EXO1
Usp54	USP54
Scarf1	SCARF1
1700030J22Rik	C16orf46
Slc39a14	ENSOARG00000010938
Pcyox1	PCYOX1
Ctrc	CTRC
Tmem9	TMEM9
Gcsh	ENSOARG00000001394
Zfp830	ZNF830
Scamp5	SCAMP5
Alg3	ALG3
Zfp330	ZNF330
Hltf	HLTF
Pcdhgb7	ENSOARG00000006743
Prkd1	PRKD1
Ccdc138	CCDC138
Arpc5	ARPC5
Sash1	SASH1
Casp9	CASP9
Lins1	
Cd300a	ENSOARG00000012547
Cd300a	ENSOARG00000012641
Smcr8	SMCR8
Prrt4	PRRT4
Zic3	ZIC3
Ankrd42	ENSOARG00000005432
Rab7b	RAB7B
Zscan4-ps3	ENSOARG00000003741
Zscan4-ps3	ENSOARG00000003702
Ggt5	GGT5
Ppp3cb	PPP3CB
Zfp770	ZNF770
Ppp6r3	PPP6R3
Crhr1	ENSOARG00000011170
Fam135a	FAM135A
Sgpp2	SGPP2
Brd2	BRD2
Gabpb2	GABPB2
Cd3g	CD3G
Olfr469	OR5P2
Ckm	CKM
Slc39a2	SLC39A2
Olfr869	OR7E24
Arhgap23	ARHGAP23
Tmem234	TMEM234
Tmem28	FAM155B
Pop4	POP4
Mettl17	METTL17
Xkr7	XKR7
Ubr4	UBR4
Rbm33	RBM33
Ctr9	CTR9
Astl	ASTL
Gipc2	GIPC2
Dnah3	DNAH3
Med8	MED8
Kcnt1	KCNT1
Rnf183	
Cdc42se1	CDC42SE1
Celf2	CELF2
Srd5a1	ENSOARG00000014965
Acacb	ACACB
Fbxl13	FBXL13
Papd7	PAPD7
Ino80b	ENSOARG00000012669
Fkbp5	FKBP5
Mllt11	MLLT11
Atp6v0b	ATP6V0B
Gjb6	GJB6
Slc23a3	SLC23A3
Xpot	XPOT
Dcun1d3	DCUN1D3
Tlr1	TLR1
Mmgt2	ENSOARG00000011561
Mmgt2	ENSOARG00000006782
Ccdc90b	CCDC90B
Cd300lb	CD300LB
Dyrk3	DYRK3
Ncf2	NCF2
Mfhas1	MFHAS1
Dph6	DPH6
Shisa6	ENSOARG00000014784
Lyrm1	LYRM1
Adarb1	ADARB1
Cdk9	CDK9
Dnah9	DNAH9
Wasl	WASL
Olfr470	OR5P2
Gpr162	GPR162
Klhl2	KLHL2
Svopl	SVOPL
Mrgprb8	ENSOARG00000009899
Zbed3	
Muc6	
Eda	EDA
Med24	MED24
Olfr1416	ENSOARG00000000232
Mrgprb1	ENSOARG00000009899
Tmf1	TMF1
Olfr872	OR7E24
Igsf8	IGSF8
Slc9b2	SLC9B2
Lmo4	LMO4
Rchy1	RCHY1
Tmem167b	TMEM167B
Lrrc17	LRRC17
Ascl5	
Ccdc28b	
Zfp580	
Cd4	CD4
Pdcl2	PDCL2
Mrgprx2	ENSOARG00000009899
Pmfbp1	ENSOARG00000003692
Pmfbp1	ENSOARG00000000997
Gm44973	
Mr1	MR1
Hsp90ab1	HSP90AB1
Ccdc106	CCDC106
Creb3l1	CREB3L1
Nek5	NEK5
Brk1	ENSOARG00000002190
Brk1	ENSOARG00000005090
Slamf8	SLAMF8
Lrrfip1	LRRFIP1
Grhl1	GRHL1
Maml3	MAML3
Ccm2l	CCM2L
Mrgprb2	ENSOARG00000009899
Tlr6	TLR6
Gm3604	
Zfp446	ENSOARG00000003865
Olfr1415	ENSOARG00000000232
Drap1	DRAP1
Iqcc	IQCC
Cep83	CEP83
Cd3d	CD3D
Olfr39	
Tgm5	TGM5
Olfr1414	ENSOARG00000000232
Frs2	FRS2
Zfp865	
Taf13	TAF13
Senp8	ENSOARG00000021176
Senp8	ENSOARG00000011664
Tmem196	TMEM196
Mfsd13a	MFSD13A
Atp1a2	ATP1A2
Pdpk1	PDPK1
Plch1	PLCH1
Olfr873	OR7E24
Lig3	LIG3
Dcdc2b	DCDC2B
Zfp524	
Rbfox3	RBFOX3
Slc36a3	SLC36A3
Lipo1	LIPJ
Ptrh2	PTRH2
Emcn	EMCN
Zfp784	ZNF784
Fcrl6	FCRL6
Car9	CA9
Fiz1	ENSOARG00000001171
Impg2	IMPG2
Atp6v1h	ATP6V1H
Ankib1	ANKIB1
Nrxn3	ENSOARG00000017523
Nrxn3	ENSOARG00000002780
Jph4	JPH4
Npdc1	ENSOARG00000000303
Npdc1	ENSOARG00000000311
Pip5k1b	PIP5K1B
2310034G01Rik	
Fam114a1	FAM114A1
Serpinf1	SERPINF1
Mbd2	ENSOARG00000004770
Zzz3	ZZZ3
Ndc1	NDC1
Slc30a4	SLC30A4
Plek2	PLEK2
Igf1r	IGF1R
Sult2a5	SULT2A1
Lca5	LCA5
Otogl	OTOGL
Bag4	BAG4
Nkrf	NKRF
Npy2r	NPY2R
Ddhd2	DDHD2
Pou6f1	POU6F1
Trim66	TRIM66
Ssxb9	ENSOARG00000012563
Zfp780b	ENSOARG00000005329
Malsu1	MALSU1
Trex2	TREX2
Helz	HELZ
Rtkn	RTKN
Ssxb10	ENSOARG00000012563
Fam117a	FAM117A
Prrt1	PRRT1
Ssxb1	ENSOARG00000012563
Igf2bp3	IGF2BP3
Hsf4	HSF4
Sertad4	SERTAD4
Clec4g	CLEC4G
Nf2	NF2
Syt10	SYT10
Vhl	ENSOARG00000005067
Mta3	ENSOARG00000006350
Mta3	ENSOARG00000007373
Nmu	ENSOARG00000001999
Nmu	ENSOARG00000014763
Nyap2	NYAP2
Lipf	
Wsb1	ENSOARG00000000087
Slc43a2	SLC43A2
Ttc36	TTC36
Rgs20	RGS20
Tbata	TBATA
Celf5	CELF5
Med13l	MED13L
Wdr5	WDR5
Lag3	LAG3
Tmem25	TMEM25
Tob1	TOB1
Wfikkn2	WFIKKN2
Zfp708	
Cmas	CMAS
Dst	ENSOARG00000005969
1700030K09Rik	C19orf44
Psme3	PSME3
Rbm47	RBM47
Abtb2	ABTB2
Aggf1	AGGF1
Tbrg4	TBRG4
Atp2b1	ATP2B1
Entpd2	ENTPD2
Zfp712	ZNF471
Gzf1	GZF1
Phf11c	ENSOARG00000007811
Phf11c	ENSOARG00000008531
Cdyl	ENSOARG00000000065
Lrrn4	LRRN4
Cherp	CHERP
Zbtb20	ZBTB20
Atf2	ATF2
Wdr54	WDR54
Cltc	CLTC
Esr1	ESR1
Aph1c	APH1B
Emilin1	EMILIN1
Ak5	AK5
Shb	SHB
Cdk3-ps	CDK3
Pnisr	PNISR
Ccser2	CCSER2
Ndufa8	NDUFA8
Slc36a4	SLC36A4
Ssxb2	ENSOARG00000012563
Efnb2	EFNB2
Dhx38	DHX38
Pbk	PBK
Mark4	MARK4
Galnt9	ENSOARG00000011558
Tmem229b	TMEM229B
Trp53inp1	TP53INP1
Nrp2	NRP2
Morn5	MORN5
4930550L24Rik	ENSOARG00000000494
4930550L24Rik	ENSOARG00000010738
4930550L24Rik	ENSOARG00000007410
4930550L24Rik	ENSOARG00000009410
Wdr31	WDR31
Ccdc125	CCDC125
Gale	GALE
Tgm7	TGM7
Nfx1	NFX1
Sdhaf1	ENSOARG00000011284
Cdh7	CDH7
Stx6	STX6
Setdb2	SETDB2
Rnf150	RNF150
Ap3s2	
Lrfn3	LRFN3
Napb	NAPB
Hnrnpdl	ENSOARG00000000824
Rp2	RP2
Adal	ADAL
Cdc20	CDC20
Cnppd1	CNPPD1
Sh3bgrl2	SH3BGRL2
C1galt1c1	C1GALT1C1
Lyar	LYAR
Cdk7	CDK7
Fam171b	FAM171B
Traf3	TRAF3
Usp20	USP20
Elovl1	ELOVL1
Dgkb	DGKB
Zfy2	ZFX
Cacna1s	CACNA1S
Cd300c	ENSOARG00000012547
Cd300c	ENSOARG00000012641
Mrgprb3	ENSOARG00000009899
Evpl	EVPL
Tyrp1	TYRP1
Stmn2	STMN2
1700019N19Rik	C10orf82
Fasn	FASN
Sppl2c	SPPL2C
Slc35d3	SLC35D3
Tspo2	TSPO2
Il17f	IL17F
Tmem219	TMEM219
Noc4l	NOC4L
Dcc	DCC
Irak2	IRAK2
Slc9b1	SLC9B1
Jazf1	ENSOARG00000009144
Gm45902	ENSOARG00000007369
Fermt1	FERMT1
Leprot	
Otud1	ENSOARG00000004506
Irs1	IRS1
Dph2	DPH2
Mast2	MAST2
Hspa14	HSPA14
Zfp850	ENSOARG00000005329
Dusp23	DUSP23
Cd209a	
Mcm3	MCM3
Cntrl	CNTRL
Ncapd3	NCAPD3
Olfr520	ENSOARG00000006770
Olfr520	ENSOARG00000010968
Olfr520	ENSOARG00000006751
Wdr53	WDR53
Npy5r	NPY5R
Pdcd2l	ENSOARG00000004518
Lcmt2	
Ndufb10	NDUFB10
Olfr521	ENSOARG00000006770
Olfr521	ENSOARG00000010968
Olfr521	ENSOARG00000006751
Rapgef1	RAPGEF1
Alox8	ALOX15B
Sept6	SEPT6
St8sia1	ST8SIA1
Srp68	SRP68
Haus7	HAUS7
Mtnr1b	MTNR1B
Cd300ld	ENSOARG00000012487
Cd300ld	ENSOARG00000012387
Cd300ld	ENSOARG00000012483
Cd300ld	ENSOARG00000001179
Cd300ld	ENSOARG00000012423
Adra2b	
Fgf13	FGF13
Atp6v1f	ATP6V1F
Slc26a9	SLC26A9
Wdr26	WDR26
Sufu	SUFU
Rffl	ENSOARG00000007928
Zswim2	ZSWIM2
