Gene name	Chicken gene name
Mesdc2	MESDC2
Mest	MEST
Met	MET
Metap1	METAP1
Metap2	METAP2
Gm23153	Metazoa_SRP
Gm26461	Metazoa_SRP
Rn7s6	Metazoa_SRP
Gm24514	Metazoa_SRP
Rn7s1	Metazoa_SRP
Gm24105	Metazoa_SRP
Rn7s2	Metazoa_SRP
Gm24812	Metazoa_SRP
Metrn	METRN
Metrnl	METRNL
Mettl11b	METTL11B
Mettl13	METTL13
Mettl14	METTL14
Mettl15	METTL15
Mettl16	METTL16
Mettl18	METTL18
Mettl21a	METTL21A
Mettl21c	METTL21C
Mettl22	METTL22
Mettl4	METTL4
Mettl5	METTL5
Mettl6	METTL6
Mettl8	METTL8
Mettl9	METTL9
Mex3a	MEX3A
Mex3b	MEX3B
Mfap1b	MFAP1
Mfap1a	MFAP1
Mfap2	MFAP2
Mfap3	MFAP3
Mfap3l	MFAP3L
Mfap5	MFAP5
Mff	MFF
Mfge8	MFGE8
Mfhas1	MFHAS1
Mfn1	MFN1
Mfn2	MFN2
Mfng	MFNG
Mfsd1	MFSD1
Mfsd10	MFSD10
Mfsd11	MFSD11
Mfsd12	MFSD12
Mfsd13a	MFSD13A
Mfsd2a	MFSD2A
Mfsd2b	MFSD2B
Mfsd4a	MFSD4A
Mfsd4b3	MFSD4B
Mfsd4b5	MFSD4B
Mfsd4b1	MFSD4B
Mfsd4b4	MFSD4B
Mfsd4b2	MFSD4B
Mfsd5	MFSD5
Mfsd6	MFSD6
Mfsd7a	MFSD7
Mfsd8	MFSD8
Mfsd9	MFSD9
Mgat2	MGAT2
Mgat3	MGAT3
Mgat4a	MGAT4A
Mgat4b	MGAT4B
Mgat4c	MGAT4C
Mgat5	MGAT5
Mgat5b	MGAT5B
Mgea5	MGEA5
Mgll	MGLL
Grm5	mGluR5a
Mgme1	MGME1
Mgmt	MGMT
Mgp	MGP
Mgrn1	MGRN1
Mgst1	MGST1
Mgst2	MGST2
Mgst3	MGST3
Mia3	MIA3
Mib1	MIB1
Mib2	MIB2
Mical2	MICAL2
Micall1	MICALL1
Micall2	MICALL2
Micu1	MICU1
Micu2	MICU2
Micu3	MICU3
Mid1	MID1
Mid1ip1	MID1IP1
Mid2	MID2
Midn	MIDN
Mief1	MIEF1
Mief2	MIEF2
Mien1	MIEN1
Mier1	MIER1
Mif4gd	MIF4GD
Miga1	MIGA1
Miga2	MIGA2
Lect2	MIM1
Fam63a	MINDY1
Fam63b	MINDY2
Fam188a	MINDY3
Fam188b	MINDY4
Fam188b2-ps	MINDY4B
Minos1	MINOS1
Minpp1	MINPP1
Mip	MIP
Mipep	MIPEP
Mipol1	MIPOL1
Mis12	MIS12
Mis18a	MIS18A
Mitd1	MITD1
Mitf	MITF
Mixl1	MIXL1
Mkks	MKKS
Mkl1	MKL1
Mkl2	MKL2
Mkln1	MKLN1
Mknk2	MKNK2
Mkrn2	MKRN2
Mks1	MKS1
Mkx	MKX
Mlana	MLANA
Mlc1	MLC1
Mlec	MLEC
Mlf1	MLF1
Mlf2	MLF2
Mlh1	MLH1
Mlh3	MLH3
Mlip	MLIP
Mlkl	MLKL
Mllt1	MLLT1
Mllt10	MLLT10
Mllt11	MLLT11
Mllt3	MLLT3
Mllt6	MLLT6
Mlph	MLPH
Mlst8	MLST8
Mlx	Mlx
Mlxip	MLXIP
Mlxipl	MLXIPL
Mmaa	MMAA
Mmachc	MMACHC
Mmadhc	MMADHC
Mmd	MMD
Mmd2	MMD2
Mme	MME
Mmel1	MMEL1
Mmgt2	MMGT1
Mmgt1	MMGT1
Mmp11	MMP11
Mmp13	MMP13
Mmp15	MMP15
Mmp16	MMP16
Mmp2	MMP2
Mmp23	MMP23B
Mmp24	MMP24
Mmp27	MMP27
Mmp28	MMP28
Mmp7	MMP7
Mmp9	MMP9
Mmrn1	MMRN1
Mms19	MMS19
Mms22l	MMS22L
Mnat1	MNAT1
Mnd1	MND1
Mns1	MNS1
Mnt	MNT
Mnx1	MNX1
Mob1a	MOB1A
Mob1b	MOB1B
Mob2	MOB2
Mob3a	MOB3A
Mob3b	MOB3B
Mob3c	MOB3C
Mocos	MOCOS
Mocs1	MOCS1
Mocs2	MOCS2
Mocs3	MOCS3
Mogat1	MOGAT1
Mogat2	MOGAT2
Mogs	MOGS
Mok	MOK
Mon1a	MON1A
Mon2	MON2
Morc3	MORC3
Morn2	MORN2
Morn3	MORN3
Morn4	MORN4
Morn5	MORN5
Mos	MOS
Mospd1	MOSPD1
Mospd2	MOSPD2
Mov10	MOV10
Moxd1	MOXD1
Mpc1	MPC1
Mpdz	MPDZ
Pfpl	MPEG1
Mpeg1	MPEG1
Mpg	MPG
Mphosph10	MPHOSPH10
Mphosph6	MPHOSPH6
Mphosph9	MPHOSPH9
Mpi	MPI
Mpl	MPL
Mplkip	MPLKIP
Gm7102	MPLKIP
Mpnd	MPND
Mpp1	MPP1
Mpp2	MPP2
Mpp3	MPP3
Mpp4	MPP4
Mpp5	MPP5
Mpp6	MPP6
Mppe1	MPPE1
Mpped1	MPPED1
Mpped2	MPPED2
Mprip	MPRIP
Mpst	MPST
Mpv17	MPV17
Mpv17l2	MPV17L2
Mpz	MPZ
Mpzl2	MPZL2
Mpzl3	MPZL3
Mras	MRAS
Mrc1	MRC1L-D
Mrc2	MRC2
Mre11a	MRE11
Mreg	MREG
Mrgbp	MRGBP
Mri1	MRI1
Mrm1	MRM1
Mrm2	MRM2
Mrm3	MRM3
Mrpl1	MRPL1
Mrpl10	MRPL10
Mrpl12	MRPL12
Mrpl13	MRPL13
Mrpl14	MRPL14
Mrpl15	MRPL15
Mrpl16	MRPL16
Mrpl17	MRPL17
Mrpl18	MRPL18
Mrpl2	MRPL2
Mrpl20	MRPL20
Mrpl21	MRPL21
Mrpl22	MRPL22
Mrpl24	MRPL24
Mrpl27	MRPL27
Mrpl28	MRPL28
Mrpl3	MRPL3
Mrpl32	MRPL32
Mrpl33	MRPL33
Mrpl34	MRPL34
Mrpl35	MRPL35
Mrpl37	MRPL37
Mrpl38	MRPL38
Mrpl39	MRPL39
Mrpl40	MRPL40
Mrpl41	MRPL41
Mrpl42	MRPL42
Mrpl44	MRPL44
Mrpl45	MRPL45
Mrpl46	MRPL46
Mrpl47	MRPL47
Mrpl48	MRPL48
Mrpl50	MRPL50
Mrpl51	MRPL51
Mrpl53	MRPL53
Mrpl54	MRPL54
Mrpl57	MRPL57
Mrpl58	MRPL58
Mrpl9	MRPL9
Mrps10	MRPS10
Mrps11	MRPS11
Mrps12	MRPS12
Mrps14	MRPS14
Mrps15	MRPS15
Mrps18a	MRPS18A
Mrps18c	MRPS18C
Mrps2	MRPS2
Mrps21	MRPS21
Mrps22	MRPS22
Mrps23	MRPS23
Mrps25	MRPS25
Mrps26	MRPS26
Mrps27	MRPS27
Mrps31	MRPS31
Mrps33	MRPS33
Mrps35	MRPS35
Mrps36	MRPS36
Mrps5	MRPS5
Mrps6	MRPS6
Mrps7	MRPS7
Mrps9	MRPS9
Mrrf	MRRF
Mrs2	MRS2
Mrvi1	MRVI1
Msantd1	MSANTD1
Msantd2	MSANTD2
Msantd3	MSANTD3
Msantd4	MSANTD4
Msc	MSC
Msgn1	MSGN1
Msh2	MSH2
Msh3	MSH3
Msh4	MSH4
Msh6	MSH6
Msi1	MSI1
Msi2	MSI2
Msl2	MSL2
Msl3l2	MSL3
Msl3	MSL3
Msmb	MSMB
Msmo1	MSMO1
Msmp	MSMP
Msn	MSN
Msra	MSRA
Msrb1	MSRB1
Msrb3	MSRB3
Mss51	MSS51
Mst1	MST1
Mst1r	MST1R
Mstn	MSTN
Msto1	MSTO1
Msx1	MSX1
Msx2	MSX2
Mta1	MTA1
Mta3	MTA3
Mtbp	MTBP
Mtch1	MTCH1
Mtch2	Mtch2
Mtcl1	MTCL1
mt-Co1	MT-CO1
mt-Co2	MT-CO2
mt-Cytb	MT-CYB
Mtdh	MTDH
Mterf2	MTERF2
Mterf3	MTERF3
Mtf1	MTF1
Mtf2	MTF2
Mtfmt	MTFMT
Mtfp1	MTFP1
Mtfr1	MTFR1
Mtfr1l	MTFR1L
Mtfr2	MTFR2
Mtg2	MTG2
Mthfd1	MTHFD1
Mthfd1l	MTHFD1L
Mthfd2	MTHFD2
Mthfd2l	MTHFD2L
Mthfr	MTHFR
Mthfsd	MTHFSD
Mtif2	MTIF2
Mtif3	MTIF3
Mtmr1	MTMR1
Mtmr11	MTMR11
Mtmr12	MTMR12
Mtmr14	MTMR14
Mtmr2	MTMR2
Mtmr3	MTMR3
Mtmr4	MTMR4
Mtmr6	MTMR6
Mtmr9	MTMR9
mt-Nd2	MT-ND2
mt-Nd3	MT-ND3
mt-Nd4	MT-ND4
mt-Nd4l	MT-ND4L
Mtnr1a	MTNR1A
Mto1	MTO1
Mtor	MTOR
Mtpap	MTPAP
Mtpn	MTPN
Mtr	MTR
Mtrf1	MTRF1
Mtrr	MTRR
Mtss1	MTSS1
Mtss1l	MTSS1L
Mttp	MTTP
Mturn	MTURN
Mtx2	MTX2
Mtx3	MTX3
Muc6	MUC6
Mul1	MUL1
Musk	MUSK
Mut	MUT
Mvb12a	MVB12A
Mvb12b	MVB12B
Mvd	MVD
Mvk	MVK
Mvp	MVP
Mxd1	MXD1
Mxd3	MXD3
Mxd4	MXD4
Mxi1	MXI1
Mxra7	MXRA7
Mxra8	MXRA8
Myb	MYB
Mybbp1a	MYBBP1A
Mybl1	MYBL1
Mybl2	MYBL2
Mybpc1	MYBPC1
Mybpc3	MYBPC3
Mybphl	MYBPH
Mybph	MYBPH
Myc	MYC
Bmyc	MYC
Mycbp2	MYCBP2
Mycbpap	MYCBPAP
Mycl	MYCL
Mycn	MYCN
Mycs	MYCN
Myd88	MYD88
Mydgf	MYDGF
Gm9833	MYEF2
Myef2	MYEF2
Myf5	MYF5
Myf6	MYF6
Myh10	MYH10
Myh11	MYH11
Myh15	MYH15
Myh7b	MYH7B
Myh9	MYH9
Myl1	MYL1
Myl10	MYL10
Myl2	MYL2
Myl3	MYL3
Myl4	MYL4
Myl6	MYL6
Myl9	MYL9
Mylip	MYLIP
Mylk	MYLK
Mylk2	MYLK2
Mylk3	MYLK3
Mylk4	MYLK4
Mynn	MYNN
Myo10	MYO10
Myo16	MYO16
Myo18a	MYO18A
Myo18b	MYO18B
Myo1a	MYO1A
Myo1b	MYO1B
Myo1c	MYO1C
Myo1d	MYO1D
Myo1e	MYO1E
Myo1f	MYO1F
Myo1g	MYO1G
Myo1h	MYO1H
Myo3a	MYO3A
Myo3b	MYO3B
Myo5a	MYO5A
Myo5b	MYO5B
Myo5c	MYO5C
Myo6	MYO6
Myo7a	MYO7A
Myo7b	MYO7B
Myo9a	MYO9A
Myo9b	MYO9B
Myoc	MYOC
Myocd	MYOCD
Myod1	MYOD1
Myof	MYOF
Myog	MYOG
Myom1	MYOM1
Myom2	MYOM2
Myom3	MYOM3
Myot	MYOT
Myoz1	MYOZ1
Myoz2	MYOZ2
Mypn	MYPN
Myrf	MYRF
Myrfl	MYRFL
Mysm1	MYSM1
Myt1	MYT1
Myt1l	MYT1L
Mzb1	MZB1
Mzt1	MZT1
N4bp1	N4BP1
N4bp2l1	N4BP2L1
N6amt1	N6AMT1
Naa15	NAA15
Naa20	NAA20
Naa25	NAA25
Naa30	NAA30
Naa35	NAA35
Naa40	NAA40
Naa50	NAA50
Naaa	NAAA
Naaladl2	NAALADL2
Nab1	NAB1
Nabp1	NABP1
Nabp2	NABP2
Nacc2	NACC2
Nadk	NADK
Nadk2	NADK2
Nadsyn1	NADSYN1
Naf1	NAF1
Naga	NAGA
Naglu	NAGLU
Naif1	NAIF1
Nalcn	NALCN
Nampt	NAMPT
Nanos1	NANOS1
Nanp	NANP
Gm6741	NANP
Nans	NANS
Nap1l1	NAP1L1
Nap1l4	NAP1L4
Napa	NAPA
Napb	NAPB
Napepld	NAPEPLD
Napg	NAPG
Naprt	NAPRT
Narf	NARF
Narfl	NARFL
Nars	NARS
Nars2	NARS2
Nat10	NAT10
Nat8f7	NAT8B
Nat8f3	NAT8B
Nat8f6	NAT8B
Nat8f5	NAT8B
Nat8	NAT8B
Nat8f2	NAT8B
Nat8f4	NAT8B
Nat8f1	NAT8B
Natd1	NATD1
Nav3	NAV3
Naxd	NAXD
Nbeal1	NBEAL1
Nbeal2	NBEAL2
Nbn	NBN
Nbr1	NBR1
Ncald	NCALD
Ncam1	NCAM1
Ncam2	NCAM2
Ncan	NCAN
Ncapd2	NCAPD2
Ncapg	NCAPG
Ncapg2	NCAPG2
Ncbp1	NCBP1
Ncbp3	NCBP3
Ncdn	NCDN
Nceh1	NCEH1
Ncf1	NCF1
Ncf2	NCF2
Ncf4	NCF4
Nck2	NCK2
Nckap1	NCKAP1
Nckap1l	NCKAP1L
Nckipsd	NCKIPSD
Ncl	NCL
Ncln	NCLN
Ncmap	NCMAP
Ncoa1	NCOA1
Ncoa3	NCOA3
Ncoa4	NCOA4
Ncoa5	NCOA5
Ncoa6	NCOA6
Ncoa7	NCOA7
Ncor1	NCOR1
Ncor2	NCOR2
Ncs1	NCS1
Ncstn	NCSTN
mt-Nd1	ND1
mt-Nd5	ND5
Gm4076	ND5
mt-Nd6	ND6
Ndc1	NDC1
Ndc80	NDC80
Nde1	NDE1
Ndel1	NDEL1
Ndfip1	NDFIP1
Ndfip2	NDFIP2
Ndor1	NDOR1
Ndp	NDP
Ndrg3	NDRG3
Ndrg4	NDRG4
Ndst1	NDST1
Ndst4	NDST4
Ndufa1	NDUFA1
Ndufa10	NDUFA10
Ndufa12	NDUFA12
Ndufa2	NDUFA2
Ndufa4	NDUFA4
Ndufa5	NDUFA5
Ndufa6	NDUFA6
Ndufa8	NDUFA8
Ndufaf1	NDUFAF1
Ndufaf2	NDUFAF2
Ndufaf4	NDUFAF4
Ndufaf5	NDUFAF5
Ndufaf6	NDUFAF6
Ndufaf7	NDUFAF7
Ndufaf8	NDUFAF8
Ndufb10	NDUFB10
Ndufb2	NDUFB2
Ndufb3	NDUFB3
Ndufb4	NDUFB4
Ndufb5	NDUFB5
Ndufb6	NDUFB6
Ndufb7	NDUFB7
Ndufb9	NDUFB9
Ndufs1	NDUFS1
Ndufs2	NDUFS2
Ndufs3	NDUFS3
Ndufs4	NDUFS4
Ndufs5	NDUFS5
Ndufs6	NDUFS6
Ndufs7	NDUFS7
Ndufv1	NDUFV1
Ndufv2	NDUFV2
Gm27533	NEAT1_3
Necab1	NECAB1
Necab3	NECAB3
Necap1	NECAP1
Necap2	NECAP2
Nectin1	NECTIN1
Nectin3	NECTIN3
Nedd1	NEDD1
Nedd4	NEDD4
Nedd9	NEDD9
Nefh	NEFH
Nefl	NEFL
Nefm	NEFM
Negr1	NEGR1
Neil1	NEIL1
Neil2	NEIL2
Nek1	NEK1
Nek11	NEK11
Nek2	NEK2
Nek3	NEK3
Nek4	NEK4
Nek5	NEK5
Nek6	NEK6
Nek7	NEK7
Nek9	NEK9
Nelfa	NELFA
Nelfb	NELFB
Nelfcd	NELFCD
Nell1	NELL1
Nell2	NELL2
Nemf	NEMF
Nemp1	NEMP1
Nemp2	NEMP2
Nenf	NENF
Neo1	NEO1
Net1	NET1
Neto2	NETO2
Neu2	NEU2
Neu3	NEU3
Neu4	NEU4
Neurl1a	NEURL1
Neurl1b	NEURL1B
Neurl2	NEURL2
Neurod1	NEUROD1
Neurod2	NEUROD2
Neurod4	NEUROD4
Neurog1	NEUROG1
Nexn	NEXN
Nf1	NF1
Nf2	NF2
Nfasc	NFASC
Nfat5	NFAT5
Nfatc1	NFATC1
Nfatc2	NFATC2
Nfatc3	NFATC3
Nfe2l1	NFE2L1
Nfe2l2	NFE2L2
Nfib	NFIB
Nfil3	NFIL3
Nfix	NFIX
Nfkb1	NFKB1
Nfkb2	NFKB2
Nfkbia	NFKBIA
Nfkbib	NFKBIB
Nfkbie	NFKBIE
Nfkbiz	NFKBIZ
Nfrkb	NFRKB
Nfu1	NFU1
Nfx1	NFX1
Nfxl1	NFXL1
Nfya	NFYA
Nfyb	NFYB
Nfyc	NFYC
Ngb	NGB
Ngef	NGEF
Ngf	NGF
Ngfr	NGFR
Ngly1	NGLY1
Nhlh1	NHLH1
Nhlrc1	NHLRC1
Nhlrc2	NHLRC2
Nhlrc3	NHLRC3
Nhp2	NHP2
Nhs	NHS
Nhsl1	NHSL1
Nhsl2	NHSL2
Nid2	NID2
Nif3l1	NIF3L1
Nifk	NIFK
Nin	NIN
Ninj1	NINJ1
Ninj2	NINJ2
Nip7	NIP7
Nipa2	NIPA2
Nipal1	NIPAL1
Nipal2	NIPAL2
Nipal3	NIPAL3
Nipal4	NIPAL4
Nipsnap1	NIPSNAP1
Gbas	NIPSNAP2
Nisch	NISCH
Nit1	NIT1
Nit2	NIT2
Nkain4	NKAIN4
Nkd1	NKD1
Nkiras1	NKIRAS1
Nkiras2	NKIRAS2
Nkrf	NKRF
Nktr	NKTR
Nkx2-2	NKX2-2
Nkx2-3	NKX2-3
Nkx2-5	NKX2-5
Nkx2-9	NKX2-8
Nkx3-1	NKX3-1
Nkx3-2	NKX3-2
Nkx6-1	NKX6-1
Nkx6-2	NKX6-2
Nlgn1	nlgn1
Nlgn2	NLGN2
Nlgn3	NLGN3
Nlk	NLK
Nln	NLN
Nlrc3	NLRC3
Nlrc5	NLRC5
Nlrx1	NLRX1
Nmb	NMB
Nmbr	NMBR
Nmd3	NMD3
Nme3	NME3
Nme4	NME4
Nme5	NME5
Nme6	NME6
Nme7	NME7
Nme8	NME8
Nmnat1	NMNAT1
Nmnat2	NMNAT2
Nmnat3	NMNAT3
Nmral1	NMRAL1
Nmrk1	NMRK1
Nmrk2	NMRK2
Nmt1	NMT1
Nmt2	NMT2
Nmu	NMU
Nmur1	NMUR1
Nmur2	NMUR2
AC154550.1	NNT
Nnt	NNT
Noa1	NOA1
Nob1	NOB1
Noc2l	NOC2L
Noc3l	NOC3L
Noc4l	NOC4L
Noct	NOCT
Nod1	NOD1
Nog	NOG
Nol10	NOL10
Nol11	NOL11
Nol4	NOL4
Nol7	NOL7
Nol8	NOL8
Nolc1	NOLC1
Nono	NONO
Nop14	NOP14
Nop16	NOP16
Nop53	NOP53
Nop56	NOP56
Nop58	NOP58
Nos1	NOS1
Nos2	NOS2
Notch1	NOTCH1
Notch2	NOTCH2
Notum	NOTUM
Nov	NOV
Nova1	NOVA1
Nox1	NOX1
Nox3	NOX3
Nox4	NOX4
Noxa1	NOXA1
Noxred1	NOXRED1
Npas2	NPAS2
Npas3	NPAS3
Npat	NPAT
Npb	NPB
Npbwr1	NPBWR1
Npc1	NPC1
Npc2	NPC2
Npdc1	NPDC1
Npepl1	NPEPL1
Npffr1	NPFFR1
Npffr2	NPFFR2
Nphp1	NPHP1
Nphs2	NPHS2
Npl	NPL
Nploc4	NPLOC4
Npm1	NPM1
Npm3	NPM3
Npnt	NPNT
Npr1	NPR1
Npr3	NPR3
Nprl2	NPRL2
Nprl3	NPRL3
Nps	NPS
Npsr1	NPSR1
Nptn	NPTN
Nptx1	NPTX1
Nptx2	NPTX2
Npvf	NPVF
Npw	NPW
Npy	NPY
Npy1r	NPY1R
Npy2r	NPY2R
Npy5r	NPY5R
Nqo1	NQO1
Nqo2	NQO2
Nr0b2	NR0B2
Nr1d2	NR1D2
Nr1h4	NR1H4
Nr2c1	NR2C1
Nr2c2	NR2C2
Nr2c2ap	NR2C2AP
Nr2e1	NR2E1
Nr2e3	NR2E3
Nr2f1	NR2F1
Nr2f2	NR2F2
Nr2f6	NR2F6
Nr3c1	NR3C1
Nr3c2	NR3C2
Nr4a1	NR4A1
Nr4a2	NR4A2
Nr4a3	NR4A3
Nr5a1	NR5A1
Nr5a2	NR5A2
Nr6a1	NR6A1
Nrap	NRAP
Nrarp	NRARP
Nras	NRAS
Nrbf2	NRBF2
Nrbp1	NRBP1
Nrbp2	NRBP2
Nrcam	NRCAM
Nrd1	NRDC
Nrde2	NRDE2
Nrg1	NRG1
Nrg2	NRG2
Nrg4	NRG4
Nrgn	NRGN
Nrip1	NRIP1
Nrip3	NRIP3
Nrn1	NRN1
Nron	NRON
Nrp1	NRP1
Nrp2	NRP2
Nrsn1	NRSN1
Nrsn2	NRSN2
Nrtn	NRTN
Nrxn1	NRXN1
Nrxn3	NRXN3
Nsa2	NSA2
Nsd1	NSD1
Nsd2	NSD2
Nsd3	NSD3
Nsdhl	NSDHL
Nsfl1c	NSFL1C
Nsl1	NSL1
Nsmaf	NSMAF
Nsmce1	NSMCE1
Nsmce2	NSMCE2
Nsrp1	NSRP1
Nsun2	NSUN2
Nsun3	NSUN3
Nsun4	NSUN4
Nsun5	NSUN5
Nsun6	NSUN6
Nsun7	NSUN7
Nt5c1a	NT5C1A
Nt5c2	NT5C2
Nt5c3	NT5C3A
Nt5c3b	NT5C3B
Nt5dc1	NT5DC1
Nt5dc2	NT5DC2
AC152453.1	NT5DC3
Nt5dc3	NT5DC3
Nt5m	NT5M
Ntan1	NTAN1
Ntf3	NTF3
Nthl1	NTHL1
Ntm	NTM
Ntmt1	NTMT1
Ntn1	NTN1
Tbc1d24	NTN3
Ntn4	NTN4
Ntng1	NTNG1
Ntng2	NTNG2
Ntpcr	NTPCR
Ntrk1	NTRK1
Ntrk2	NTRK2
Ntrk3	NTRK3
Nts	NTS
Ntsr1	NTSR1
Nuak1	NUAK1
Nuak2	NUAK2
Nub1	NUB1
Nubp1	NUBP1
Nubp2	NUBP2
Nubpl	NUBPL
Nucb2	NUCB2
Nucks1	NUCKS1
Nudc	NUDC
Nudcd1	NUDCD1
Nudcd2	NUDCD2
Nudt1	NUDT1
Nudt12	NUDT12
Nudt13	NUDT13
Nudt14	NUDT14
Gm5519	NUDT15
Nudt15	NUDT15
Nudt16	NUDT16
1700080E11Rik	NUDT16
Nudt18	NUDT18
Nudt19	NUDT19
Nudt2	NUDT2
Nudt21	NUDT21
Nudt3	NUDT3
Nudt5	NUDT5
Nudt6	NUDT6
Nudt7	NUDT7
Nuf2	NUF2
Nufip1	NUFIP1
Nuggc	NUGGC
Numa1	NUMA1
Numb	NUMB
Nup107	NUP107
Nup133	NUP133
Nup153	NUP153
Nup155	NUP155
Nup210	NUP210
Nup214	NUP214
Nup37	NUP37
Nup43	NUP43
Nup54	NUP54
Nupl1	NUP58
Nup85	NUP85
Nup88	NUP88
Nup93	NUP93
Nup98	NUP98
Nusap1	NUSAP1
Nutf2	NUTF2
Nutf2-ps1	NUTF2
Nvl	NVL
Nwd2	NWD2
Nxnl1	NXNL1
Nxnl2	NXNL2
Nxpe3	NXPE3
Nxph1	NXPH1
Nxph2	NXPH2
Nxph3	NXPH3
Nxt2	NXT2
Nyap2	NYAP2
Nyx	NYX
Oaf	OAF
Oard1	OARD1
Oasl2	OASL
Oasl1	OASL
Oat	OAT
Oaz1	OAZ1
Oaz2	OAZ2
Obscn	OBSCN
Obsl1	OBSL1
Oca2	OCA2
Ocrl	OCRL
Odc1	ODC1
Odf2	ODF2
Odf2l	ODF2L
Ofd1	OFD1
Ogdh	OGDH
Ogdhl	OGDHL
Ogfod3	OGFOD3
Ogfrl1	OGFRL1
Ogg1	OGG1
Ogn	OGN
Ogt	OGT
Oip5	OIP5
Oit3	OIT3
Olah	OLAH
Olfm1	OLFM1
Olfm3	OLFM3
Olfm4	OLFM4
Olfml1	OLFML1
Olfml2a	OLFML2A
Olfml2b	OLFML2B
Olfml3	OLFML3
Olig2	OLIG2
Olig3	OLIG3
Oma1	OMA1
Omd	OMD
Omg	OMG
Onecut1	ONECUT1
Onecut2	ONECUT2
Onecut3	ONECUT3
Opa1	OPA1
Opa3	OPA3
Opcml	OPCML
Ophn1	OPHN1
Opn3	OPN3
Opn4	OPN4
Opn5	OPN5
Oprd1	OPRD1
Oprk1	OPRK1
Oprl1	OPRL1
Oprm1	OPRM1
Optc	OPTC
Optn	OPTN
Olfr279	OR11A1
Olfr96	OR11A1
Olfr266	OR11A1
Olfr78	OR51E2
Olfr1111	OR5AS1
Olfr221	OR5AU1
Orai1	ORAI1
Orai2	ORAI2
Oraov1	ORAOV1
Orc1	ORC1
Orc2	ORC2
Orc3	ORC3
Orc4	ORC4
Orc5	ORC5
Orc6	ORC6
Gm28778	ORMDL1
Ormdl1	ORMDL1
Ormdl2	ORMDL2
Ormdl3	ORMDL3
Osbp	OSBP
Osbp2	OSBP2
Osbpl11	OSBPL11
Osbpl1a	OSBPL1A
Osbpl2	OSBPL2
Osbpl3	OSBPL3
Osbpl5	OSBPL5
Osbpl6	OSBPL6
Osbpl7	OSBPL7
Osbpl8	OSBPL8
Osbpl9	OSBPL9
Oscp1	OSCP1
Oser1	OSER1
Osgepl1	OSGEPL1
Osgin1	OSGIN1
Osgin2	OSGIN2
Osmr	OSMR
Osr1	OSR1
Osr2	OSR2
Ost4	OST4
Ostc	OSTC
Ostf1	OSTF1
Ostm1	OSTM1
Ostn	OSTN
Otc	OTC
Otoa	OTOA
Otof	OTOF
Otog	OTOG
Otogl	OTOGL
Krt7	otokeratin
Otol1	OTOL1
Otop1	OTOP1
Otop2	OTOP2
Otop3	OTOP3
Otor	OTOR
Otos	OTOS
Otp	OTP
Otub1	OTUB1
Otud1	OTUD1
Otud3	OTUD3
Otud4	OTUD4
Otud5	OTUD5
Otud6b	OTUD6B
Otud6a	OTUD6B
Otud7a	OTUD7A
Otulin	OTULIN
Otx1	OTX1
Ovca2	OVCA2
Ovol2	OVOL2
Oxld1	OXLD1
Oxnad1	OXNAD1
Oxsr1	OXSR1
Oxtr	OXTR
P2rx1	P2RX1
P2rx2	P2RX2
P2rx3	P2RX3
P2rx4	P2RX4
P2rx6	P2RX6
P2rx7	P2RX7
P2ry1	P2RY1
P2ry12	P2RY12
P2ry13	P2RY13
P2ry14	P2RY14
P2ry2	P2RY2
P2ry4	P2RY4
P2ry6	P2RY6
P3h1	P3H1
P3h2	P3H2
P3h4	P3H4
P4ha1	P4HA1
P4ha2	P4HA2
P4hb	P4HB
P4htm	P4HTM
Git2	p95-APP2
Pabpc1	PABPC1
Pabpn1l	PABPN1L
Adcyap1r1	PAC1
Adcyap1	PACAP
Pacrg	PACRG
5730480H06Rik	PACRGL
Pacs1	PACS1
Pacs2	PACS2
Pacsin1	PACSIN1
Pacsin2	PACSIN2
Pacsin3	PACSIN3
Padi6	PADI3
Padi4	PADI3
Padi3	PADI3
Padi1	PADI3
Paf1	PAF1
Pafah1b1	PAFAH1B1
Pafah2	PAFAH2
Pag1	PAG1
Pah	PAH
Paip1	PAIP1
Paip2	PAIP2
Pak1	PAK1
Pak1ip1	PAK1IP1
Pak2	PAK2
Pak3	PAK3
Pak4	PAK4
Pak7	PAK5
Pald1	PALD1
Palm	PALM
Palm2	PALM2
Palmd	PALMD
Pam	PAM
Pamr1	PAMR1
Pan2	PAN2
Pan3	PAN3
Pank2	PANK2
Pank3	PANK3
Pank4	PANK4
Panx1	PANX1
Panx2	PANX2
Panx3	PANX3
Paox	PAOX
Papd4	PAPD4
Papd5	PAPD5
Papd7	PAPD7
Papln	PAPLN
Papss1	PAPSS1
Papss2	PAPSS2
Paqr3	PAQR3
Paqr5	PAQR5
Paqr7	PAQR7
Paqr8	PAQR8
Paqr9	PAQR9
Pard3	PARD3
Pard3b	PARD3B
Pard6a	PARD6A
Pard6b	PARD6B
Pard6g	PARD6G
Parg	PARG
Parn	PARN
Parp1	PARP1
Parp12	PARP12
Parp16	PARP16
Parp3	PARP3
Parp4	PARP4
Parp6	PARP6
Parp9	PARP9
Parpbp	PARPBP
Pars2	PARS2
Gm27572	PART1_2
Parva	PARVA
Parvb	PARVB
Parvg	PARVG
Pask	PASK
Patl1	PATL1
Patl2	PATL2
Patz1	PATZ1
Pawr	PAWR
Pax2	Pax-2
Pax3	PAX3
Pax5	Pax5B
Pax6	PAX6
